NatEmis,ProvinceCD,Province,Institution_Name,Name,Status,Sector,Type_DoE,Phase_DoE,Specialisation,OwnerLand,OwnerBuildings,ExDept,PaypointNo,ComponentNo,ResponsibilityCode,ExamNo,New_ExamsNo,ExamCentre,GIS_Long,GIS_Lat,GISSource,MagDist_Code,Magisterial_District,DMunCode,DMunName,LMunCode,LMunName,Ward_ID,Ward,SP_Code,SP_Name,EIRegion,EIDistrict,EICircuit,AddrInit,Addressee,Street_No,StreetName,Street,StreetType,Township_Village,Suburb,Town_City,Postal Code,StreetAddress,Box_P_Bag,Post Office,PostalAddress,Telephone,TEL LENGTH,cellno,CELL LENGTH,Urban_Rural,Section21,Section21_Funct,Quintile,NAS,NodalArea,NAT,NoFeeSchool,Allocation,Dinaledi_Schools,Quids_Up_School,GIS_ERROR,Snap_Learners_2007,Educator_Numbers_2007,Snap_Learners_2008,Educator_Numbers_2008,Snap_Learners_2009,Educator_Numbers_2009,Snap_Learners_2010,Educator_Numbers_2010,Snap_Learners_2011,Educator_Numbers_2011,MAIN_SATELITE,BOARDING SCHOOL,FEMALE BOARDERS,MALE BOARDERS,TOTAL BOARDERS
300044208,3,NC,GAMAGARA HOËRSKOOL,DEBEN,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),99,970613,8791,2044208,2044208,H/SKOOL GAMAGARA,22.8765,-27.59711,NEIMS 2007,3,KURUMAN,DC45,KGALAGADI DISTRICT MUNICIPALITY,NC453,GAMAGARA LOCAL MUNICIPALITY,34503002,2,32401000,NONE,NOT APPLICABLE,SIYANDA,NOTAPPLICABLE,DC,EILERS,26,26 MAIN STREET,MAIN,STREET,,,DEBEN,8463,"26 MAIN STREET,DEBEN,8463",P.O.BOX  3,DIBENG,"P.O.BOX  3,DIBENG,8463",0537910320,10,0824359149,10,RURAL,YES,ABCD,1,Y,KGALAGADI,RURAL,YES,0,FALSE,TRUE,TO BE UPDATED,575,19,524,16,551,20,560,20,537,21,SATELITE,TRUE,32,53,85
500146853,5,KZ,GAMALAKHE COMMERCIAL H,GAMALAKHE,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,PUBLIC,PUBLIC,KWAZULU NATAL EDUCATION DEPARTMENT,99,120030,TO BE UPDATED,5312249,5312208,GAMALAKHE COMMERCIAL H,30.340333,-30.80445,NEIMS 2007,37,PORT SHEPSTONE,DC21,UGU DISTRICT MUNICIPALITY,KZN216,HIBISCUS COAST LOCAL MUNICIPALITY,52106026,26,50603000,NONE,UMGUNGUNDLOVU,PORT SHEPSTONE,SAYIDI,M.P,BOHIELA,15,15 GAMALAKHE LOCATION,GAMALAKHE,LOCATION,GAMALAKHE,,PORT SHEPSTONE,4265,"15 GAMALAKHE LOCATION,GAMALAKHE,PORT SHEPSTONE,4265",PRIVATE BAG X1002,STMICHAELSONSEA,"PRIVATE BAG X1002,STMICHAELSONSEA,4265",0393181532,10,0836944459,10,URBAN,NO,NONE,4,Y,UGU,RURAL,NO,0,TRUE,FALSE,TO BE UPDATED,930,28,926,26,927,30,917,31,916,29,,TRUE,526,394,920
200100238,2,EC,GAMBLE STREET SECONDARY SCHOOL,GAMBLE,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,PUBLIC,PUBLIC,HOUSE OF REPRESENTATIVES(HOR),022413,022413,TO BE UPDATED,623133,4231003,GAMBLE STREET SECONDARY SCHOOL (,25.38558,-33.76564,NEIMS 2007,51,PORT ELIZABETH,NMA,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,NMA,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,29500048,48,27518006,COLLEGE HILL,NOT APPLICABLE,UITENHAGE,CIRCUIT6,L. J,BARNES,,GAMBLE STREET,GAMBLE,STREET,,RIVERSIDE,UITENHAGE,6230,"GAMBLE STREET,RIVERSIDE,UITENHAGE,6230",PRIVATE BAG X40,UITENHAGE,"PRIVATE BAG X40,UITENHAGE,6230",0419910757,10,0832253618,10,URBAN,NO,NONE,5,N,NOT APPLICABLE,NOT APPLICABLE,NO,0,FALSE,FALSE,TO BE UPDATED,1373,33,1210,38,1131,37,1042,35,1150,35,,TRUE,72,25,97
500147001,5,KZ,GANGES S,GANGES,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,PUBLIC,PUBLIC,HOUSE OF DELEGATES(HOD),99,060352,TO BE UPDATED,5411407,5411406,GANGES SECONDARY,30.9636,-29.948,NEIMS 2007,34,DURBAN,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,59200068,68,57218068,MOBENI WEST,ETHEKWINI,UMLAZI,PHUMELELAUMLAZI,D.G,REDDY,61,61 JAMMU ROAD,JAMMU,ROAD,,MEREBANK,DURBAN,4059,"61 JAMMU ROAD,MEREBANK,DURBAN,4059",P.O.BOX 31380,MEREBANK,"P.O.BOX 31380,MEREBANK,4059",0314624722,10,0828312577,10,URBAN,NO,NONE,4,N,NOT APPLICABLE,NOT APPLICABLE,NO,0,FALSE,FALSE,TO BE UPDATED,1206,45,1214,44,1227,45,1231,44,1276,47,,TRUE,3,5,8
500147038,5,KZ,GANGEYANA P,GANGEYANA,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,PRIMARY SUBJECTS,PUBLIC,PUBLIC,KWAZULU NATAL EDUCATION DEPARTMENT,99,290032,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,30.62279,-28.53491,NEIMS 2007,285,MSINGA,DC24,UMZINYATHI DISTRICT MUNICIPALITY,KZN244,MSINGA LOCAL MUNICIPALITY,52404004,4,52215012,MAHLABA,UKHAHLAMBA,UMZINYATHI,MSINGA,MRS. T. C,SIMELANE,365,365 D SECTION,D,SECTION,,MSINGA,POMEROY,3017,"365 D SECTION,MSINGA,POMEROY,3017",POST OFFICE 3017,ELANDSKRAAL,"POST OFFICE 3017,ELANDSKRAAL,3017",0727960586,10,,,RURAL,NO,NONE,1,Y,UMZINYATHI,RURAL,YES,807,FALSE,TRUE,TO BE UPDATED,650,15,617,15,614,16,619,15,645,16,,TRUE,1,1,2
200500252,2,EC,GECELO JUNIOR PRIMARY SCHOOL,GECELO,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,PRIMARY SUBJECTS,PUBLIC,TO BE UPDATED,NEW EDUCATION DEPARTMENT,014151,014151,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,29.84686,-30.82216,ECED2007,38,BIZANA,DC15,OLIVER TAMBO DISTRICT MUNICIPALITY,EC151,MBIZANA LOCAL MUNICIPALITY,21501006,6,23012009,KWANDUNGE,NOT APPLICABLE,MBIZANA,BIZANA VILLAGE,N,COPHO,,NDUNGE TRIBAL AUTHORITY,NDUNGE,TRIBAL AUTHORITY,NDUNGE,,BIZANA,4800,"NDUNGE TRIBAL AUTHORITY,NDUNGE,BIZANA,4800",P.O.BOX 105,BIZANA,"P.O.BOX 105,BIZANA,4800",0392510975,10,0834751776,10,URBAN,NO,NONE,1,Y,O.R.TAMBO,RURAL,YES,807,FALSE,TRUE,TO BE UPDATED,247,6,299,6,223,8,209,8,224,8,,TRUE,,2,2
800004499,8,MP,GEKOMBINEERDE SKOOL HENDRINA,GEKOMBINEERDE,OPEN,PUBLIC,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,PUBLIC,PUBLIC,TRANSVAAL EDUCATION DEPARTMENT(TED),302223,302223,800004499,6610022,6304804,GEKOMBINEERDE SKOOL HENDRINA,29.71783,-26.14817,TO BE UPDATED,121,MIDDELBURG,DC31,NKANGALA DISTRICT MUNICIPALITY,MP313,STEVE TSHWETE LOCAL MUNICIPALITY,83103018,18,81007012,MIDDELBURG (NU),NKANGALA,NOT APPLICABLE,MIDDELBURG2,A .W,WILLIAMS,,SCHUINS STREET,SCHUINS,STREET,,,HENDRINA,1095,"SCHUINS STREET,HENDRINA,1095",PRIVATE BAG X6,HENDRINA,"PRIVATE BAG X6,HENDRINA,1095",0132930214,10,0824516675,10,TO BE UPDATED,YES,ABCDE,3,N,NOT APPLICABLE,NOT APPLICABLE,NO,0,FALSE,TRUE,TO BE UPDATED,514,24,632,26,491,21,514,24,504,22,,TRUE,13,17,30
200100244,2,EC,GELVANDALE SENIOR SECONDARY SCHOOL,GELVANDALE,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,COMPREHENSIVE,PUBLIC,PUBLIC,HOUSE OF REPRESENTATIVES(HOR),018419,184197,TO BE UPDATED,622068,4221022,GELVANDALE SECONDARY SCHOOL (22),25.5559,-33.91045,NEIMS 2007,51,PORT ELIZABETH,NMA,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,NMA,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,29500010,10,27516032,HELENVALE,NOT APPLICABLE,PORT ELIZABETH,CIRCUIT5,MR .D,NICKALL,,MARTIN STREET,MARTIN,STREET,,,GELVANDALE,6016,"MARTIN STREET,GELVANDALE,6016",P.O.BOX 16262,GELVANDALE,"P.O.BOX 16262,GELVANDALE,6016",0414561632,10,0827175039,10,URBAN,YES,ABCD,5,N,NOT APPLICABLE,NOT APPLICABLE,NO,0,FALSE,FALSE,TO BE UPDATED,1302,47,1309,46,1320,49,1299,48,1252,47,,TRUE,64,60,124
700330126,7,GT,GENERAL SMUTS HIGH SCHOOL,GENERAL SMUTS,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,COMPREHENSIVE,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),99,907025,TO BE UPDATED,330126,8330126,GENERAL SMUTS HIGH SCHOOL,27.9181983329,-26.6720283339,GDE2009,320,VEREENIGING,DC42,SEDIBENG DISTRICT MUNICIPALITY,GT421,EMFULENI LOCAL MUNICIPALITY,74201015,15,70410021,POWERVILLE,NOT APPLICABLE,SEDIBENG EAST,TO BE UPDATED,RB,BARTIE,1,1 BEACONSFIELD & VAN RIEBEECK ROAD,BEACONSFIELD & VAN RIEBEECK,ROAD,,VEREENIGNG,VEREENIGING,1930,"1 BEACONSFIELD & VAN RIEBEECK ROAD,VEREENIGNG,VEREENIGING,1930",P.O.BOX  320,VEREENIGING,"P.O.BOX  320,VEREENIGING,1930",0164214130,10,0835643381,10,URBAN,YES,ACD,4,N,NOT APPLICABLE,NOT APPLICABLE,NO,0,TRUE,FALSE,TO BE UPDATED,1747,67,1692,62,1861,71,1849,73,1824,75,,TRUE,86,62,148
500148407,5,KZ,GEZAHLALE P,GEZAHLALE,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,PRIMARY SUBJECTS,PUBLIC,PUBLIC,KWAZULU NATAL EDUCATION DEPARTMENT,99,340048,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,30.94773,-28.40875,NEIMS 2007,219,BABANANGO,DC24,UMZINYATHI DISTRICT MUNICIPALITY,KZN242,NQUTU LOCAL MUNICIPALITY,52402014,14,53109007,GEZAHLALE,ZULULAND,EMPANGENI,NKANDLA,G .W,CELE,,FORT LOUIS,FORT LOUIS,,,,BABANANGO,3855,"FORT LOUIS ,BABANANGO,3855",P.O.BOX 7430,NKANDLA,"P.O.BOX 7430,NKANDLA,3855",,,0826232870,10,RURAL,NO,NONE,1,Y,UMZINYATHI,RURAL,YES,807,FALSE,TRUE,TO BE UPDATED,202,6,188,5,237,6,248,5,241,7,,TRUE,5,2,7
500148703,5,KZ,GIJIMANA JS,GIJIMANA,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,PUBLIC,PUBLIC,TO BE UPDATED,99,240044,TO BE UPDATED,5113434,5113422,GIJIMANA SECONDARY SCHOOL,32.016833,-28.483,NEIMS 2007,29,ENSELENI,DC28,UTHUNGULU DISTRICT MUNICIPALITY,KZN281,MBONAMBI LOCAL MUNICIPALITY,52801013,13,53705031,PATANE,ZULULAND,EMPANGENI,LOWERUMFOLOZI,MR. T.D,BIYELA,5,5 NHLABOSINI RESERVE,NHLABOSINI,RESERVE,,PHATANE RESERVE,KWAMBONAMBI,3915,"5 NHLABOSINI RESERVE,PHATANE RESERVE,KWAMBONAMBI,3915",P.O.BOX 623,KWAMBONAMBI,"P.O.BOX 623,KWAMBONAMBI,3915",0355809145,10,0832341809,10,RURAL,NO,NONE,2,N,NOT APPLICABLE,NOT APPLICABLE,YES,740,FALSE,TRUE,TO BE UPDATED,276,11,292,13,243,11,206,12,177,12,,TRUE,153,97,250
200100250,2,EC,GILL COLLEGE SENIOR SECONDARY SCHOOL,GILL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,PUBLIC,PUBLIC,CAPE EDUCATION DEPARTMENT(CED),084138,084138,TO BE UPDATED,620006,4201007,GILL COLLEGE,25.58834,-32.72229,NEIMS 2007,163,SOMERSET-OOS/EAST,DC10,CACADU DISTRICT MUNICIPALITY,EC102,BLUE CRANE ROUTE LOCAL MUNICIPALITY,21002002,2,20207000,NONE,NOT APPLICABLE,GRAAFF-REINET,CIRCUIT4,S .G,ZIETSMAN,,COLLEGE ROAD,COLLEGE,ROAD,,SOMERSET EAST,SOMERSETEAST,5850,"COLLEGE ROAD,SOMERSET EAST,SOMERSETEAST,5850",P.O.BOX 196,SOMERSET EAST,"P.O.BOX 196,SOMERSET EAST,5850",0422432643,10,0834565982,10,URBAN,YES,ABCD,5,N,NOT APPLICABLE,NOT APPLICABLE,NO,0,TRUE,FALSE,TO BE UPDATED,267,15,263,16,284,16,284,15,299,15,,TRUE,29,29,58
108310233,1,WC,GIMNASIUM HS. (PAARL),GIMNASIUM,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,TO BE UPDATED,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),310233,005450,TO BE UPDATED,7708,1317708,GIMNASIUM HS. (PAARL),18.958559,-33.720257,WCED,175,PAARL,DC2,CAPE WINELANDS DISTRICT MUNICIPALITY,WC023,DRAKENSTEIN LOCAL MUNICIPALITY,10203015,15,10706019,LEMOENKLOOF,NOT APPLICABLE,CAPE WINELANDS,02,JS,GENIS,416,416 HOOF STREET,HOOF,STREET,,,PAARL,,"416 HOOF STREET,PAARL,",POSBUS 281,PAARL,"POSBUS 281,PAARL,7620",0218721541,10,0722290580,10,RURAL,YES,ABCDE,5,N,NOT APPLICABLE,NOT APPLICABLE,NO,129,FALSE,FALSE,TO BE UPDATED,1176,49,1160,47,1159,50,1118,54,1094,54,,TRUE,211,255,466
600101674,6,NW,GIMNASIUM POTCHEFSTROOM,GIMNASIUM,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,COMPREHENSIVE,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),89178,089178,TO BE UPDATED,5098,9225098,POTCHEFSTROOM GIMNASIUM,27.09933,-26.686,NEIMS 2007,265,POTCHEFSTROOM,DC40,SOUTHERN DISTRICT MUNICIPALITY,NW402,POTCHEFSTROOM LOCAL MUNICIPALITY,64002006,6,61803004,DIE BULT,DR KENNETH KAUNDA,POTCHEFSTROOM,MORNING STAR,J,BREEDT,20,20 MOLEN STREET,MOLEN,STREET,,,POTCHEFSTROOM,,"20 MOLEN STREET,POTCHEFSTROOM,",P.O.BOX 20042,NOUDBERG,"P.O.BOX 20042,NOUDBERG,2522",0182930267,10,,,TO BE UPDATED,YES,TO BE UPDATED,3,N,NOT APPLICABLE,NOT APPLICABLE,NO,0,FALSE,TRUE,TO BE UPDATED,964,46,1003,50,978,49,980,48,966,49,,TRUE,141,120,261
600101675,6,NW,GIRLS HIGH POTCHEFSTROOM,GIRLS  POTCHEFSTROOM,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,COMPREHENSIVE,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),89118,089118,TO BE UPDATED,5099,9225099,POTCHEFSTROOM GIRLS HIGH,27.09054,-26.71924,NEIMS 2007,265,POTCHEFSTROOM,DC40,SOUTHERN DISTRICT MUNICIPALITY,NW402,POTCHEFSTROOM LOCAL MUNICIPALITY,64002004,4,61803015,POTCHEFSTROOM CENTRAL,DR KENNETH KAUNDA,POTCHEFSTROOM,SUPER A,E. F,MEYER,,KRUGER STREET,KRUGER,STREET,,POTCH,POTCHEFSTROOM,,"KRUGER STREET,POTCH,POTCHEFSTROOM,",P.O.BOX 1217,POTCHEFSTROOM,"P.O.BOX 1217,POTCHEFSTROOM,2520",0182943228,10,,,TO BE UPDATED,YES,TO BE UPDATED,3,N,NOT APPLICABLE,NOT APPLICABLE,NO,0,TRUE,TRUE,TO BE UPDATED,519,31,519,27,514,32,531,33,536,33,,TRUE,309,,309
500149406,5,KZ,GLENCOE P,GLENCOE,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,PRIMARY SUBJECTS,PUBLIC,PUBLIC,KWAZULU NATAL EDUCATION DEPARTMENT,99,074062,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,30.16451,-28.17439,NEIMS 2007,336,GLENCOE,DC24,UMZINYATHI DISTRICT MUNICIPALITY,KZN241,ENDUMENI LOCAL MUNICIPALITY,52401001,99,51905000,NONE,UKHAHLAMBA,UMZINYATHI,ENDUMENI,MR. J .C,BOSHOFF,,KEMP GLENCOE STREET,KEMP GLENCOE,STREET,,,GLENCOE,2930,"KEMP GLENCOE STREET,GLENCOE,2930",PRIVATE BAG X03,GLENCOE,"PRIVATE BAG X03,GLENCOE,2930",0343931118,10,0827877411,10,RURAL,NO,NONE,4,Y,UMZINYATHI,RURAL,NO,0,FALSE,FALSE,TO BE UPDATED,722,26,579,22,764,25,824,27,804,28,,TRUE,1,3,4
500149924,5,KZ,GLENWOOD HIGH SCHOOL,GLENWOOD,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),99,073281,TO BE UPDATED,5411186,5411112,GLENWOOD H,30.99292,-29.86382,NEIMS 2007,34,DURBAN,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,59200033,33,57218016,BULWER,ETHEKWINI,UMLAZI,CHATSWORTH,T .M,KERSHAW,1,1 NICOLSON ROAD,NICOLSON,ROAD,,GLENWOOD,DURBAN,4001,"1 NICOLSON ROAD,GLENWOOD,DURBAN,4001",POST OFFICE 4001,GLENWOOD,"POST OFFICE 4001,GLENWOOD,4001",0312055241,10,,,URBAN,NO,NONE,5,N,NOT APPLICABLE,NOT APPLICABLE,NO,0,TRUE,FALSE,TO BE UPDATED,1141,62,1160,55,1145,61,1145,62,1162,61,,TRUE,,26,26
600100454,6,NW,GOITSEMANG JUNIOR SECONDARY SCHOOL,GOITSEMANG,OPEN,PUBLIC,ORDINARY SCHOOL,INTERMEDIATE SCHOOL,COMPREHENSIVE,PUBLIC,PUBLIC,BOPHUTATSWANA(BOP),961972,961972,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,26.49613,-25.48508,NEIMS 2007,91,MADIKWE,DC37,BOJANALA DISTRICT MUNICIPALITY,NW375,MOSES KOTANE LOCAL MUNICIPALITY,63705018,18,60506002,PELLA,NGAKA MODIRI MOLEMA,KGETLENG RIVER,SILVERKRAANS,A. J,NCUBE,,TAMPOSSTAD STAD STADT,TAMPOSSTAD STAD,STADT,,,RUSTENBURG,2890,"TAMPOSSTAD STAD STADT,RUSTENBURG,2890",P.O.BOX 6,TAMPOSSTAD,"P.O.BOX 6,TAMPOSSTAD,2890",0721788891,10,,,TO BE UPDATED,YES,TO BE UPDATED,2,N,NOT APPLICABLE,NOT APPLICABLE,YES,740,FALSE,TRUE,TO BE UPDATED,509,18,511,18,496,17,508,17,500,15,,TRUE,1,1,2
444712106,4,FS,GOLDEN PARK P/S,GOLDEN PARK,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,PRIMARY SUBJECTS,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),131514,840502,4710,NOT APPLICABLE,,NOT APPLICABLE,26.809299,-28.001412,FSED 2007,314,WELKOM,DC18,LEJWELEPUTSWA DISTRICT MUNICIPALITY,FS184,MATJHABENG LOCAL MUNICIPALITY,41804023,23,41008007,WELKOM NU,NOT APPLICABLE,LEJWELEPUTSWA,6,C.J,FRANS,,BAREND STREET,BAREND,STREET,,,BRONVILLE,9473,"BAREND STREET,BRONVILLE,9473",P.O.BOX  88091,,"P.O.BOX  88091,9473",0573941733,10,0735190179,10,URBAN,NO,NONE,2,N,NOT APPLICABLE,NOT APPLICABLE,YES,0,FALSE,FALSE,TO BE UPDATED,873,24,832,24,900,26,901,25,869,27,,TRUE,1,1,2
440303183,4,FS,GONYANE P/S,GONYANE,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,PRIMARY SUBJECTS,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),122508,820711,1350,NOT APPLICABLE,,NOT APPLICABLE,26.245929,-29.156191,FSED 2007,308,BLOEMFONTEIN,DC17,MOTHEO DISTRICT MUNICIPALITY,FS172,MANGAUNG LOCAL MUNICIPALITY,41702004,4,40504024,PHAHAMENG,NOT APPLICABLE,MOTHEO,12,M.A,CHABELI,6593,6593 DR LEBONA STREET,DR LEBONA,STREET,,,BLOEMFONTEIN,9315,"6593 DR LEBONA STREET,BLOEMFONTEIN,9315",P.O.BOX  18081,,"P.O.BOX  18081,9315",0514326534,10,0732675540,10,URBAN,YES,ABCDE,3,N,NOT APPLICABLE,NOT APPLICABLE,YES,0,FALSE,TRUE,TO BE UPDATED,791,27,821,26,802,24,752,24,841,24,,TRUE,1,1,2
107003389,1,WC,GOOD HOPE HS,GOOD HOPE,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,TO BE UPDATED,INDEPENDENT,TO BE UPDATED,TO BE UPDATED,003389,,TO BE UPDATED,4414,1334414,GOOD HOPE HS,18.668225,-33.936675,WCED,177,KUILSRIVIER,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100011,11,17125015,SAREPTA,NOT APPLICABLE,METRO EAST,CIRCUIT1,R,LINKS,1,1 REUTER ROAD,REUTER,ROAD,,,KUILSRIVIER,,"1 REUTER ROAD,KUILSRIVIER,",P.O.BOX  56,KUILS RIVER,"P.O.BOX  56,KUILS RIVER,7579",0219031185,10,0822020702,10,URBAN,NO,NONE,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,NO,0,FALSE,FALSE,TO BE UPDATED,346,19,319,18,321,18,321,18,328,19,,TRUE,27,16,43
103310238,1,WC,GOOD HOPE SEMINARY HS.,GOOD HOPE,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,TO BE UPDATED,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),310238,005452,TO BE UPDATED,1126,1321126,GOOD HOPE SEMINARY HS.,18.417144,-33.932848,WCED,66,CAPE,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100077,77,17106061,GARDENS,NOT APPLICABLE,METRO CENTRAL,02,M.J,WATTS,30,30 HOPE STREET,HOPE,STREET,,GARDENS,CAPE TOWN,8001,"30 HOPE STREET,GARDENS,CAPE TOWN,8001",,GARDENS,"GARDENS,8001",0214652330,10,0836774587,10,URBAN,YES,ABCDE,5,N,NOT APPLICABLE,NOT APPLICABLE,NO,129,FALSE,FALSE,TO BE UPDATED,400,20,404,19,403,20,384,20,384,20,,TRUE,1,,1
996606540,9,LP,GOOD SHEPHERD MODEL SCHOOL,GOOD SHEPHERD,OPEN,PUBLIC,ORDINARY SCHOOL,COMBINED SCHOOL,TO BE UPDATED,PUBLIC,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,NOT APPLICABLE,7671904,GOOD SHEPERD MODEL SCHOOL,29.294282,-24.971502,GEOCODE 2010 GOOGLE EARTH,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,NKANGALA DISTRICT MUNICIPALITY,TO BE UPDATED,GREATER MARBLE HALL LOCAL MUNICIPALITY,90304006,6,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,GREATER SEKHUKHUNE,GROBLERSDAL,THE,MANAGER,,,,,,,,,,P.O.BOX 1365,MARBLEHALL,"P.O.BOX 1365,MARBLEHALL,0450",0132613004,10,0765900159,10,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,NO,0,FALSE,FALSE,TO BE UPDATED,662,22,,,713,20,759,21,854,22,,TRUE,38,49,87
443907250,4,FS,GORONYANE S/S,GORONYANE,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),126209,950002,7452,3173007,3173007,GORONYANE SS,26.806948,-29.192512,FSED 2007,359,THABA 'NCHU,DC17,MOTHEO DISTRICT MUNICIPALITY,FS172,MANGAUNG LOCAL MUNICIPALITY,41702040,40,40510011,SELOSESHA,NOT APPLICABLE,MOTHEO,40,SC,MALELU,1,1 SELOSESHA UNIT,SELOSESHA,UNIT,,SELOSESHA,THABA NCHU,9783,"1 SELOSESHA UNIT,SELOSESHA,THABA NCHU,9783",PRIVATE BAG X720,SELOSESHA,"PRIVATE BAG X720,SELOSESHA,9775",0518733607,10,0720423101,10,URBAN,YES,ABCDE,3,N,NOT APPLICABLE,NOT APPLICABLE,YES,0,FALSE,TRUE,TO BE UPDATED,992,32,952,31,685,29,421,27,558,25,,TRUE,4,4,8
130312220,1,WC,GOUDINI HS.,GOUDINI,OPEN,PUBLIC,ORDINARY SCHOOL,COMBINED SCHOOL,TO BE UPDATED,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),312220,005517,TO BE UPDATED,8820,1318820,GOUDINI HS.,19.313565,-33.68769,WCED,174,WORCESTER,DC2,CAPE WINELANDS DISTRICT MUNICIPALITY,WC025,BREEDE VALLEY LOCAL MUNICIPALITY,10205020,20,10905000,NONE,NOT APPLICABLE,CAPE WINELANDS,05,B.W,OOSTHUIZEN,39,39 VAN RIEBEECK STREET,VAN RIEBEECK,STREET,,,RAWSONVILLE,,"39 VAN RIEBEECK STREET,RAWSONVILLE,",POSBUS 25,RAWSONVILLE,"POSBUS 25,RAWSONVILLE,6845",0233491070,10,0827713687,10,RURAL,YES,ABCDE,5,N,NOT APPLICABLE,NOT APPLICABLE,NO,129,FALSE,FALSE,TO BE UPDATED,328,15,342,15,359,15,348,16,380,17,,TRUE,33,40,73
