NatEmis,EmisNo,ProvinceCD,Province,Institution,Name,LURITS_Name,DoE_Status,LURITS_Status,Sector,Type_DoE,Type_DoE_2,Phase_DoE,TYPE_LURITS,Specialisation,OwnerLand,OwnerBuild,ExDept,PaypointNo,ComponentNo,Responsibility,ExamNo,ExamCentre,GIS_Long,GIS_Lat,GISSource,GIS_InCorrect,GISSource1,Latitude,Longitude,GISSource2,DRD_Code,DRD_DistanceMoved_Metres,GIS_InCorrect1,LongDIFF,LatDIFF,LongDIFFYN,LatDIFFYN,MagDist_Code,Magisterial_District,DMunCode,DMunName,LMunCode,LMunName,Ward_ID,Ward,SP_Code,SP_Name,EIRegion,EIDistrict,EICircuit,CloseDate1,CloseReason1,CloseDate2,CloseReason2,TransDate,TransComm,AddrInit,Addressee,Street_No,Street,StreetType,StreetName,Township_Village,Suburb,Town_City,Postal_Code,StreetAddress,Box_P_Bag,Post_Office,Box_Bag_Postal_Code,PostalAddress,Telephone,cellno,Urban_Rural,Section21,Section21_Function,Quintile,NAS,NodalArea,NAT,Registration_Date,NoFeeSchool,Allocation,Dinaledi_Schools,Quids_Up_School,MLComment1,MLComment2,Demarcation_From,Demarcation_To,OldNATEMIS,NewNATEMIS,Verified_by_PEDs,Verfication_Comment,Verification_Date,DEM_Comment,NEIMSEMISN,DEM_CHKS,DEMCOM,GIS_ERROR,Snap_Learners_2007,Educator_Numbers_2007,Snap_Learners_2008,Educator_Numbers_2008,Snap_Learners_2009,Educator_Numbers_2009,Snap_Learners_2010,Educator_Numbers_2010,GradeR_Lrns_2010,Snap_Learners_2011,Educator_Numbers_2011,GradeR_Lrns_2011,Snap_Learners_2012,Educator_Numbers_2012,GradeR_Lrns_2012,Snap_Learners_2013,Educator_Numbers_2013,GradeR_Lrns_2013,MAIN_SATELITE,MAIN_NATEMIS,MAIN_INSTITUTION,BOARDING SCHOOL,FEMALE BOARDERS,MALE BOARDERS,TOTAL BOARDERS,ECD_SOCIALDEVELOPMEN_NO,Status_2007,Status_2008,Status_2009,Status_2010,Status_2011,Status_2012,Status_2013
500292818,292818,5,KZ,HOËR LANDBOUSKOOL,LANDBOU,HOER LANDBOUSKOOL,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,ORDINARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,5112127,VRYHEID LANDBOU,30.71228,-27.98605,NEIMS 2007,99,NEIMS 2007,-27.98605,30.71228,,U,0,,0,0,0,0,218,NQUTU,DC26,ZULULAND DISTRICT MUNICIPALITY,KZN263,ABAQULUSI LOCAL MUNICIPALITY,52603020,20,52703001,PAULPIETERSBURG NU,ZULULAND,ZULULAND,FILIDI,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,MR. H. E,HATTING,,EENSGEVONDEN,FARM,FARMEENSGEVONDEN,,VRYHEID EAST,VRYHEID,3100,"EENSGEVONDEN FARM,,VRYHEID EAST,VRYHEID,3100",P.O.BOX 1307,VRYHEID,3100,"P.O.BOX 1307,VRYHEID,3100",0349808708,,RURAL,YES,ABCD,4,Y,ZULULAND,RURAL,01/01/1900,NO,,,,NOT MOVED,TO BE UPDATED,KZ,KZ,500292818,500292818,TO BE UPDATED,TO BE UPDATED,01/01/1900,NOT MOVED,KZ292818,0,TO BE UPDATED,TO BE UPDATED,158,14,138,13,148,14,201,12,,230,14,,235,14,,234,17,,,,,,12,28,40,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
500250638,250638,5,KZ,HOËRSKOOL PIONIER,PIONIER,HOERSKOOL PIONIER,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,ORDINARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,5112142,PIONIER H,30.8009,-27.7776,NEIMS 2007,99,DRD 2012,-27.7782238344,30.8014126135,,M,86,,0,0,0,0,127,VRYHEID,DC26,ZULULAND DISTRICT MUNICIPALITY,KZN263,ABAQULUSI LOCAL MUNICIPALITY,52603011,11,52913000,NONE,ZULULAND,ZULULAND,FILIDI,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,MR. H. G,SMITH,16,LANDDROST,STREET,LANDDROSTSTREETNO,,VRYHEID EAST,VRYHEID,3100,"16 LANDDROST STREET,VRYHEID EAST,VRYHEID,3100",PRIVATE BAG X9413,VRYHEID,3100,"PRIVATE BAG X9413,VRYHEID,3100",0349813145,,RURAL,NO,NONE,TO BE UPDATED,Y,ZULULAND,RURAL,01/01/1900,,,,0,NOT MOVED,TO BE UPDATED,KZ,KZ,500250638,500250638,TO BE UPDATED,TO BE UPDATED,01/01/1900,NOT MOVED,KZ250638,0,TO BE UPDATED,TO BE UPDATED,656,26,661,26,691,29,741,29,,614,30,,634,31,,627,32,,,,,,149,142,291,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
500161320,161320,5,KZ,IMPUMELELO H,IMPUMELELO,IMPUMELELO H,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,ORDINARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,KWAZULU NATAL EDUCATION DEPARTMENT,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,5112210,IMPUMELELO HIGH SCHOOL,31.14734,-28.22524,NEIMS 2007,99,DRD 2012,-28.224827378,31.4744126783,,M,32044,,0,0,0,0,127,VRYHEID,DC26,ZULULAND DISTRICT MUNICIPALITY,KZN266,ULUNDI LOCAL MUNICIPALITY,52606016,16,53105000,NONE,ZULULAND,ZULULAND,MASHONA,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,S .W,MTETWA,,MASHONA,AREA,MASHONA AREA,,MASHONA RESERVE,MAHLABATHINI,3865,"MASHONA AREA,MASHONA RESERVE,MAHLABATHINI,3865",P.O.BOX 168,MAHLABATHINI,3865,"P.O.BOX 168,MAHLABATHINI,3865",0358730069,0823382435,RURAL,NO,NONE,TO BE UPDATED,Y,ZULULAND,RURAL,01/01/1900,,,,1,NOT MOVED,TO BE UPDATED,KZ,KZ,500161320,500161320,TO BE UPDATED,TO BE UPDATED,01/01/1900,NOT MOVED,KZ161320,0,TO BE UPDATED,TO BE UPDATED,415,12,413,11,400,13,438,13,,405,11,,350,14,,334,14,,,,,,7,5,12,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
500161801,161801,5,KZ,INANDA SEMINARY S,INANDA SEMINARY,INANDA SEMINARY S,OPEN,OPEN,INDEPENDENT,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,ORDINARY SCHOOL,ORDINARY SCHOOL,TO BE UPDATED,TO BE UPDATED,DEPARTMENT OF EDUCATION AND TRAINING(DET),TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,5412311,INANDA SEMINARY,30.91135,-29.6876,GEOCODE 2010 GOOGLE EARTH,99,GEOCODE 2010 GOOGLE EARTH,-29.6876,30.91135,,U,0,,,,,,134,NDWEDWE,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,59200003,3,57234004,LOWER MANAZA,ETHEKWINI,PINETOWN,INANDA NORTH,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,,INANDA,ROAD,INANDA ROAD,,MATABETULE,IQADI,4071,"INANDA ROAD,MATABETULE,IQADI,4071",P.O.BOX 40597,REDHILL,4071,"P.O.BOX 40597,REDHILL,4071",0315101011,0836521648,RURAL,NO,NONE,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,,,0,NOT MOVED,TO BE UPDATED,KZ,KZ,500161801,500161801,TO BE UPDATED,TO BE UPDATED,01/01/1900,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,354,20,322,21,392,25,393,29,,394,28,,388,32,,416,27,,,,,,390,,390,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
500164502,164502,5,KZ,INKAMANA S,INKAMANA,INKAMANA S,OPEN,OPEN,INDEPENDENT,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,ORDINARY SCHOOL,ORDINARY SCHOOL,TO BE UPDATED,TO BE UPDATED,DEPARTMENT OF EDUCATION AND TRAINING(DET),TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,5112115,INKAMANA S,30.8153,-27.81982,GEOCODE 2010 GOOGLE EARTH,99,GEOCODE 2010 GOOGLE EARTH,-27.81982,30.8153,,O,0,,,,,,127,VRYHEID,DC26,ZULULAND DISTRICT MUNICIPALITY,KZN263,ABAQULUSI LOCAL MUNICIPALITY,52603012,12,52901003,VRYHEID NU,ZULULAND,ZULULAND,FILIDI,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,,INKAMANA ABBEY,,INKAMANA ABBEY,ABAQULUSI RURAL,ABAQULUSI RURAL,ABAQULUSI,3100,"INKAMANA ABBEY ,ABAQULUSI RURAL,ABAQULUSI RURAL,ABAQULUSI,3100",PRIVATE BAG X9333,VRYHEID,3100,"PRIVATE BAG X9333,VRYHEID,3100",0349814717,,RURAL,NO,NONE,TO BE UPDATED,Y,ZULULAND,RURAL,01/01/1900,,,,,NOT MOVED,TO BE UPDATED,KZ,KZ,500164502,500164502,TO BE UPDATED,TO BE UPDATED,01/01/1900,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,,,166,12,185,11,186,12,,158,12,,186,13,,186,13,,,,,,107,80,187,,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
500170163,170163,5,KZ,IXOPO H,IXOPO,IXOPO H,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,ORDINARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,5313106,IXOPO HIGH,30.057217,-30.160433,NEIMS 2007,99,DRD 2012,-30.1617234402,30.0564178952,,M,163,,0,0,0,0,143,IXOPO,DC43,SISONKE DISTRICT MUNICIPALITY,KZN434,UBUHLEBEZWE LOCAL MUNICIPALITY,54305002,2,55105000,NONE,UMGUNGUNDLOVU,SISONKE,MISKOFILI,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,D,LINDE,1,LEWIS,DRIVE,LEWISDR,,,IXOPO,3276,"1 LEWIS DRIVE,IXOPO,3275",PRIVATE BAG X554,IXOPO,3275,"PRIVATE BAG X554,IXOPO,3275",03983410631,,RURAL,YES,ABCD,4,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NO,,,,NOT MOVED,TO BE UPDATED,KZ,KZ,500170163,500170163,TO BE UPDATED,TO BE UPDATED,01/01/1900,NOT MOVED,KZ170163,0,TO BE UPDATED,TO BE UPDATED,542,25,483,19,470,23,505,22,,462,21,,529,21,,598,25,,,,,,59,52,111,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
500170200,170200,5,KZ,IXOPO PRIMARY SCHOOL,IXOPO,IXOPO P,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,PRIMARY SCHOOL,ORDINARY SCHOOL,PRIMARY SUBJECTS,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,30.06015,-30.1528,NEIMS 2007,99,DRD 2012,-30.153171218,30.0602288374,,M,42,,0,0,0,0,143,IXOPO,DC43,SISONKE DISTRICT MUNICIPALITY,KZN434,UBUHLEBEZWE LOCAL MUNICIPALITY,54305002,2,55105000,NONE,UMGUNGUNDLOVU,SISONKE,MISKOFILI,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,J,UPTON,,COMMERCIAL,ROAD,COMMERCIALROAD,,IXOPO,IXOPO TOWN,3276,"COMMERCIAL ROAD,IXOPO,IXOPO TOWN,3276",PRIVATE BAG X555,IXOPO,3276,"P.O.BOX 555,IXOPO,3276",0398342051,0827852910,RURAL,YES,ABCD,4,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NO,,,,NOT MOVED,TO BE UPDATED,KZ,KZ,500170200,500170200,TO BE UPDATED,TO BE UPDATED,01/01/1900,NOT MOVED,KZ170200,0,TO BE UPDATED,TO BE UPDATED,645,26,633,26,632,29,607,28,,618,26,,640,32,,716,34,90,,,,,33,34,67,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
500171014,171014,5,KZ,JAMES NXUMALO AGRICULTURAL H,JAMES NXUMALO,JAMES NXUMALO AGRICULTURAL H,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,ORDINARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,KWAZULU NATAL EDUCATION DEPARTMENT,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,5112213,JAMES NXUMALO AGRICULTURAL HIG,31.398667,-28.344667,NEIMS 2007,99,DRD 2012,-28.3448116901,31.3979408871,,M,73,,0,0,0,0,221,MTONJANENI,DC26,ZULULAND DISTRICT MUNICIPALITY,KZN266,ULUNDI LOCAL MUNICIPALITY,52606020,20,53109033,WITVOLOOS,ZULULAND,ZULULAND,ONDINI,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,M .S,MFEKA,66,R FORT NOLELA,,RFORTNOLELA,,,ULUNDI,3838,"66 R FORT NOLELA,ULUNDI,3838",PRIVATE BAG X48,ULUNDI,3838,"PRIVATE BAG X48,ULUNDI,3838",0358791075,0829276722,RURAL,YES,ABCD,4,Y,ZULULAND,RURAL,01/01/1900,NO,,1,1,NOT MOVED,TO BE UPDATED,KZ,KZ,500171014,500171014,TO BE UPDATED,TO BE UPDATED,01/01/1900,NOT MOVED,KZ171014,0,TO BE UPDATED,TO BE UPDATED,472,21,454,21,410,21,455,23,,477,19,,457,23,,470,23,,,,,,230,180,410,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
500171495,171495,5,KZ,JOHN WESLEY,JOHN WESLEY,JOHN WESLEY,OPEN,OPEN,INDEPENDENT,ORDINARY SCHOOL,TO BE UPDATED,PRIMARY SCHOOL,ORDINARY SCHOOL,PRIMARY SUBJECTS,TO BE UPDATED,TO BE UPDATED,DEPARTMENT OF EDUCATION AND TRAINING(DET),TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,30.8683,-29.8206,GEOCODE 2010 GOOGLE EARTH,99,DRD 2012,-29.8205817705,30.8677675097,,M,51,,,,,,136,PINETOWN,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,59200018,18,57271023,NEW GERMANY,ETHEKWINI,PINETOWN,WESTVILLE,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,30,BAMBOO LANE,,30 BAMBOO LANE,,NEW GERMANY,PINETOWN,3600,"30 BAMBOO LANE,NEW GERMANY,PINETOWN,3600",P.O.BOX 2407,PINETOWN,3610,"P.O.BOX 2407,PINETOWN,3610",0317015603,0837171942,URBAN,NO,NONE,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,,0,0,NOT MOVED,TO BE UPDATED,KZ,KZ,500171495,500171495,TO BE UPDATED,TO BE UPDATED,01/01/1900,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,469,24,439,22,444,25,455,24,,460,24,,483,25,,504,26,37,,,,,22,20,42,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
500176083,176083,5,KZ,KING'S,KING'S,KING'S,OPEN,OPEN,INDEPENDENT,ORDINARY SCHOOL,TO BE UPDATED,PRIMARY SCHOOL,ORDINARY SCHOOL,PRIMARY SUBJECTS,TO BE UPDATED,TO BE UPDATED,HOUSE OF ASSEMBLY(HOA),TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,29.98587,-29.35115,GEOCODE 2010 GOOGLE EARTH,99,DRD 2012,-29.350624608,29.9855816103,,M,65,,,,,,288,LIONS RIVER,DC22,UMGUNGUNDLOVU DISTRICT MUNICIPALITY,KZN222,UMNGENI LOCAL MUNICIPALITY,52202003,3,50813001,LIONS RIVER AH,UMGUNGUNDLOVU,UMGUNGUNDLOVU,LIONS RIVER,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,75,SUB OF SPRINGGROVE,,75 SUB OF SPRINGGROVE,UMNGENI RURAL,,UMNGENI,3280,"75 SUB OF SPRINGGROVE ,UMNGENI RURAL,UMNGENI,3280",P.O.BOX 16,"NOTTINGHAM,PIETERMARITZBURG",3280,"P.O.BOX 16,NOTTINGHAM,PIETERMARITZBURG,3280",0332666716,,RURAL,NO,NONE,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,,,,NOT MOVED,TO BE UPDATED,KZ,KZ,500176083,500176083,TO BE UPDATED,TO BE UPDATED,01/01/1900,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,74,7,70,10,,,70,8,,61,8,,65,8,,58,7,2,,,,,12,25,37,,OPEN,OPEN,,OPEN,OPEN,OPEN,OPEN
500176897,176897,5,KZ,KOKSTAD COLLEGE,KOKSTAD,KOKSTAD COLLEGE,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,ORDINARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,5313203,KOKSTAD COLLEGE,29.408833,-30.545833,NEIMS 2007,99,DRD 2012,-30.5471456668,29.4112806163,,M,276,,0,0,0,0,232,MOUNT CURRIE,DC43,SISONKE DISTRICT MUNICIPALITY,KZN433,GREATER KOKSTAD LOCAL MUNICIPALITY,54304003,3,55003000,NONE,UMGUNGUNDLOVU,SISONKE,GREATER KOKSTAD,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,L,BRAND,,THE AVENUE,STREET,THE AVENUE STREET,,,KOKSTAD,4700,"THE AVENUE STREET,KOKSTAD,4700",P.O.BOX 78,KOKSTAD,4700,"P.O.BOX 78,KOKSTAD,4700",0397272187,0836488266,URBAN,YES,ABCD,5,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NO,,,,NOT MOVED,TO BE UPDATED,KZ,KZ,500176897,500176897,TO BE UPDATED,TO BE UPDATED,01/01/1900,NOT MOVED,KZ176897,0,TO BE UPDATED,TO BE UPDATED,502,26,509,26,503,27,516,25,,498,26,,503,28,,526,29,,,,,,31,29,60,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
500176934,176934,5,KZ,KOKSTAD JUNIOR SCHOOL,KOKSTAD,KOKSTAD JUNIOR SCHOOL,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,PRIMARY SCHOOL,ORDINARY SCHOOL,PRIMARY SUBJECTS,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,29.420333,-30.545,NEIMS 2007,99,DRD 2012,-30.5452187531,29.4199016341,,M,48,,0,0,0,0,232,MOUNT CURRIE,DC43,SISONKE DISTRICT MUNICIPALITY,KZN433,GREATER KOKSTAD LOCAL MUNICIPALITY,54304003,3,55003000,NONE,UMGUNGUNDLOVU,SISONKE,GREATER KOKSTAD,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,N,MAARTENS,,WYLDE,ROAD,WYLDEROAD,,,KOKSTAD,4700,"WYLDE ROAD,KOKSTAD,4700",P.O.BOX 169,KOKSTAD,4700,"P.O.BOX 169,KOKSTAD,4700",0397272150,,URBAN,YES,ABCD,5,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NO,,,,NOT MOVED,TO BE UPDATED,KZ,KZ,500176934,500176934,TO BE UPDATED,TO BE UPDATED,01/01/1900,NOT MOVED,KZ176934,0,TO BE UPDATED,TO BE UPDATED,491,15,471,21,505,21,492,24,,471,30,,465,22,,474,25,,,,,,19,12,31,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
500184815,184815,5,KZ,LADYSMITH H,LADYSMITH,LADYSMITH H,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,ORDINARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,5211411,LADYSMITH H,29.78071,-28.55342,NEIMS 2007,99,NEIMS 2007,-28.55342,29.78071,,O,0,,0,0,0,0,335,KLIPRIVIER,DC23,UTHUKELA DISTRICT MUNICIPALITY,KZN232,EMNAMBITHI/LADYSMITH LOCAL MUNICIPALITY,52302012,12,51407003,EGERTON,UKHAHLAMBA,UTHUKELA,KLIPRIVER,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,MR. E,LIVERSAGE,,FARQUHAR,ROAD,FARQUHAR ROAD,,,LADYSMITH,3370,"FARQUHAR ROAD,LADYSMITH,3370",P.O.BOX 23,LADYSMITH,3370,"P.O.BOX 23,LADYSMITH,3370",0366377091,,URBAN,NO,NONE,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,,,,NOT MOVED,TO BE UPDATED,KZ,KZ,500184815,500184815,TO BE UPDATED,TO BE UPDATED,01/01/1900,NOT MOVED,KZ184815,0,TO BE UPDATED,TO BE UPDATED,985,41,977,40,955,41,953,42,,954,41,,957,43,,963,43,,,,,,41,26,67,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
500185629,185629,5,KZ,LANGSYDE,LANGSYDE,LANGSYDE,OPEN,OPEN,INDEPENDENT,ORDINARY SCHOOL,TO BE UPDATED,COMBINED SCHOOL,ORDINARY SCHOOL,ORDINARY SCHOOL,TO BE UPDATED,TO BE UPDATED,DEPARTMENT OF EDUCATION AND TRAINING(DET),TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,5311414,LANGSYDE,30.08683,-29.70167,GEOCODE 2010 GOOGLE EARTH,99,DRD 2012,-29.6996877576,30.0867617802,,M,221,,,,,,228,IMPENDLE,DC43,SISONKE DISTRICT MUNICIPALITY,KZN431,INGWE LOCAL MUNICIPALITY,54301007,7,54709001,IMPENDLE NU,UMGUNGUNDLOVU,UMGUNGUNDLOVU,LIONS RIVER,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,,ELANDSKOP,,ELANDSKOP,INGWE RURAL,INGWE RURAL,INDWE,3226,"ELANDSKOP ,INGWE RURAL,INGWE RURAL,INDWE,3226",P.O.BOX 109,"ELANDSKOP,PIETERMARITZBURG",3226,"P.O.BOX 109,ELANDSKOP,PIETERMARITZBURG,3226",0339971745,,RURAL,NO,NONE,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,,,,NOT MOVED,TO BE UPDATED,KZ,KZ,500185629,500185629,TO BE UPDATED,TO BE UPDATED,01/01/1900,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,1210,33,1257,64,1194,40,1277,35,,1285,32,,1318,34,,844,17,105,,,,,1,20,21,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
500186998,186998,5,KZ,LINPARK H,LINPARK,LINPARK H,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,ORDINARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,5311221,LINPARK HIGH SCHOOL,30.31586,-29.6023,NEIMS 2007,99,DRD 2012,-29.6015961833,30.3157043334,,M,80,,0,0,0,0,226,PIETERMARITZBURG,DC22,UMGUNGUNDLOVU DISTRICT MUNICIPALITY,KZN225,THE MSUNDUZI LOCAL MUNICIPALITY,52205026,26,51109006,BOUGHTON,UMGUNGUNDLOVU,UMGUNGUNDLOVU,PIETERMARITZBURG CENTRAL,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,ML,WARD,,CLAUDE FORSYTH,,CLAUDEFORSYTH,,HOUGHTON,PIETERMARITZBURG,3208,"CLAUDE FORSYTH,HOUGHTON,PIETERMARITZBURG,3208",P.O.BOX 21477,MAYORSWALK,3208,"P.O.BOX 21477,MAYORSWALK,3208",0333445144,0825969360,URBAN,NO,NONE,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,,,,NOT MOVED,TO BE UPDATED,KZ,KZ,500186998,500186998,TO BE UPDATED,TO BE UPDATED,01/01/1900,NOT MOVED,KZ186998,0,TO BE UPDATED,TO BE UPDATED,569,33,608,38,572,31,631,32,,663,30,,642,33,,600,31,,,,,,31,20,51,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
500446220,446220,5,KZ,LUBHOKO HIGH,LUBHOKO,LUBHOKO HIGH,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,ORDINARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,5111254,NOT APPLICABLE,,,TO BE UPDATED,99,TO BE UPDATED,,,,Y,0,,,,,,TO BE UPDA,TO BE UPDATED,DC27,UMKHANYAKUDE DISTRICT MUNICIPALITY,KZN272,JOZINI LOCAL MUNICIPALITY,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,ZULULAND,UMKHANYAKUDE,EMANYISENI,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,,,,TO BE UPDATED,,,,,,P.O.BOX 247,INGWAVUMA,3968,"P.O.BOX 247,INGWAVUMA,3968",0724925664,,TO BE UPDATED,YES,ABD,1,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,YES,,,1,NOT MOVED,TO BE UPDATED,KZ,KZ,500446220,500446220,TO BE UPDATED,TO BE UPDATED,01/01/1900,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,229,6,169,6,351,6,367,7,,355,12,,360,12,,480,16,,,,,,187,164,351,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
