NatEmis,EmisNo,ProvinceCD,Province,Institution,Name,DoE_Status,Sector,Type_DoE,Phase_DoE,Specialisation,OwnerLand,OwnerBuild,ExamNo,New_ExamsNo,ExamCentre,GIS_Long,GIS_Lat,GISSource,MagDist_Code,Magisterial_District,DMunCode,DMunName,LMunCode,LMunName,Ward_ID,Ward,SP_Code,SP_Name,EIRegion,EIDistrict,EICircuit,AddrInit,Addressee,Street_No,Street,StreetType,StreetName,Township_Village,Suburb,Town_City,Postal_Code,StreetAddress,Box_P_Bag,Post_Office,Box_Bag_Postal_Code,PostalAddress,Telephone,Urban_Rural,Section21,Section21_Function,Quintile,NAS,NodalArea,NAT,Registration_Date,NoFeeSchool,Dinaledi_Schools,Quids_Up_School,NEIMSEMISN,DEM_CHKS,GIS_ERROR,Snap_Learners_2007,Educator_Numbers_2007,Snap_Learners_2008,Educator_Numbers_2008,Snap_Learners_2009,Educator_Numbers_2009,Snap_Learners_2010,Educator_Numbers_2010,BOARDING SCHOOL,FEMALE BOARDERS,MALE BOARDERS,TOTAL BOARDERS
200500252,500252,2,EC,GECELO JP SCHOOL,GECELO,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,PRIMARY SUBJECTS,PUBLIC,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,29.84686,-30.82216,ECED2007,38,BIZANA,DC15,OLIVER TAMBO DISTRICT MUNICIPALITY,EC151,MBIZANA LOCAL MUNICIPALITY,21501006,6,23012009,KWANDUNGE,NOT APPLICABLE,MBIZANA,BIZANA VILLAGE,N,COPHO,,NDUNGE,TRIBAL AUTHORITY, NDUNGE TRIBAL AUTHORITY,NDUNGE TRIBAL AUTHORITY,NDUNGE,BIZANA,4800," NDUNGE TRIBAL AUTHORITY,NDUNGE TRIBAL AUTHORITY,NDUNGE,BIZANA,4800",P.O.BOX 105,BIZANA,4800,"P.O.BOX 105,BIZANA,4800",0392510975,URBAN,NO,NONE,1,Y,O.R.TAMBO,RURAL,01-Jan-96,YES,FALSE,TRUE,EC500252,0,TO BE UPDATED,247,6,299,6,223,8,209,8,TRUE,,2,2
800004499,800004499,8,MP,GEKOMBINEERDE SKOOL HENDRINA,GEKOMBINEERDE,OPEN,PUBLIC,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,6610022,6304804,Gekombineerde Skool Hendrina,29.71388,-26.15243,NEIMS 2007,121,MIDDELBURG,DC31,NKANGALA DISTRICT MUNICIPALITY,MP313,STEVE TSHWETE LOCAL MUNICIPALITY,83103018,18,81007012,MIDDELBURG (NU),NKANGALA,NOT APPLICABLE,MIDDELBURG2,A .W,WILLIAMS,,SCHUIM ST,STREET, SCHUIM ST STREET,,HENDRINA,MIDDELBURG,1095," SCHUIM ST STREET,HENDRINA,MIDDELBURG,1095",PRIVATE BAG X6,HENDRINA,1095,"PRIVATE BAG X6,HENDRINA,1095",0132930214,TO BE UPDA,YES,ABCDE,3,N,NOT APPLICABLE,NOT APPLICABLE,18-Jan-94,NO,FALSE,TRUE,MP800004499,0,TO BE UPDATED,514,24,632,26,491,21,514,24,TRUE,13,17,30
200100244,100244,2,EC,GELVANDALE SS  SCHOOL,GELVANDALE,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,COMPREHENSIVE,PUBLIC,PUBLIC,622068,4221022,GELVANDALE SECONDARY SCHOOL (22),25.5559,-33.91045,NEIMS 2007,51,PORT ELIZABETH,NMA,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,NMA,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,29500010,10,27516032,HELENVALE,NOT APPLICABLE,PORT ELIZABETH,CIRCUIT5,MR .D,NICKALL,,MARTIN,, MARTIN ,,,GELVANDALE,," MARTIN ,GELVANDALE,",P.O.BOX 16262,GELVANDALE,6016,"P.O.BOX 16262,GELVANDALE,6016",0414561632,URBAN,YES,ABCD,5,N,NOT APPLICABLE,NOT APPLICABLE,01-Jan-62,NO,FALSE,FALSE,EC100244,0,TO BE UPDATED,1302,47,1309,46,1320,49,1299,48,TRUE,64,60,124
904222640,904222640,9,LP,GENERAAL PIET JOUBERT SCHOOL,GENERAAL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,MID/Pre-vocational,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,29.47373,-23.90578,NEIMS 2007,100,PIETERSBURG,DC35,CAPRICORN DISTRICT MUNICIPALITY,LIM354,POLOKWANE LOCAL MUNICIPALITY,93504022,22,91215002,BENDOR,NOT APPLICABLE,CAPRICORN,PIETERSBURG,N,PIETERSE,56,WEBSTER,STREET,56 WEBSTER STREET,,PIETERSBURG,POLOKWANE,,"56 WEBSTER STREET,PIETERSBURG,POLOKWANE,",Private BagX9402,PIETERSBURG,0700,"Private BagX9402,PIETERSBURG,0700",0152959265,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,LP904222640,0,TO BE UPDATED,539,43,587,41,,43,595,44,TRUE,38,151,189
700330126,330126,7,GT,GENERAL SMUTS HIGH SCHOOL,GENERAL SMUTS,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY & TECHNICAL,PUBLIC,PUBLIC,330126,8330126,GENERAL SMUTS HIGH SCHOOL,27.9181983329,-26.6720283339,GDE2009,320,VEREENIGING,DC42,SEDIBENG DISTRICT MUNICIPALITY,GT421,EMFULENI LOCAL MUNICIPALITY,74201015,15,70410021,POWERVILLE,NOT APPLICABLE,SEDIBENG EAST,NOTAPPLICABLE,J .L,MARE,,CORNER VAN RIEBEECK AND BEACONSFIELD,ROAD, CORNER VAN RIEBEECK AND BEACONSFIELD ROAD,,,VEREENIGING,," CORNER VAN RIEBEECK AND BEACONSFIELD ROAD,,VEREENIGING,",P.O.BOX 320,VEREENIGING,1930,"P.O.BOX 320,VEREENIGING,1930",0164214130,URBAN,YES,ACD,4,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NO,TRUE,FALSE,GP330126,0,TO BE UPDATED,1747,67,1692,62,1861,71,1849,73,TRUE,86,62,148
500148407,148407,5,KZ,GEZAHLALE P,GEZAHLALE,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,PRIMARY SUBJECTS,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,30.94773,-28.40875,NEIMS 2007,219,BABANANGO,DC24,UMZINYATHI DISTRICT MUNICIPALITY,KZN242,NQUTU LOCAL MUNICIPALITY,52402014,14,53109007,GEZAHLALE,ZULULAND,EMPANGENI,NKANDLA,G .W,CELE,,FORT LOUIS,, FORT LOUIS ,,,BABANANGO,3855," FORT LOUIS ,BABANANGO,3855",P.O.BOX 7430,NKANDLA,3855,"P.O.BOX 7430,NKANDLA,3855",TO BE UPDATED,RURAL,NO,NONE,1,Y,UMZINYATHI,RURAL,02-Jan-00,YES,FALSE,TRUE,KZ148407,0,TO BE UPDATED,202,6,188,5,237,6,248,5,TRUE,5,2,7
500148703,148703,5,KZ,GIJIMANA JS,GIJIMANA,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,5113434,5113422,GIJIMANA SECONDARY SCHOOL,32.016833,-28.483,NEIMS 2007,29,ENSELENI,DC28,UTHUNGULU DISTRICT MUNICIPALITY,KZN281,MBONAMBI LOCAL MUNICIPALITY,52801013,13,53705031,PATANE,ZULULAND,EMPANGENI,LOWERUMFOLOZI,MR. T.D,BIYELA,5,NHLABOSINI,RESERVE,5 NHLABOSINI RESERVE,,PHATANE RESERVE,KWAMBONAMBI,3915,"5 NHLABOSINI RESERVE,,PHATANE RESERVE,KWAMBONAMBI,3915",P.O.BOX 623,KWAMBONAMBI,3915,"P.O.BOX 623,KWAMBONAMBI,3915",0355809145,RURAL,NO,NONE,2,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,YES,FALSE,TRUE,KZ148703,0,TO BE UPDATED,276,11,292,13,243,11,206,12,TRUE,153,97,250
200100250,100250,2,EC,GILL COLLEGE SS SCHOOL,GILL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,620006,4201007,GILL COLLEGE,25.58834,-32.72229,NEIMS 2007,163,SOMERSET-OOS/EAST,DC10,CACADU DISTRICT MUNICIPALITY,EC102,BLUE CRANE ROUTE LOCAL MUNICIPALITY,21002002,2,20207000,NONE,NOT APPLICABLE,GRAAFF-REINET,CIRCUIT4,S .G,ZIETSMAN,,COLLEGE,ROAD, COLLEGE ROAD,,SOMERSET EAST,SOMERSETEAST,5850," COLLEGE ROAD,SOMERSET EAST,SOMERSETEAST,5850",P.O.BOX 196,SOMERSET EAST,5850,"P.O.BOX 196,SOMERSET EAST,5850",0422432643,URBAN,YES,ABCD,5,N,NOT APPLICABLE,NOT APPLICABLE,01-Jan-69,NO,TRUE,FALSE,EC100250,0,TO BE UPDATED,267,15,263,16,284,16,284,15,TRUE,29,29,58
108310233,0108310233,1,WC,GIMNASIUM HS. (PAARL),GIMNASIUM,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,TO BE UPDATED,PUBLIC,TO BE UPDATED,7708,1317708,GIMNASIUM HS. (PAARL),18.9625,-33.71983,WCED,175,PAARL,DC2,CAPE WINELANDS DISTRICT MUNICIPALITY,WC023,DRAKENSTEIN LOCAL MUNICIPALITY,10203015,15,10706019,LEMOENKLOOF,NOT APPLICABLE,CAPE WINELANDS,CIRCUIT2,S,REINHARDT,416,HOOF,STREET,416 HOOF STREET,,LEMOENKLOOF,PAARL,7620,"416 HOOF STREET,LEMOENKLOOF,PAARL,7620",P.O.BOX 281,PAARL,7620,"P.O.BOX 281,PAARL,7620",0218721541,RURAL,YES,ACD,5,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NO,FALSE,FALSE,WC0108310233,0,TO BE UPDATED,1176,49,1160,47,1159,50,1118,54,TRUE,211,255,466
600101674,101674,6,NW,GIMNASIUM POTCHEFSTROOM,GIMNASIUM,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,COMPREHENSIVE,PUBLIC,PUBLIC,5098,9225098,POTCHEFSTROOM GIMNASIUM,27.09933,-26.686,NEIMS 2007,265,POTCHEFSTROOM,DC40,SOUTHERN DISTRICT MUNICIPALITY,NW402,POTCHEFSTROOM LOCAL MUNICIPALITY,64002006,6,61803004,DIE BULT,DR KENNETH KAUNDA,POTCHEFSTROOM,MORNING STAR,J,BREEDT,20,MOLEN,STREET,20 MOLEN STREET,,,POTCHEFSTROOM,,"20 MOLEN STREET,,POTCHEFSTROOM,",P.O.BOX 20042,NOUDBERG,2522,"P.O.BOX 20042,NOUDBERG,2522",0182930267,TO BE UPDA,YES,TO BE UPDATED,3,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NO,FALSE,TRUE,NW101674,0,TO BE UPDATED,964,46,1003,50,978,49,980,48,TRUE,141,120,261
600101675,101675,6,NW,GIRLS HIGH POTCHEFSTROOM,GIRLS  POTCHEFSTROOM,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,COMPREHENSIVE,PUBLIC,PUBLIC,5099,9225099,POTCHEFSTROOM GIRLS HIGH,27.09054,-26.71924,NEIMS 2007,265,POTCHEFSTROOM,DC40,SOUTHERN DISTRICT MUNICIPALITY,NW402,POTCHEFSTROOM LOCAL MUNICIPALITY,64002004,4,61803015,POTCHEFSTROOM CENTRAL,DR KENNETH KAUNDA,POTCHEFSTROOM,SUPER A,E. F,MEYER,,KRUGER,STREET, KRUGER STREET,,POTCH,POTCHEFSTROOM,," KRUGER STREET,POTCH,POTCHEFSTROOM,",P.O.BOX 1217,POTCHEFSTROOM,2520,"P.O.BOX 1217,POTCHEFSTROOM,2520",0182943228,TO BE UPDA,YES,TO BE UPDATED,3,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NO,TRUE,TRUE,NW101675,0,TO BE UPDATED,519,31,519,27,514,32,531,33,TRUE,309,,309
500149406,149406,5,KZ,GLENCOE P,GLENCOE,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,PRIMARY SUBJECTS,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,30.16451,-28.17439,NEIMS 2007,336,GLENCOE,DC24,UMZINYATHI DISTRICT MUNICIPALITY,KZN241,ENDUMENI LOCAL MUNICIPALITY,52401001,0,51905000,NONE,UKHAHLAMBA,UMZINYATHI,ENDUMENI,MR. J .C,BOSHOFF,,KEMP GLENCOE,STREET, KEMP GLENCOE STREET,,,GLENCOE,2930," KEMP GLENCOE STREET,GLENCOE,2930",PRIVATE BAG X03,GLENCOE,2930,"PRIVATE BAG X03,GLENCOE,2930",0343931118,RURAL,NO,NONE,4,Y,UMZINYATHI,RURAL,02-Jan-00,NO,FALSE,FALSE,KZ149406,0,TO BE UPDATED,722,26,579,22,764,25,824,27,TRUE,1,3,4
105315606,0105315606,1,WC,GLENDALE SCHOOL,GLENDALE,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,Intellectual disability,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,18.4627806,-34.04990226,WCED,64,WYNBERG,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100071,71,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,METROPOLE SOUTH,CIRCUIT3,D. J. C,THIART,6,GALWAY,ROAD,6 GALWAY ROAD,HEATHFIELD,HEATHFIELD,CAPE TOWN,8001,"6 GALWAY ROAD,HEATHFIELD,HEATHFIELD,CAPE TOWN,8001",P.O. Box 30055,TOKAI,7966,"P.O. Box 30055,TOKAI,7966",0217122075,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,WC0105315606,0,TO BE UPDATED,94,9,90,8,97,8,97,8,TRUE,,1,1
500149924,149924,5,KZ,GLENWOOD HIGH SCHOOL,GLENWOOD,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,5411186,5411112,GLENWOOD H,30.99292,-29.86382,NEIMS 2007,34,DURBAN,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,59200033,33,57218016,BULWER,ETHEKWINI,UMLAZI,CHATSWORTH,T .M,KERSHAW,1,NICOLSON,ROAD,1 NICOLSON ROAD,,GLENWOOD,DURBAN,4001,"1 NICOLSON ROAD,,GLENWOOD,DURBAN,4001",POST OFFICE 4001,GLENWOOD,4001,"POST OFFICE 4001,GLENWOOD,4001",0312055241,URBAN,NO,NONE,5,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NO,TRUE,FALSE,KZ149924,0,TO BE UPDATED,1141,62,1160,55,1145,61,1145,62,TRUE,,26,26
600100454,100454,6,NW,GOITSEMANG JUNIOR SECONDARY SCHOOL,GOITSEMANG,OPEN,PUBLIC,ORDINARY SCHOOL,INTERMEDIATE SCHOOL,COMPREHENSIVE,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,26.49613,-25.48508,NEIMS 2007,91,MADIKWE,DC37,BOJANALA DISTRICT MUNICIPALITY,NW375,MOSES KOTANE LOCAL MUNICIPALITY,63705018,18,60506002,PELLA,NGAKA MODIRI MOLEMA,KGETLENG RIVER,SILVERKRAANS,A. J,NCUBE,,TAMPOSSTAD,STAD, TAMPOSSTAD STAD,,,RUSTENBURG,2890," TAMPOSSTAD STAD,RUSTENBURG,2890",P.O.BOX 6,TAMPOSSTAD,2890,"P.O.BOX 6,TAMPOSSTAD,2890",0721788891,TO BE UPDA,YES,TO BE UPDATED,2,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,YES,FALSE,TRUE,NW100454,0,TO BE UPDATED,509,18,511,18,496,17,508,17,TRUE,1,1,2
500150664,150664,5,KZ,GOLDEN HOURS SPECIAL,GOLDEN HOURS,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,Intellectual disability,PUBLIC,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,31.03418,-29.80182,NEIMS 2007,34,DURBAN,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,59200036,36,TO BE UPDA,TO BE UPDATED,ETHEKWINI,UMLAZI,DURBAN CENTRAL,G,BROWN,160,SOOFIE SAHEB,DRIVE,160 SOOFIE SAHEB DRIVE,,DURBAN NORTH,DURBAN,4065,"160 SOOFIE SAHEB DRIVE,,DURBAN NORTH,DURBAN,4065",P.O.BOX 35218,NORTHWAY,4065,"P.O.BOX 35218,NORTHWAY,4065",0315642350,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,KZ150664,0,TO BE UPDATED,191,18,,,177,17,174,17,TRUE,25,25,50
444712106,44712106,4,FS,GOLDEN PARK P/S,GOLDEN PARK,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,PRIMARY SUBJECTS,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,26.809299,-28.001412,FSED 2007,314,WELKOM,DC18,LEJWELEPUTSWA DISTRICT MUNICIPALITY,FS184,MATJHABENG LOCAL MUNICIPALITY,41804023,23,41008007,WELKOM NU,NOT APPLICABLE,LEJWELEPUTSWA,15,J.A,GOODMAN,,BAREND,STREET, BAREND STREET,,WELKOM MINES,BRONVILLE,9473," BAREND STREET,,WELKOM MINES,BRONVILLE,9473",P.O.BOX 88091,BRONVILLE,9473,"P.O.BOX 88091,BRONVILLE,9473",0573941733,URBAN,No,NONE,2,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NO,FALSE,FALSE,FS44712106,0,TO BE UPDATED,873,24,832,24,900,26,901,25,TRUE,1,1,2
440303183,40303183,4,FS,GONYANE P/S,GONYANE,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,PRIMARY SUBJECTS,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,26.245929,-29.156191,FSED 2007,308,BLOEMFONTEIN,DC17,MOTHEO DISTRICT MUNICIPALITY,FS172,MANGAUNG LOCAL MUNICIPALITY,41702004,4,40504024,PHAHAMENG,NOT APPLICABLE,MOTHEO,CIRCUIT2,M.A,CHABELI,6593,DR LEBONA,STREET,6593 DR LEBONA STREET,,PHAHAMENG,BLOEMFONTEIN,9315,"6593 DR LEBONA STREET,,PHAHAMENG,BLOEMFONTEIN,9315",P.O.BOX 18081,GASEHUNELO,9315,"P.O.BOX 18081,GASEHUNELO,9315",0514326534,URBAN,Yes,ABCDE,3,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NO,FALSE,TRUE,FS40303183,0,TO BE UPDATED,791,27,821,26,802,24,752,24,TRUE,1,1,2
107003389,0107003389,1,WC,GOOD HOPE HS,GOOD HOPE,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,TO BE UPDATED,INDEPENDENT,TO BE UPDATED,4414,1334414,GOOD HOPE HS,18.666906,-33.944643,TELKOM 2009,177,KUILSRIVIER,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100011,11,17125015,SAREPTA,NOT APPLICABLE,METROPOLE EAST,CIRCUIT1,R,LINKS,12899,REUTER,ROAD,12899 REUTER ROAD,,SAREPTA,KUILSRIVIER,7579,"12899 REUTER ROAD,SAREPTA,KUILSRIVIER,7579",P.O.BOX 56,KUILSRIVER,7579,"P.O.BOX 56,KUILSRIVER,7579",0219031185,URBAN,NO,NONE,99,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NO,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,346,19,319,18,321,18,321,18,TRUE,27,16,43
103310238,0103310238,1,WC,GOOD HOPE SEMINARY HS.,GOOD HOPE,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,TO BE UPDATED,PUBLIC,TO BE UPDATED,1126,1321126,GOOD HOPE SEMINARY HS.,18.4182,-33.93266,WCED,66,CAPE,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100077,77,17106061,GARDENS,NOT APPLICABLE,METROPOLE CENTRAL,CIRCUIT6,M.J,WATTS,,HOPE,STREET, HOPE STREET,,GARDENS,CAPE TOWN,8001," HOPE STREET,GARDENS,CAPE TOWN,8001",POST OFFICE 8001,GARDENS,8001,"POST OFFICE 8001,GARDENS,8001",0214652330,URBAN,YES,ACD,5,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NO,FALSE,FALSE,WC0103310238,0,TO BE UPDATED,400,20,404,19,403,20,384,20,TRUE,1,,1
996606540,996606540,9,LP,GOOD SHEPHERD MODEL SCHOOL,GOOD SHEPHERD MODEL,OPEN,PUBLIC,ORDINARY SCHOOL,COMBINED SCHOOL,TO BE UPDATED,PUBLIC,TO BE UPDATED,NOT APPLICABLE,7671904,GOOD SHEPERD MODEL SCHOOL,29.294282,-24.971502,GEOCODE 2010 GOOGLE EARTH,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,NKANGALA DISTRICT MUNICIPALITY,TO BE UPDATED,GREATER MARBLE HALL LOCAL MUNICIPALITY,90304006,6,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,GREATER SEKHUKHUNE,GROBLERSDAL,THE,MANAGER,,,,,,,,,,P.O.BOX 1365,MARBLEHALL,0450,"P.O.BOX 1365,MARBLEHALL,0450",0132613004,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,99,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NO,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,662,22,,,713,20,759,21,TRUE,38,49,87
443907250,43907250,4,FS,GORONYANE S/S,GORONYANE,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,3173007,3173007,GORONYANE SS,26.806948,-29.192512,FSED 2007,359,THABA 'NCHU,DC17,MOTHEO DISTRICT MUNICIPALITY,FS172,MANGAUNG LOCAL MUNICIPALITY,41702040,40,40510011,SELOSESHA,NOT APPLICABLE,MOTHEO,CIRCUIT9,M,MUTAMBALA,3152,ONE,UNIT,3152 ONE UNIT,SELOSESHA,SELOSESHA UNIT 1,THABANCHU,9775,"3152 ONE UNIT,SELOSESHA,SELOSESHA UNIT 1,THABANCHU,9775",PRIVATE BAG X720,SELOSESHA,9775,"PRIVATE BAG X720,SELOSESHA,9775",0518733607,URBAN,Yes,ABCDE,3,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NO,FALSE,TRUE,FS43907250,0,TO BE UPDATED,992,32,952,31,685,29,421,27,TRUE,4,4,8
130312220,0130312220,1,WC,GOUDINI HS.,GOUDINI,OPEN,PUBLIC,ORDINARY SCHOOL,COMBINED SCHOOL,TO BE UPDATED,PUBLIC,TO BE UPDATED,8820,1318820,GOUDINI HS.,19.3155,-33.68683,WCED,174,WORCESTER,DC2,CAPE WINELANDS DISTRICT MUNICIPALITY,WC025,BREEDE VALLEY LOCAL MUNICIPALITY,10205020,20,10905000,NONE,NOT APPLICABLE,CAPE WINELANDS,CIRCUIT2,B.W,OOSTHUIZEN,39,VAN RIEBEECK,STREET,39 VAN RIEBEECK STREET,,RAWSONVILLE,CAPE TOWN,6845,"39 VAN RIEBEECK STREET,RAWSONVILLE,CAPE TOWN,6845",P.O.BOX 25,RAWSONVILLE,6845,"P.O.BOX 25,RAWSONVILLE,6845",0233491070,RURAL,YES,ACD,5,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NO,FALSE,FALSE,WC0130312220,0,TO BE UPDATED,328,15,342,15,359,15,348,16,TRUE,33,40,73
444712076,44712076,4,FS,GOUDVELD S/S,GOUDVELD,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,3182010,3182010,GOUDVELD SS,26.736963,-27.986078,FSED 2007,314,WELKOM,DC18,LEJWELEPUTSWA DISTRICT MUNICIPALITY,FS184,MATJHABENG LOCAL MUNICIPALITY,41804032,32,41022015,WELKOM CENTRAL,NOT APPLICABLE,LEJWELEPUTSWA,CIRCUIT6,S.W.P,SCOTT,,LONG,ROAD, LONG ROAD,,WELKOM CENTRAL,WELKOM,9460," LONG ROAD,,WELKOM CENTRAL,WELKOM,9460",P.O.BOX 650,JAN CELLIERS PARK,9460,"P.O.BOX 650,JAN CELLIERS PARK,9460",0573527187,URBAN,Yes,ABCDE,5,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NO,FALSE,FALSE,FS44712076,0,TO BE UPDATED,819,36,911,37,866,35,854,35,TRUE,14,15,29
136312222,0136312222,1,WC,GRAAFWATER HS.,GRAAFWATER,OPEN,PUBLIC,ORDINARY SCHOOL,COMBINED SCHOOL,TO BE UPDATED,PUBLIC,TO BE UPDATED,5508,1375508,GRAAFWATER HS.,18.60617,-32.155,WCED,71,CLANWILLIAM,DC1,WEST COAST DISTRICT MUNICIPALITY,WC012,CEDERBERG LOCAL MUNICIPALITY,10102004,4,10205001,GRAAFFWATER NORTH,NOT APPLICABLE,WEST COAST,CIRCUIT8,J.G,KOORTZEN,6,CORNER VD STEL AND HOOF,STREET,6 CORNER VD STEL AND HOOF STREET,,,GRAAFWATER,,"6 CORNER VD STEL AND HOOF STREET,GRAAFWATER,",P.O.BOX 4,GRAAFWATER,8120,"P.O.BOX 4,GRAAFWATER,8120",0274221009,RURAL,YES,ACD,4,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NO,FALSE,FALSE,WC0136312222,0,TO BE UPDATED,392,16,375,16,404,16,452,17,TRUE,40,49,89
440101276,40101276,4,FS,GRAANVELD P/S,GRAANVELD,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,PRIMARY SUBJECTS,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,28.286176,-28.217086,FSED 2007,332,BETHLEHEM,DC19,THABO MOFUTSANYANE DISTRICT MUNICIPALITY,FS192,DIHLABENG LOCAL MUNICIPALITY,41902018,18,41301004,GROENVOERLANDE,NOT APPLICABLE,THABO MOFUTSANYANA,CIRCUIT5,C.E,DU TOIT,1,STRAPP,STREET,1 STRAPP STREET,,MORELIG,BETHLEHEM,9700,"1 STRAPP STREET,,MORELIG,BETHLEHEM,9700",P.O.BOX 228,MRELIG,9700,"P.O.BOX 228,MRELIG,9700",0583033877,URBAN,Yes,ABCDE,5,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NO,FALSE,FALSE,FS40101276,0,TO BE UPDATED,602,23,552,22,630,26,617,26,TRUE,1,1,2
