NatEmis,EmisNo,ProvinceCD,Province,Institution,Name,PED_Institution,PED_Name,DoE_Status,PED_Status,Sector,Type_DoE,Type_DoE_2,Phase_DoE,Phase_PED,Specialisation,OwnerLand,OwnerBuild,ExDept,PaypointNo,ComponentNo,Responsibility,ExamNo,ExamCentre,GIS_Long,GIS_Lat,GISSource,MagDist_Code,Magisterial_District,DMunCode,DMunName,LMunCode,LMunName,Ward_ID,Ward,SP_Code,SP_Name,EIRegion,EIDistrict,EICircuit,CloseDate1,CloseReason1,CloseDate2,CloseReason2,TransDate,TransComm,AddrInit,Addressee,Street_No,Street,StreetType,StreetName,Township_Village,Suburb,Town_City,Postal_Code,StreetAddress,Box_P_Bag,Post_Office,Box_Bag_Postal_Code,PostalAddress,Telephone,cellno,Urban_Rural,Section21,Section21_Function,Quintile,NAS,NodalArea,NAT,Registration_Date,NoFeeSchool,Allocation,Dinaledi_Schools,Quids_Up_School,MLComment1,MLComment2,Demarcation_From,Demarcation_To,OldNATEMIS,NewNATEMIS,Verified_by_PEDs,Verfication_Comment,Verification_Date,DEM_Comment,NEIMSEMISN,DEM_CHKS,DEMCOM,GIS_ERROR,Snap_Learners_2007,Educator_Numbers_2007,Snap_Learners_2008,Educator_Numbers_2008,Snap_Learners_2009,Educator_Numbers_2009,Snap_Learners_2010,Educator_Numbers_2010,Snap_Learners_2011,Educator_Numbers_2011,Snap_Learners_2012,Educator_Numbers_2012,MAIN_SATELITE,MAIN_NATEMIS,MAIN_INSTITUTION,BOARDING SCHOOL,FEMALE BOARDERS,MALE BOARDERS,TOTAL BOARDERS
800015065,800015065,8,MP,MOLOTO COMBINED SCHOOL,MOLOTO,MOLOTO COMBINED SCHOOL,MOLOTO COMBINED SCHOOL,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,INTERMEDIATE SCHOOL,INTERMEDIATE SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,BOPHUTATSWANA(BOP),301142,301142,800015065,99,NOT APPLICABLE,28.72765,-25.00417,TO BE UPDATED,207,MORETELE,DC31,NKANGALA DISTRICT MUNICIPALITY,MP316,DR JS MOROKA LOCAL MUNICIPALITY,83106024,24,81305000,MORETELE (SP),NKANGALA,NOT APPLICABLE,MARAPYANE,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,M.C,LETLHAKA,194,E,SECTION,194 E SECTION,,MMADUMA,HAMMANSKRAAL,0431,"194 E SECTION,MMADUMA,HAMMANSKRAAL,0431",P.O.BOX 139,SKILPADFONTEIN,0431,"P.O.BOX 139,SKILPADFONTEIN,0431",0834222996,0834222996,TO BE UPDATED,YES,ABCDE,2,N,NOT APPLICABLE,NOT APPLICABLE,01-Jan-96,YES,0,FALSE,TRUE,NOT MOVED,TO BE UPDATED,MP,MP,800015065,800015065,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,MP800015065,0,TO BE UPDATED,TO BE UPDATED,42,3,23,3,39,3,46,3,43,4,39,4,,,,TRUE,1,,1
600102172,102172,6,NW,TLHOAFALO SECONDARY SCHOOL,TLHOAFALO,TLHOAFALO SECONDARY SCHOOL,TLHOAFALO SECONDARY SCHOOL,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,SECONDARY SCHOOL,COMPREHENSIVE,PUBLIC,PUBLIC,NEW EDUCATION DEPARTMENT,083203,TO BE UPDA,TO BE UPDATED,9204237,TLHOAFALO SECONDARY SCHOOL,25.8246,-26.56444,NEIMS 2007,86,DELAREYVILLE,DC38,CENTRAL DISTRICT MUNICIPALITY,NW382,TSWAING LOCAL MUNICIPALITY,63802010,10,60701000,NONE,DR KENNETH KAUNDA,MAQUASSI HILLS,TSWAING,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,M.B,MOLAUDI,507,AGISANANG,STREET,507 AGISANANG STREET,,AGISANANG,SANNIESHOF,2760,"507 AGISANANG STREET,AGISANANG,SANNIESHOF,2760",P.O.BOX 112,SANNIESHOF,2760,"P.O.BOX 112,SANNIESHOF,2760",0186840031,0783095887,TO BE UPDATED,NO,NONE,2,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,YES,0,FALSE,TRUE,NOT MOVED,TO BE UPDATED,NW,NW,600102172,600102172,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,NW102172,0,TO BE UPDATED,TO BE UPDATED,523,44,1094,46,435,21,435,18,404,18,480,17,,,,TRUE,1,1,2
600102247,102247,6,NW,TSHOLOFELO MANGOPE MIDDLE SCHOOL,TSHOLOFELO,TSHOLOFELO MANGOPE MIDDLE,TSHOLOFELO MANGOPE MIDDLE,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,INTERMEDIATE SCHOOL,COMPREHENSIVE,PUBLIC,PUBLIC,NEW EDUCATION DEPARTMENT,960617,960617,TO BE UPDATED,99,NOT APPLICABLE,25.96701,-25.47752,NEIMS 2007,7,LEHURUTSHE,DC38,CENTRAL DISTRICT MUNICIPALITY,NW385,RAMOTSHERE MOILOA LOCAL MUNICIPALITY,63805012,12,61014000,NONE,NGAKA MODIRI MOLEMA,ZEERUST,ZEERUST,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,M.B,MODISE,2490,UNIT LEHURUT,UNIT,2490 UNIT LEHURUT UNIT,,LEHURUTSHE UNIT 1,LERATO,2880,"2490 UNIT LEHURUT UNIT,LEHURUTSHE UNIT 1,LERATO,2880",PRIVATE BAG X2009,LERATO,2880,"PRIVATE BAG X2009,LERATO,2880",0183633400,,TO BE UPDATED,YES,TO BE UPDATED,3,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,YES,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,NW,NW,600102247,600102247,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,NW102247,0,TO BE UPDATED,TO BE UPDATED,312,11,355,14,325,11,319,11,294,11,230,11,,,,TRUE,5,3,8
600100014,100014,6,NW,AGISANANG  PUBLIC SCHOOL,AGISANANG,AGISANANG PUBLIC SCHOOL,AGISANANG PUBLIC SCHOOL,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,PRIMARY SCHOOL,PRIMARY SCHOOL,COMPREHENSIVE,PUBLIC,PUBLIC,NEW EDUCATION DEPARTMENT,083204,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,25.82308,-26.55926,NEIMS 2007,86,DELAREYVILLE,DC38,CENTRAL DISTRICT MUNICIPALITY,NW382,TSWAING LOCAL MUNICIPALITY,63802008,8,60701000,NONE,DR KENNETH KAUNDA,MAQUASSI HILLS,TSWAING,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,M.A,MOTOKO,,,,,,AGISANANG,SANNIESHOF,2760,"AGISANANG,SANNIESHOF,2760",P.O.BOX 79,SANNIESHOF,2760,"P.O.BOX 79,SANNIESHOF,2760",0186840023,0765016570,TO BE UPDATED,NO,NONE,2,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,YES,0,FALSE,TRUE,NOT MOVED,TO BE UPDATED,NW,NW,600100014,600100014,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,NW100014,0,TO BE UPDATED,TO BE UPDATED,1403,38,1469,41,1396,41,1323,42,1245,43,1202,43,,,,TRUE,,3,3
442710368,442710368,4,FS,REIKEMISEDITSE I/S,REIKEMISEDITSE I/S,REIKEMISEDITSE I/S,REIKEMISEDITSE I/S,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,ORDINARY SCHOOL,INTERMEDIATE SCHOOL,INTERMEDIATE SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,FREE STATE EDUCATION DEPARTMENT,129215,824109,TO BE UPDATED,3194033,TO BE UPDATED,27.903669,-27.876101,FSED 2007,331,LINDLEY,DC19,THABO MOFUTSANYANE DISTRICT MUNICIPALITY,FS193,NKETOANA LOCAL MUNICIPALITY,41903003,3,41407000,NTHA SP,NOT APPLICABLE,THABO MOFUTSANYANA,28,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,M.A,MABIZELA,913,MALEFANE,STREET,913 MALEFANE STREET,,NTHA,LINDLEY,9630,"913 MALEFANE STREET,NTHA,LINDLEY,9630",P.O.BOX 232,LINDLEY,9630,"P.O.BOX 232,LINDLEY,9630",058-463 0286,0724620354,Urban,Yes,ABCDE,2,N,NOT APPLICABLE,NOT APPLICABLE,,YES,0,FALSE,TRUE,NOT MOVED,TO BE UPDATED,FS,FS,442710368,442710368,YES,TO BE UPDATED,04-Mar-08,NOT MOVED,FS42710368,0,TO BE UPDATED,TO BE UPDATED,578,21,572,23,586,22,534,22,596,20,572,20,,,,TRUE,1,,1
445105165,445105165,4,FS,SELEBALO P/S,SELEBALO P/S,SELEBALO P/S,SELEBALO P/S,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,ORDINARY SCHOOL,PRIMARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),128501,912030,9503,99,TO BE UPDATED,28.808691,-28.607904,FSED 2007,333,WITSIESHOEK,DC19,THABO MOFUTSANYANE DISTRICT MUNICIPALITY,FS194,MALUTI A PHOFUNG LOCAL MUNICIPALITY,41904016,16,41508001,MATSIENG,NOT APPLICABLE,THABO MOFUTSANYANA,19,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,M.A,HLAHENG,,THABANATSOOANA,VILLAGE,THABANATSOOANA VILLAGE,THABANATSOANA VILLAGE,,WITSIESHOEK,9868,"THABANATSOOANA VILLAGE,THABANATSOANA VILLAGE,WITSIESHOEK,9868",P.O.BOX 10582,MOKODUMELA,9868,"P.O.BOX 10582,MOKODUMELA,9868",058-7128301,0736002789,Urban,Yes,ABCDE,1,Y,MALUTI-A-PHOFUNG,RURAL,,YES,0,FALSE,TRUE,NOT MOVED,TO BE UPDATED,FS,FS,445105165,445105165,YES,TO BE UPDATED,04-Mar-08,NOT MOVED,FS45105165,0,TO BE UPDATED,TO BE UPDATED,332,13,411,17,298,11,260,11,248,11,297,9,,,,TRUE,1,,1
440303183,440303183,4,FS,GONYANE P/S,GONYANE P/S,GONYANE P/S,GONYANE P/S,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,ORDINARY SCHOOL,PRIMARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),122508,820711,1350,99,TO BE UPDATED,26.245929,-29.156191,FSED 2007,308,BLOEMFONTEIN,DC17,MOTHEO DISTRICT MUNICIPALITY,FS172,MANGAUNG LOCAL MUNICIPALITY,41702004,4,40504024,PHAHAMENG,NOT APPLICABLE,MOTHEO,12,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,M.A,CHABELI,6593,DR LEBONA,STREET,6593 DR LEBONA STREET,,PHAHAMENG,BLOEMFONTEIN,9315,"6593 DR LEBONA STREET,PHAHAMENG,BLOEMFONTEIN,9315",P.O.BOX 18081,GASEHUNELO,9315,"P.O.BOX 18081,GASEHUNELO,9315",051-432 6534,0732675540,Urban,Yes,ABCDE,3,N,NOT APPLICABLE,NOT APPLICABLE,,YES,0,FALSE,TRUE,NOT MOVED,TO BE UPDATED,FS,FS,440303183,440303183,YES,TO BE UPDATED,04-Mar-08,NOT MOVED,FS40303183,0,TO BE UPDATED,TO BE UPDATED,791,27,821,26,802,24,752,24,841,24,835,27,,,,TRUE,1,1,2
443907267,443907267,4,FS,PHETOGANE S/S,PHETOGANE S/S,PHETOGANE S/S,PHETOGANE S/S,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,ORDINARY SCHOOL,SECONDARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),126220,940006,7447,3173017,PHETOGANE SECONDARY,26.842483,-29.188629,FSED 2007,359,THABA 'NCHU,DC17,MOTHEO DISTRICT MUNICIPALITY,FS172,MANGAUNG LOCAL MUNICIPALITY,41702043,43,40510004,MOKWENA,NOT APPLICABLE,MOTHEO,19,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,M. Z,SEEKOEI,,MOKWENA,VILLAGE,MOKWENA VILLAGE,GARAPULANA,THABA NCHU 20,THABANCHU,9775,"MOKWENA VILLAGE,GARAPULANA,THABA NCHU 20,THABANCHU,9775",P.O.BOX 1228,GARAPULANA,9775,"P.O.BOX 1228,GARAPULANA,9775",051-8741588,0780673651,Urban,Yes,ABCDE,3,N,NOT APPLICABLE,NOT APPLICABLE,,YES,0,FALSE,TRUE,NOT MOVED,TO BE UPDATED,FS,FS,443907267,443907267,YES,TO BE UPDATED,04-Mar-08,NOT MOVED,FS43907267,0,TO BE UPDATED,TO BE UPDATED,820,28,842,27,881,29,901,29,905,31,851,33,,,,TRUE,1,,1
105310240,0105310240,1,WC,GROOTE SCHUUR HS.,GROOTE SCHUUR,GROOTE SCHUUR HS.,GROOTE SCHUUR HS.,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SPECIAL NEEDS EDUCATION SCHOOL,SECONDARY SCHOOL,TO BE UPDATED,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),310240,5453,TO BE UPDATED,1329917,GROOTE SCHUUR HS.,18.471217,-33.974278,WCED,64,WYNBERG,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100059,59,17106099,NEWLANDS,NOT APPLICABLE,METRO CENTRAL,01,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,M. H. W.,EHRENREICH,,PALMYRA,ROAD,PALMYRA ROAD,,NEWLANDS,WYNBERG,7700,"PALMYRA ROAD,NEWLANDS,WYNBERG,7700",POST OFFICE,NUWELAND,7700,"POST OFFICE,NUWELAND,7700",0216742165,0825790107,URBAN,YES,ABCDE,,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,105310240,105310240,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,WC0105310240,0,TO BE UPDATED,TO BE UPDATED,592,30,586,30,555,31,560,29,623,32,683,35,,,,TRUE,12,27,39
500175861,175861,5,KZ,KING BHEKUZULU H,KING BHEKUZULU,KING BHEKUZULU H,KING BHEKUZULU H,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SPECIAL NEEDS EDUCATION SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,KWAZULU NATAL EDUCATION DEPARTMENT,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,5112318,KING BHEKUZULU H,31.647167,-27.925333,NEIMS 2007,129,NONGOMA,DC26,ZULULAND DISTRICT MUNICIPALITY,KZN265,NONGOMA LOCAL MUNICIPALITY,52605009,9,53003001,PURIFICATION WORKS,ZULULAND,VRYHEID,NONGOMA,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,M. F,MBATHA,,NONGOMA MAIN,ROAD,NONGOMA MAIN ROAD,,,NONGOMA,3950,"NONGOMA MAIN ROAD,NONGOMA,3950",PRIVATE BAG X5050,NONGOMA,3950,"PRIVATE BAG X5050,NONGOMA,3950",0358310368,0838310368,RURAL,NO,NONE,,Y,ZULULAND,RURAL,02-Jan-00,,0,FALSE,TRUE,NOT MOVED,TO BE UPDATED,KZ,KZ,500175861,500175861,TO BE UPDATED,TO BE UPDATED,02-Jan-00,NOT MOVED,KZ175861,0,TO BE UPDATED,TO BE UPDATED,871,23,856,25,846,28,822,30,861,31,863,30,,,,TRUE,1,4,5
600104004,104004,6,NW,MAMPHO,MAMPHO,MAMPHO SECONDARY SCHOOL,MAMPHO SECONDARY SCHOOL,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,PRIMARY SCHOOL,SECONDARY SCHOOL,COMPREHENSIVE,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),83348,83348,TO BE UPDATED,9335155,MAMPHO SECONDARY SCHOOL,25.4503,-26.90518,NEIMS 2007,85,SCHWEIZER-RENEKE,DC39,BOPHIRIMA DISTRICT MUNICIPALITY,NW393,MAMUSA LOCAL MUNICIPALITY,63903001,99,TO BE UPDATED,TO BE UPDATED,DR RUTH SEGOMOTSI MOMPATI,TALEDI,MAMUSA,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,M. D,MOTHIBI,,MIGDOL,,MIGDOL,,,SCHEIZER RENEKE,2775,"MIGDOL,SCHEIZER RENEKE,2775",P.O.BOX 86,MIGDOL,2775,"P.O.BOX 86,MIGDOL,2775",0539650908,0539650908,TO BE UPDATED,NO,NONE,1,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,YES,0,FALSE,TRUE,NOT MOVED,TO BE UPDATED,NW,NW,600104004,600104004,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,NW104004,0,TO BE UPDATED,TO BE UPDATED,706,21,652,21,646,22,610,21,605,19,633,17,,,,TRUE,,1,1
133312238,0133312238,1,WC,PIKETBERG HS.,PIKETBERG,PIKETBERG HS.,PIKETBERG HS.,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,COMBINED SCHOOL,COMBINED SCHOOL,TO BE UPDATED,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),312238,5526,TO BE UPDATED,1375513,PIKETBERG HS.,18.750811,-32.907551,WCED,70,PIKETBERG,DC1,WEST COAST DISTRICT MUNICIPALITY,WC013,BERGRIVIER LOCAL MUNICIPALITY,10103003,3,10307000,NONE,NOT APPLICABLE,WEST COAST,02,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,M.,SCHOLTZ,2,VAN DER STEL,STREET,2 VAN DER STEL STREET,,,PIKETBERG,7320,"2 VAN DER STEL STREET,PIKETBERG,7320",P.O.BOX 110,PIKETBERG,7320,"P.O.BOX 110,PIKETBERG,7320",0229131134,0832973822,RURAL,YES,ABCDE,,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,133312238,133312238,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,WC0133312238,0,TO BE UPDATED,TO BE UPDATED,631,32,638,32,661,28,642,33,647,32,670,34,,,,TRUE,65,75,140
440304240,440304240,4,FS,CREDENCE P/S,CREDENCE P/S,CREDENCE P/S,CREDENCE P/S,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,ORDINARY SCHOOL,PRIMARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),123511,840015,4932,99,TO BE UPDATED,26.25513,-29.150025,FSED 2007,308,BLOEMFONTEIN,DC17,MOTHEO DISTRICT MUNICIPALITY,FS172,MANGAUNG LOCAL MUNICIPALITY,41702016,16,40506000,OPKOMS SP,NOT APPLICABLE,MOTHEO,40,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,M.,RIDGARD,42,PIETERSENSINGEL,,42 PIETERSENSINGEL ,,HEIDEDAL,BLOEMFONTEIN,9306,"42 PIETERSENSINGEL,HEIDEDAL,BLOEMFONTEIN,9306",P.O.BOX 21146,HEIDEDAL,9306,"P.O.BOX 21146,HEIDEDAL,9306",051-432 4524,,Urban,Yes,ABCDE,,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,FS,FS,440304240,440304240,YES,TO BE UPDATED,04-Mar-08,NOT MOVED,FS40304240,0,TO BE UPDATED,TO BE UPDATED,1247,39,1203,34,1212,36,1263,37,1251,39,1249,38,,,,TRUE,13,7,20
126310214,0126310214,1,WC,CHARLIE HOFMEYR HS.,CHARLIE,CHARLIE HOFMEYR HS.,CHARLIE HOFMEYR HS.,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SPECIAL NEEDS EDUCATION SCHOOL,SECONDARY SCHOOL,TO BE UPDATED,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),310214,5439,TO BE UPDATED,1318811,CHARLIE HOFMEYR HS.,19.30428,-33.374039,WCED,183,CERES,DC2,CAPE WINELANDS DISTRICT MUNICIPALITY,WC022,WITZENBERG LOCAL MUNICIPALITY,10202003,3,10602000,NONE,NOT APPLICABLE,CAPE WINELANDS,04,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,M.,MICHAU,17,VAN RIEBEECK,STREET,17 VAN RIEBEECK STREET,,CERES,CAPE TOWN,,"17 VAN RIEBEECK STREET,CERES,CAPE TOWN,",P.O.BOX 49,CERES,6835,"P.O.BOX 49,CERES,6835",0233121130,0835571300,RURAL,YES,ABCDE,,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,126310214,126310214,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,WC0126310214,0,TO BE UPDATED,TO BE UPDATED,578,25,565,23,576,24,556,25,583,25,597,25,,,,TRUE,49,62,111
700910822,910822,7,GT,LEBELO PRIMARY SCHOOL,LEBELO PRIMARY SCHOOL,LEBELO,LEBELO,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,ORDINARY SCHOOL,PRIMARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,BOPHUTATSWANA(BOP),903246,903246,TO BE UPDATED,99,NOT APPLICABLE,28.2951949997,-25.3571250002,GDE2010,207,MORETELE,TSH,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,TSH,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79600073,73,67601005,RAMOTSE,NOT APPLICABLE,TSHWANE NORTH,NOT APPLICABLE,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,"M,B",SEPENG,,RAMOTSE,VILLAGE,RAMOTSE VILLAGE,,,HAMMANSKRAAL,0400,"RAMOTSE VILLAGE,HAMMANSKRAAL,0400",P.O.BOX 79,HAMMANSKRAAL,0400,"P.O.BOX 79,HAMMANSKRAAL,0400",0127192010,0723795030,URBAN,YES,ACD,1,N,NOT APPLICABLE,NOT APPLICABLE,,YES,905,FALSE,TRUE,NEWLY CREATED SCHOOL BASED ON 2007 DEMARCATION,TO BE UPDATED,NW,GT,600100822,700910822,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NEWLY CREATED SCHOOL BASED ON 2007 DEMARCATION,NW100822,1,TO BE UPDATED,TO BE UPDATED,1170,3,1206,32,1199,29,1214,32,1188,32,1170,30,,,,TRUE,560,639,1199
909131539,909131539,9,LP,SEKGWENG,SEKGWENG,SEKGWENG,SEKGWENG,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,ORDINARY SCHOOL,INTERMEDIATE SCHOOL,INTERMEDIATE SCHOOL,ORDINARY SCHOOL,TO BE UPDATED,TO BE UPDATED,DEPARTMENT OF EDUCATION AND TRAINING(DET),850358,413678,TO BE UPDATED,99,TO BE UPDATED,26.91326,-24.21316,NEIMS 2007,8,THABAZIMBI,DC36,WATERBERG DISTRICT MUNICIPALITY,LIM361,THABAZIMBI LOCAL MUNICIPALITY,93601001,99,91412004,THABAZIMBI NU,NOT APPLICABLE,WATERBERG,THABAZIMBI,02-Jan-00,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,M T,Maleka,1,ROOIBOKKRAAL PORTION,FARM,1 ROOIBOKKRAAL PORTION FARM,,ROOIBOKKRAAL,THABAZIMBI,0380,"1 ROOIBOKKRAAL PORTION FARM,ROOIBOKKRAAL,THABAZIMBI,0380",P.O.BOX 1129,THABAZIMBI,0380,"P.O.BOX 1129,THABAZIMBI,0380",0833984381,0833984381,RURAL,YES,TO BE UPDATED,1,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,YES,579,FALSE,TRUE,NOT MOVED,TO BE UPDATED,LP,LP,909131539,909131539,TO BE UPDATED,TO BE UPDATED,02-Jan-00,NOT MOVED,LP909131539,0,TO BE UPDATED,TO BE UPDATED,104,5,118,5,112,6,109,8,97,6,81,4,,,,TRUE,43,37,80
930321189,930321189,9,LP,VANDANI,VANDANI,VANDANI,VANDANI,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,ORDINARY SCHOOL,COMBINED SCHOOL,COMBINED SCHOOL,ORDINARY SCHOOL,TO BE UPDATED,TO BE UPDATED,VENDA,840055,410532,TO BE UPDATED,99,TO BE UPDATED,30.4161,-23.09316,NEIMS 2007,105,VUWANI,DC34,VHEMBE DISTRICT MUNICIPALITY,LIM344,MAKHADO LOCAL MUNICIPALITY,93404004,4,90813004,VUWANI NU,NOT APPLICABLE,VHEMBE,VHURONGA 1,02-Jan-00,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,M P,Mukhithi,,TSHIMBUPFE,VILLAGE,TSHIMBUPFE VILLAGE,HA MAKHUVHA VILLAGE,MULIMA,VUWANI,0952,"TSHIMBUPFE VILLAGE,HA MAKHUVHA VILLAGE,MULIMA,VUWANI,0952",PRIVATE BAG X1221,VUWANI,0952,"PRIVATE BAG X1221,VUWANI,0952",0159614025,0828785062,RURAL,YES,TO BE UPDATED,2,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,YES,579,FALSE,TRUE,NOT MOVED,TO BE UPDATED,LP,LP,930321189,930321189,TO BE UPDATED,TO BE UPDATED,02-Jan-00,NOT MOVED,LP930321189,0,TO BE UPDATED,TO BE UPDATED,50,7,62,9,59,3,72,7,52,6,48,5,,,,TRUE,,2,2
