NatEmis,EmisNo,ProvinceCD,Province,Institution_Name,Name,Status,Sector,Type_DoE,Phase_DoE,Specialisation,OwnerLand,OwnerBuildings,ExDept,PaypointNo,ComponentNo,ResponsibilityCode,ExamNo,New_ExamsNo,ExamCentre,GIS_Long,GIS_Lat,GISSource,MagDist_Code,Magisterial_District,DMunCode,DMunName,LMunCode,LMunName,Ward_ID,Ward,SP_Code,SP_Name,EIRegion,EIDistrict,EICircuit,AddrInit,Addressee,Street_No,Street,StreetType,StreetName,Township_Village,Suburb,Town_City,Postal Code,StreetAddress,Box_P_Bag,Post Office,Box_Bag Postal_Code,PostalAddress,Telephone,Facsimile,cellno,Urban_Rural,Section21,Section21_Funct,Quintile,NAS,NodalArea,NAT,RegistrationDate,NoFeeSchool,Allocation,Dinaledi_Schools,Quids_Up_School,GIS_ERROR,Snap_Learners_2007,Educator_Numbers_2007,Snap_Learners_2008,Educator_Numbers_2008,Snap_Learners_2009,Educator_Numbers_2009,Snap_Learners_2010,Educator_Numbers_2010,Snap_Learners_2011,Educator_Numbers_2011,MAIN_SATELITE,MAIN_NATEMIS,MAIN_INSTITUTION,BOARDING SCHOOL,FEMALE BOARDERS,MALE BOARDERS,TOTAL BOARDERS
800004036,800004036,8,MP,ETHOKOMALA SPECIAL SCHOOL,ETHOKOMALA L,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,INTELLECTUAL DISABILITY,PUBLIC,TO BE UPDATED,DEPARTMENT OF EDUCATION AND TRAINING(DET),200041,200041,800004036,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,NEBO,DC30,GERT SIBANDE DISTRICT MUNICIPALITY,MP307,GOVAN MBEKI LOCAL MUNICIPALITY,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,GERT SIBANDE,NOT APPLICABLE,HIGHVELDRIDGE WEST,P.J,LUDIK,1,ZONDAGSKRAAL IS,,1 ZONDAGSKRAAL IS,,ZONDAGSKRAAL 125IS,KINROSS,,"1 ZONDAGSKRAAL IS,ZONDAGSKRAAL 125IS,KINROSS,",PRIVATE BAG X1,KINROSS,"PRIVATE BAG X1,KINROSS,2270","PRIVATE BAG X1,KINROSS,2270",0176871177,0176872142,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,01-Apr-90,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,30,74,,,,FALSE,,,
700330118,330118,7,GT,EUREKASKOOL,EUREKA,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),907002,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,27.9142250004,-26.6695816665,GDE2009,320,VEREENIGING,DC42,SEDIBENG DISTRICT MUNICIPALITY,GT421,EMFULENI LOCAL MUNICIPALITY,74201015,15,70409053,VANDERBIJLPARK SW 5,NOT APPLICABLE,SEDIBENG EAST,TO BE UPDATED,A,LOMBARD,,KWAGGA,STREET,KWAGGA  STREET,,LEEUHOF,VEREENIGING,1929,"KWAGGA STREET,LEEUHOF,VEREENIGING,1929",PRIVATE BAG X 052,GIYANI,"PRIVATE BAG X 052,GIYANI,1930","PRIVATE BAG X 052,GIYANI,1930",0164211064,0164211066,0828265033,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,410,159,,,,FALSE,,,
130447838,0130447838,1,WC,EUREKA JEUGSENTRUM,EUREKA,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,PHYSICAL DISABILITY,PUBLIC,PUBLIC,TO BE UPDATED,447838,40296,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,19.27863027,-33.70694816,WCED,174,WORCESTER,DC3,OVERBERG DISTRICT MUNICIPALITY,WC025,BREEDE VALLEY LOCAL MUNICIPALITY,10205019,19,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,CAPE WINELANDS,CIRCUIT2,MNR,ZEELIE,,GROOT EILAND,CENTRE,GROOT EILAND  CENTRE,,,RAWSONVILLE,,"GROOT EILAND CENTRE,RAWSONVILLE,",PRIVAATSAK X1,RAWSONVILLE,"PRIVAATSAK X1,RAWSONVILLE,6845","PRIVAATSAK X1,RAWSONVILLE,6845",0233491807,0233491970,0829255499,RURAL,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,81,124,,,,FALSE,,,
700341552,341552,7,GT,EZIBELENI SCHOOL FOR PHYSICALLY DISABLED CHILDREN,EZIBELENI,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,PHYSICAL DISABILITY,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),906003,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,28.1478533334,-26.3242450006,GDE2009,321,JOHANNESBURG,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79300052,52,70504002,HEIDELBERG NU,NOT APPLICABLE,EKURHULENI SOUTH,TO BE UPDATED,B .M,TENZA,1,KHUMALO AND HOSPITAL,ROAD,1 KHUMALO AND HOSPITAL  ROAD,,KATLEHONG,GERMISTON,1431,"1 KHUMALO AND HOSPITAL ROAD,KATLEHONG,GERMISTON,1431",P.O. BOX 124237,GIYANI,"P.O. BOX 124237,GIYANI,1452","P.O. BOX 124237,GIYANI,1452",0119093918,0862954677,0848001275,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,150,147,,,,FALSE,,,
700400034,400034,7,GT,FADIMEHANG MENTAL CARE,FADIMEHANG,OPEN,INDEPENDENT,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,SEVERE MENTAL DISABILITY,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,27.8430040716,-26.2269888448,GDE2009,TO BE UPDA,TO BE UPDATED,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79400048,48,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,JOHANNESBURG WEST,TO BE UPDATED,G.N,NTLOKO,11B,SEBIGI,STREET,11B SEBIGI  STREET,,DOBSONVILLE,SOWETO,,"11B SEBIGI STREET,DOBSONVILLE,SOWETO,",P.O.BOX 185,DOBSONVILLE,"P.O.BOX 185,DOBSONVILLE,1865","P.O.BOX 185,DOBSONVILLE,1865",0119888070,0119888074,0824077743,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,50,25,,,,FALSE,,,
443611251,43611251,4,FS,FAKKELSKOOL,FAKKEL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,MILD AND MODERATELY HANDICAPPED,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),130206,196402,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,27.814215,-26.813694,FSED 2007,329,SASOLBURG,DC20,FEZILE DABI DISTRICT MUNICIPALITY,FS204,METSIMAHOLO LOCAL MUNICIPALITY,42004015,15,41909009,SASOLBURG EXT 12,NOT APPLICABLE,FEZILE DABI,14,J.B,VAN DER MERWE,,18 JAN SMUTS,STREET,18 JAN SMUTS  STREET,,,SASOLBURG,1947,"18 JAN SMUTS STREET,SASOLBURG,1947",P.O.BOX  521,SASOLBURG,"P.O.BOX  521,SASOLBURG,9570","P.O.BOX  521,SASOLBURG,9570",0169760470,0169762155,0724547355,URBAN,YES,ABCDE,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,340,27,382,27,373,,387,144,,,,FALSE,,,
107008381,0107008381,1,WC,FAURE SCHOOL OF SKILLS,FAURE,OPEN,TO BE UPDATED,SPECIAL NEEDS EDUCATION CENTRE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,003250,TO BE UPDA,TO BE UPDATED,99,,N/A,18.72357413,-34.02064267,WCED,07,KUILSRIVER,TO BE UPDATED,CAPE WINELANDS DISTRICT MUNICIPALITY,TO BE UPDATED,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100016,16,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,METRO EAST,02,G,ENGELBRECHT,,OU FAURE,WEG,OU FAURE  WEG,,,FAURE,,"OU FAURE WEG,FAURE,",P.O.BOX  731,EERSTERIVIER,"P.O.BOX  731,EERSTERIVIER,7103","P.O.BOX  731,EERSTERIVIER,7103",0219045306,0219045507,0825670746,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,240,22,,,,FALSE,0,0,0
107447854,0107447854,1,WC,FAURE JEUGSORG EN ONDERWYSSENTRUM,FAURE JEUGSORG,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,SPECIAL NEEDS EDUCATION,PUBLIC,PUBLIC,TO BE UPDATED,447854,40295,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,18.72345498,-34.02116976,WCED,64,WYNBERG,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100016,16,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,METRO SOUTH,CIRCUIT4,M.C,HEINE,,OU FAURE,ROAD,OU FAURE  ROAD,,,FAURE,,"OU FAURE ROAD,FAURE,",PRIVAATSAK X2,EERSTERIVIER,"PRIVAATSAK X2,EERSTERIVIER,7103","PRIVAATSAK X2,EERSTERIVIER,7103",0219045306,0219045507,0833576110,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,,55,,,,FALSE,,,
700311746,311746,7,GT,FELICITASSKOOL - SCHOOL,FELICITAS,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),905004,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,28.380238333,-26.2438849997,GDE2009,327,BRAKPAN,EKU,EKHURULENI METROPOLITAN MUNICIPALITY,EKU,EKURHULENI METROPOLITAN MUNICIPALITY,79300075,75,77314001,ALBERTINA,NOT APPLICABLE,GAUTENG EAST,TO BE UPDATED,DA,CHAMBERLAIN,51,MURIEL BRAND,STREET,51 MURIEL BRAND  STREET,,BRENTHURST,BRAKPAN,1541,"51 MURIEL BRAND STREET,BRENTHURST,BRAKPAN,1541",P.O.BOX 566,BRAKPAN,"P.O.BOX 566,BRAKPAN,1540","P.O.BOX 566,BRAKPAN,1540",0118134142,0118173806,0825566791,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,484,193,,,,FALSE,,,
700240689,240689,7,GT,FILADELFIA,FILADELFIA,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,PHYSICAL DISABILITY,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),903003,TO BE UPDA,TO BE UPDATED,240689,8240689,FILADELFIA,28.0900033335,-25.5463516669,GDE2009,205,WONDERBOOM,TSH,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,TSH,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79600036,36,77614011,SOSHANGUVE G,NOT APPLICABLE,TSHWANE WEST,TO BE UPDATED,W.C,VAN DER MERWE,3167,AUBREY MATLALA,DRIVE,3167 AUBREY MATLALA  DRIVE,,SOSHANGUVE,PRETORIA,0152,"3167 AUBREY MATLALA DRIVE,SOSHANGUVE,PRETORIA,0152",PRIVATE BAG X76,SOSHANGUVE,"PRIVATE BAG X76,SOSHANGUVE,0164","PRIVATE BAG X76,SOSHANGUVE,0164",0127931204,0127931358,0829203132,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,501,287,,,,FALSE,,,
102484636,0102484636,1,WC,FILIA SKOOL,FILIA,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,INTELLECTUAL DISABILITY,PUBLIC,TO BE UPDATED,TO BE UPDATED,484636,4150,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,18.56150564,-33.90125199,WCED,64,WYNBERG,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100027,27,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,METRO SOUTH,CIRCUIT6,MEV. D.B,HERBERT,,MILTON 107,ROAD,MILTON 107  ROAD,,VASCO ESTATE,GOODWOOD,,"MILTON 107 ROAD,VASCO ESTATE,GOODWOOD,",POSBUS 12911,N1 CITY,"POSBUS 12911,N1 CITY,7483","POSBUS 12911,N1 CITY,7483",0215921361,0215921369,0847802615,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,179,85,,,,FALSE,,,
800004234,800004234,8,MP,FLAMBOYANT SCHOOL,FLAMBOYANT,OPEN,INDEPENDENT,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,ORDINARY,INDEPENDENT,INDEPENDENT,TRANSVAAL EDUCATION DEPARTMENT(TED),99,701527,800004234,NOT APPLICABLE,,NOT APPLICABLE,31.0263,-25.31822,GEOCODE 2010 GOOGLE EARTH,17,WITRIVIER,DC32,EHLANZENI DISTRICT MUNICIPALITY,MP322,MBOMBELA LOCAL MUNICIPALITY,83202030,30,81407003,NELSPRUIT (NU),EHLANZENI,NOT APPLICABLE,WHITERIVER,W,WAINNES,,,,,,WHITE RIVER,WHITERIVER,1240,"WHITE RIVER,WHITERIVER,1240",P.O.BOX 837,TOM LAWRENCE,"P.O.BOX 837,TOM LAWRENCE,1240","P.O.BOX 837,TOM LAWRENCE,1240",0137513484,0137513484,0836206321,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,01-Jan-96,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,156,100,,,,FALSE,,,
101324795,0101324795,1,WC,FLORIDA VAARDIGHEIDSKOOL,FLORIDA,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,MILD AND MODERATELY HANDICAPPED,PUBLIC,PUBLIC,TO BE UPDATED,324795,864,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,18.55331838,-33.9229471,WCED,64,WYNBERG,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100030,30,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,METRO SOUTH,CIRCUIT3,C.A.,SMITH,,H/V RICHMOND EN TEXEL,ROAD,H/V RICHMOND EN TEXEL  ROAD,,RUYTERWACHT,GOODWOOD,,"H/V RICHMOND EN TEXEL ROAD,RUYTERWACHT,GOODWOOD,",POSBUS 850,EPPING INDUSTRIA,"POSBUS 850,EPPING INDUSTRIA,7475","POSBUS 850,EPPING INDUSTRIA,7475",0215350756,0215350755,0824986700,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,219,70,,,,FALSE,,,
600102368,102368,6,NW,FOLANG SPECIAL,FOLANG ECIAL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,NEW EDUCATION DEPARTMENT,961682,961682,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,25.88004,-26.09219,NEIMS 2007,87,DITSOBOTLA,DC38,CENTRAL DISTRICT MUNICIPALITY,NW384,DITSOBOTLA LOCAL MUNICIPALITY,63804008,8,60908003,ITSOSENG 3,NGAKA MODIRI MOLEMA,LICHTENBURG,TO BE UPDATED,J .M,MOROBE,4257,4257 ZONE,ZONE,4257 4257 ZONE  ZONE,,TSONENG,ITSOSENG,,"4257 4257 ZONE ZONE,TSONENG,ITSOSENG,",P.O.BOX 2479,LICHTENBURG,"P.O.BOX 2479,LICHTENBURG,2745","P.O.BOX 2479,LICHTENBURG,2745",,,0822512380,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,67,14,,,,FALSE,,,
700400348,400348,7,GT,FOOTPRINTS PREPARATORY SCHOOL,FOOTPRINTS,OPEN,INDEPENDENT,SPECIAL NEEDS EDUCATION CENTRE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDA,TO BE UPDATED,99,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,JOHANNESBURG NORTH,TO BE UPDATED,SL,ROWE,24,JAN MARAIS,STREET,24 JAN MARAIS  STREET,,RANDBURG,JOHANNESBURG,,"24 JAN MARAIS STREET,RANDBURG,JOHANNESBURG,",,,2040,Posbus 58,0117910062,,0834577382,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,38,8,,,,FALSE,,,
700130377,130377,7,GT,FOREST TOWN SCHOOL,FOREST TOWN,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,PHYSICAL DISABILITY,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),909002,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,28.0392733337,-26.1715516672,GDE2009,321,JOHANNESBURG,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79400087,87,60319023,RUSTENBURG NU,NOT APPLICABLE,JOHANNESBURG EAST,TO BE UPDATED,L,LOVELL,,NEW FOREST,ROAD,NEW FOREST  ROAD,,FOREST TOWN,JOHANNESBURG,2193,"NEW FOREST ROAD,FOREST TOWN,JOHANNESBURG,2193",PRIVATE BAG X2,PARKVIEW,"PRIVATE BAG X2,PARKVIEW,2122","PRIVATE BAG X2,PARKVIEW,2122",0116460131,0116460134,,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,307,160,,,,FALSE,,,
700120238,120238,7,GT,FRANCES VORWERGSKOOL,FRANCES,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,PHYSICAL DISABILITY,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),911004,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,28.0340199999,-26.2603900002,GDE2009,321,JOHANNESBURG,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79400056,56,77426034,PIMVILLE,NOT APPLICABLE,JOHANNESBURG SOUTH,TO BE UPDATED,LJJ,VAN WYK,370,RIFLE RANGE,ROAD,370 RIFLE RANGE  ROAD,,HADDON,JOHANNESBURG,2190,"370 RIFLE RANGE ROAD,HADDON,JOHANNESBURG,2190",P.O.BOX 82239,SOUTHDALE,"P.O.BOX 82239,SOUTHDALE,2135","P.O.BOX 82239,SOUTHDALE,2135",0116833390,0865148330,0824504842,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,358,176,,,,FALSE,,,
500145632,145632,5,KZ,FULTON SCHOOL FOR THE DEAF,FULTON,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,HEARING IMPAIRMENT,PUBLIC,PUBLIC,TO BE UPDATED,99,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,5412106,NOT APPLICABLE,30.7856,-29.79773,NEIMS 2007,136,PINETOWN,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,59200010,10,TO BE UPDATED,TO BE UPDATED,ETHEKWINI,PINETOWN,UMHLATHUZE,B .W,CAMPELL,8,ROOSEVELT,ROAD,8 ROOSEVELT ROAD,,GILLITS,PINETOWN,3603,"8 ROOSEVELT ROAD,GILLITS,PINETOWN,3603",PRIVATE BAG X9002,GILLITS,"PRIVATE BAG X9002,GILLITS,3603","PRIVATE BAG X9002,GILLITS,3603",0317671304,0317671677,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,102,52,,,,FALSE,,,
930351647,930351647,9,LP,FULUFHELO SCHOOL,FULUFHELO,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,MILD TO MODERATELY HANDICAPPED AND SEVERELY MENTALLY HANDICAPPED ,PUBLIC,PUBLIC,VENDA,99,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,30.48367,-22.97358,NEIMS 2007,107,THOHOYANDOU,DC34,VHEMBE DISTRICT MUNICIPALITY,LIM343,THULAMELA LOCAL MUNICIPALITY,93403025,25,90719000,NONE,NOT APPLICABLE,VHEMBE,MVUDI,T.A,SIAGA,,,ROAD,ROAD,,,THOHOYANDOU,0950,"ROAD,THOHOYANDOU,0950",P.O.BOX113,,"P.O.BOX113,,0970","P.O.BOX113,,0970",0159624732,0159624037,0832695498,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,30,,,,,980,190,,,,FALSE,,,
700400309,400309,7,GT,FUNDA UJABULE SCHOOL INSTITUTE FOR CHILDHOOD EDUCATION,FUNDA UJABULE,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDA,TO BE UPDATED,99,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,JOHANNESBURG CENTRAL,TO BE UPDATED,MR,MABOYA,01,CNR MOROLA & MNTANGAI R,LOCATION,01 CNR MOROLA & MNTANGAI R  LOCATION,,SOWETO,JOHANNESBURG,1809,"01 CNR MOROLA & MNTANGAI R LOCATION,SOWETO,JOHANNESBURG,1809",,,1809,Posbus 55,0115595011,,0714680184,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,168,5,,,,FALSE,,,
200200189,200189,2,EC,FUNDISA SPECIAL SCHOOL,FUNDISA ECIAL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,PHYSICAL DISABILITY,PUBLIC,TO BE UPDATED,CISKEI,011420,011420,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,27.4142,-32.90295,NEIMS 2007,156,KING WILLIAM'S TOWN,DC12,AMATOLE DISTRICT MUNICIPALITY,EC125,BUFFALO CITY LOCAL MUNICIPALITY,21205038,38,21454000,NONE,NOT APPLICABLE,KING WILLIAMS TOWN,8B,M.N,KIVIET,6,6 ZONE,ZONE,6 6 ZONE  ZONE,,GOVERNMENT BUILDING,ZWELITSHA,5608,"6 6 ZONE ZONE,GOVERNMENT BUILDING,ZWELITSHA,5608",P.O.BOX 1052,KING WILLIAMS TOWN,"P.O.BOX 1052,KING WILLIAMS TOWN,5608","P.O.BOX 1052,KING WILLIAMS TOWN,5608",,,0833513854,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,185,49,,,,FALSE,,,
