NatEmis,EmisNo,ProvinceCD,Province,Institution,Name,DoE_Status,Sector,Type_DoE,Type_DoE_2,Phase_DoE,Specialisation,OwnerLand,OwnerBuild,ExDept,PaypointNo,ComponentNo,Responsibility,ExamNo,ExamCentre,GIS_Long,GIS_Lat,GISSource,GIS_InCorrect,MagDist_Code,Magisterial_District,DMunCode,DMunName,LMunCode,LMunName,Ward_ID,Ward,SP_Code,SP_Name,EIRegion,EIDistrict,EICircuit,AddrInit,Addressee,Street_No,Street,StreetType,StreetName,Township_Village,Suburb,Town_City,Postal_Code,StreetAddress,Box_P_Bag,Post_Office,Box_Bag_Postal_Code,PostalAddress,Telephone,cellno,Urban_Rural,Section21,Section21_Function,Quintile,NAS,NodalArea,NAT,Registration_Date,NoFeeSchool,Allocation,Dinaledi_Schools,Quids_Up_School,MLComment1,MLComment2,Demarcation_From,Demarcation_To,OldNATEMIS,NewNATEMIS,Verified_by_PEDs,Verfication_Comment,Verification_Date,DEM_Comment,NEIMSEMISN,DEM_CHKS,DEMCOM,GIS_ERROR,Snap_Learners_2007,Educator_Numbers_2007,Snap_Learners_2008,Educator_Numbers_2008,Snap_Learners_2009,Educator_Numbers_2009,Snap_Learners_2010,Educator_Numbers_2010,GradeR_Lrns_2010,Snap_Learners_2011,Educator_Numbers_2011,GradeR_Lrns_2011,Snap_Learners_2012,Educator_Numbers_2012,GradeR_Lrns_2012,MAIN_SATELITE,MAIN_NATEMIS,MAIN_INSTITUTION,BOARDING SCHOOL,FEMALE BOARDERS,MALE BOARDERS,TOTAL BOARDERS,ECD_SOCIALDEVELOPMEN_NO
700152835,152835,7,GT,NOKUTHULA SCHOOL,NOKUTHULA SCHOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,SEVERE MENTAL DISABILITY,PUBLIC,PUBLIC,NEW EDUCATION DEPARTMENT,909007,909007,TO BE UPDATED,99,NOT APPLICABLE,28.0842792097,-26.1156448364,GDE2010,99,TO BE UPDA,TO BE UPDATED,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79400091,91,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,JOHANNESBURG EAST,NOT APPLICABLE,JM,MAHAKOE,33,ARKWRIGHT,AVENUE,33 ARKWRIGHT AVENUE,,WYNBERG,,2090,"33 ARKWRIGHT AVENUE,WYNBERG,2090",P.O.BOX 662,BRAMLEY,2018,"P.O.BOX 662,BRAMLEY,2018",0114446443,0825525048,URBAN,NO,NONE,,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,GT,GT,700152835,700152835,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,276,25,,,,,,,,FALSE,,,,
200501451,501451,2,EC,NOLITHA SPECIAL SCHOOL,NOLITHA,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,INTELLECTUAL DISABILITY,PUBLIC,TO BE UPDATED,TO BE UPDATED,174290,174290,TO BE UPDATED,99,NOT APPLICABLE,29.42595,-30.72372,ECED2007,99,148,MASIXEBENI/MT.AYLIFF,DC44,ALFRED NZO DISTRICT MUNICIPALITY,EC442,UMZIMVUBU LOCAL MUNICIPALITY,24402003,3,23822000,NONE,NOT APPLICABLE,MT FRERE,MKEMANE,MRS.I,NJENJANE,,MSUKENI,TRIBAL AUTHORITY,MSUKENI TRIBAL AUTHORITY,,MOUNT AYLIFF,,,",MSUKENI A/A,MOUNT AYLIFF,4700",P.O.BOX 469,KOKSTAD,4700,"P.O.BOX 469,KOKSTAD,4700",0392548971,0827526396,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,,Y,ALFRED NZO,RURAL,01/01/1992,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,EC,EC,200501451,200501451,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,EC501451,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,255,16,,,,,,,,FALSE,,,,
106000108,0106000108,1,WC,NOLUTHANDO SCH. FOR THE DEAF,NOLUTHANDO,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,HEARING IMPAIRMENT,PRIVATE,TO BE UPDATED,TO BE UPDATED,000108,7111,TO BE UPDATED,99,NOT APPLICABLE,18.67588798,-34.02427894,WCED,99,64,WYNBERG,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100093,93,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,METRO EAST,04,T,MAVUKA,,LANSDOWNE,EXTENSION,LANSDOWNE EXTENSION,KHAYELITSHAGREENPOINT,KHAYELITSHA,CAPE TOWN,,"LANSDOWNE EXTENSION,KHAYELITSHAGREENPOINT,KHAYELITSHA ,CAPE TOWN ,",P.O.BOX 1856,KHAYELITSHA,7784,"P.O.BOX 1856,KHAYELITSHA,7784",0213611160,0736628071,URBAN,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,106000108,106000108,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,WC0106000108,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,340,38,,,,,,,,FALSE,,,,
200501355,501355,2,EC,NOMPUMALANGA SPECIAL SCHOOL,NOMPUMALANGA,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,TRANSKEI,014251,014251,TO BE UPDATED,99,NOT APPLICABLE,29.79458,-30.84763,NEIMS 2007,99,38,BIZANA,DC15,OLIVER TAMBO DISTRICT MUNICIPALITY,EC151,MBIZANA LOCAL MUNICIPALITY,21501007,7,23012029,NOMLACU,NOT APPLICABLE,MBIZANA,Bizana Village,MRS. N,MTOLO,,NOMLACU,AREA,NOMLACU AREA,ESIKHUMBENI A/A,,BIZANA,4800,"ESIKHUMBENI A/A,NOMLACU LOCATION,BIZANA,",P.O.BOX 135,BIZANA,4800,"P.O.BOX 135,BIZANA,4800",0392514589,0832064372,URBAN,NOT APPLICABLE,NOT APPLICABLE,,Y,O.R.TAMBO,RURAL,01/01/1988,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,EC,EC,200501355,200501355,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,EC501355,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,239,17,,,,,,,,FALSE,,,,
103000129,0103000129,1,WC,NOMPUMELELO SKOOL,NOMPUMELELO,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,TRAINING CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,TO BE UPDATED,000129,7110,TO BE UPDATED,99,NOT APPLICABLE,18.56787496,-33.97947551,WCED,99,64,WYNBERG,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100045,45,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,METRO CENTRAL,05,N.,MXUBE,522,NY/NY,,522 NY/NY,GUGULETHU,GUGULETU,CAPE TOWN,,"522 NY/NY,GUGULETHU,GUGULETU,CAPE TOWN,",P.O.BOX 507,GATESVILLE,7766,"P.O.BOX 507,GATESVILLE,7766",0216378062,0823777911,URBAN,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,103000129,103000129,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,WC0103000129,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,312,21,,,,,,,,FALSE,,,,
700161075,161075,7,GT,NORMANHUISSKOOL,NORMANHUISSKOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,INDUSTRIAL: CHILD WELFARE,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),917162,917162,TO BE UPDATED,99,NOT APPLICABLE,28.1483649995,-26.1463450001,GDE2010,99,269,RANDBURG,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79300019,19,77312017,MARAIS STEYN PARK,NOT APPLICABLE,EKURHULENI NORTH,NOT APPLICABLE,PJ,BRIEL,7,FIRST,AVENUE,7 FIRST AVENUE,,FOURTH STREET,EDENVALE,,"7 FIRST AVENUE,FOURTH STREET,EDENVALE,",P.O.BOX 784,EDENVALE,1610,"P.O.BOX 784,EDENVALE,1610",0114530884,0825625970,URBAN,NO,NONE,,N,NOT APPLICABLE,NOT APPLICABLE,19/03/1999,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,GT,GT,700161075,700161075,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,GP161075,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,84,11,,,,,,,,FALSE,,,,
600102380,102380,6,NW,NORTH WEST SECONDARY,NORTH WEST,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,DEAF,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),89051,89051,TO BE UPDATED,9205083,NOT APPLICABLE,26.23753,-27.23156,NEIMS 2007,99,195,WOLMARANSSTAD,DC40,SOUTHERN DISTRICT MUNICIPALITY,NW404,MAQUASSI HILLS LOCAL MUNICIPALITY,64004006,6,62006001,WOLMARANSSTAD NU,DR RUTH SEGOMOTSI MOMPATI,MAQUASSI HILLS,MAQUASSIHILLS,M.M,PILLAY,,,,,,,,2640,2640,PRIVATE BAG X02,LEEUDORINGSTAD,2640,"PRIVATE BAG X02,LEEUDORINGSTAD,2640",,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,NW,NW,600102380,600102380,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,NW102380,0,TO BE UPDATED,TO BE UPDATED,,,73,9,,,,,,68,9,,,,,,,,FALSE,,,,
200100893,100893,2,EC,NORTHERN LIGHTS SCHOOL,NORTHERN,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,PHYSICAL DISABILITY,PUBLIC,TO BE UPDATED,TO BE UPDATED,184302,184302,TO BE UPDATED,4223058,NORTHERN LIGHTS (22),25.54813,-33.94453,NEIMS 2007,99,51,PORT ELIZABETH,NMA,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,NMA,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,29500012,12,27516010,COTSWOLD,NOT APPLICABLE,PORT ELIZABETH,CIRCUIT 9,T,ROMAN,,STOW,STREET,STOW STREET,,COTSWORLD,PORT ELIZABETH,6001,"STOWSTREET,COTSWOLD,PORT ELIZABETH,",POST OFFICE,PORT ELIZABETH,6001,"POST OFFICE,PORT ELIZABETH,6001",0413651644,0828231761,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1964,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,EC,EC,200100893,200100893,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,EC100893,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,166,20,,,,,,,,FALSE,,,,
994402302,,9,LP,NTHABISENG,NTHABISENG,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,SPECIAL NEEDS,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,414092,414092,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,99,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,MOPANI,NAMAKGALE,THE,MANAGER,,,,,,,,1391,,P.O.BOX 9126,,,"P.O.BOX 9126,",0157693123,0780652816,TO BE UPDATED,NO,TO BE UPDATED,,N,TO BE UPDATED,TO BE UPDATED,,,99,FALSE,FALSE,,,,,,,TO BE UPDATED,,,,,,,TO BE UPDATED,,,,,,,,,,100,6,,,,,,,,FALSE,,,,
130334626,0130334626,1,WC,NUWE HOOP-SENTRUM,NUWE HOOP-SENTRUM,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,HEARING IMPAIRMENT,PUBLIC,PUBLIC,TO BE UPDATED,334626,927,TO BE UPDATED,99,NOT APPLICABLE,19.45384548,-33.63357043,WCED,99,174,WORCESTER,DC3,OVERBERG DISTRICT MUNICIPALITY,WC025,BREEDE VALLEY LOCAL MUNICIPALITY,10205019,19,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,CAPE WINELANDS,07,T,ERASMUS,,LEIPOLD,AVENUE,LEIPOLD AVENUE,,,WORCESTER,6850,"LEIPOLD AVENUE,WORCESTER ,6850",PRIVATE BAG X3047,WORCESTER,6850,"PRIVATE BAG X3047,WORCESTER,6850",0233482200,,RURAL,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,130334626,130334626,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,WC0130334626,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,432,54,,,,,,,,FALSE,,,,
700210948,210948,7,GT,NUWE HOOPSKOOL,NUWE HOOPSKOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,CEREBRAL PALSIED,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),904003,904003,TO BE UPDATED,8210948,NUWE HOOPSKOOL,28.2672383338,-25.7787966668,GDE2010,99,204,PRETORIA,TSH,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,TSH,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79600042,42,77612102,PRETORIA UNIVERSITY SPORTS GROUNDS,NOT APPLICABLE,TSHWANE SOUTH,NOT APPLICABLE,DGF,HARMSE,,CECILIA,ROAD,CECILIA ROAD,,ASHLEA GARDENS,PRETORIA,,"CECILIA ROAD,ASHLEA GARDENS,PRETORIA,",PRIVATE BAG X3608,MENLOPARK,0081,"PRIVATE BAG X3608,MENLOPARK,0081",0124602234,0798836612,RURAL,NO,NONE,,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,GT,GT,700210948,700210948,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,408,49,,,,,,,,FALSE,,,,
105308363,0105308363,1,WC,OAKLEY HOUSE SCHOOL,OAKLEY HOUSE,OPEN,INDEPENDENT,SPECIAL NEEDS EDUCATION CENTRE,TO BE UPDATED,SPECIAL NEEDS EDUCATION SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,18.468095,-34.018885,WCED,99,99,WYNBERG,TO BE UPDATED,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,UNKNOWN,NOT APPLICABLE,METRO SOUTH,02,L,GOULD,,MYBURGH,ROAD,MYBURGH ROAD,,,UNKNOWN,,"MYBURGH ROAD,UNKNOWN,99",,,,,0217627204,0837999889,URBAN,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,FALSE,,,,,,,TO BE UPDATED,,,,,,,TO BE UPDATED,,,,,,,142,20,,171,23,,167,21,,,,,FALSE,,,,
101324639,0101324639,1,WC,OASIS SKOOL,OASIS,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,TRAINING CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,INTELLECTUAL DISABILITY,PUBLIC,TO BE UPDATED,TO BE UPDATED,324639,968,TO BE UPDATED,99,NOT APPLICABLE,18.63662898,-33.94092791,WCED,99,64,WYNBERG,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100012,12,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,METRO NORTH,01,J.N.,HENKEMAN,,CARMEN,CLOSE,CARMEN CLOSE,BELHAR,BELHAR,CAPE TOWN,,"CARMEN CLOSE,BELHAR,BELHAR,CAPE TOWN,",P.O.BOX 10091,BELHAR,7493,"P.O.BOX 10091,BELHAR,7493",0219522100,0829598682,URBAN,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,101324639,101324639,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,WC0101324639,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,258,20,,,,,,,,FALSE,,,,
600102392,102392,6,NW,OBED MORE SPECIAL,OBED MORE ECIAL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,NEW EDUCATION DEPARTMENT,960548,960548,TO BE UPDATED,99,NOT APPLICABLE,27.79099,-25.31686,NEIMS 2007,99,206,ODI I,DC37,BOJANALA DISTRICT MUNICIPALITY,NW372,MADIBENG LOCAL MUNICIPALITY,63702002,2,TO BE UPDATED,TO BE UPDATED,BOJANALA,BRITS,MABOPANE,H.M,TLHOAELE,2507,MALATENG,SECTION,2507 MALATENG SECTION,,,JERICHO,,"2507 MALATENG SECTION,JERICHO,",P.O.BOX 363,JERICHO,0189,"P.O.BOX 363,JERICHO,0189",,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,NW,NW,600102392,600102392,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,NW102392,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,123,7,,,,,,,,FALSE,,,,
500242498,242498,5,KZ,OCEAN VIEW P (BLUFF),OCEAN VIEW,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,SEVERE BEHAVIOUR PROBLEMS,PUBLIC,PUBLIC,HOUSE OF REPRESENTATIVES(HOR),TO BE UPDATED,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,30.99705,-29.948567,NEIMS 2007,99,34,DURBAN,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,59200067,67,57218105,TREASURE BEACH,ETHEKWINI,UMLAZI,DURBAN CENTRAL,M.B,GILLMORE,850,MARINE,DRIVE,850 MARINE DRIVE,,BRIGHTON BEACH,DURBAN,4052,"850 MARINE DRIVE,BRIGHTON BEACH,DURBAN,4052",PRIVATE BAG X03,BLUFF,4052,"PRIVATE BAG X03,BLUFF,4052",0314611972,0314611972,URBAN,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,KZ,KZ,500242498,500242498,TO BE UPDATED,TO BE UPDATED,01/01/1900,NOT MOVED,KZ242498,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,,,,21,7,,,,,FALSE,,,,
104314706,0104314706,1,WC,OCEAN VIEW SKOOL,OCEAN VIEW,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,TRAINING CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,TO BE UPDATED,314706,969,TO BE UPDATED,99,NOT APPLICABLE,18.34952873,-34.14577029,WCED,99,65,SIMONSTAD,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100061,61,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,METRO SOUTH,01,F.,WILLIAMS,,DRACO   AND CASTOR,WAY,DRACO   AND CASTOR WAY,OCEANVIEW,OCEAN VIEW,CAPE TOWN,,"DRACO   AND CASTOR WAY,OCEANVIEW,OCEAN VIEW,CAPE TOWN,",P.O.BOX 3847,FISH HOEK,7975,"P.O.BOX 3847,FISH HOEK,7975",0217832381,0796221757,URBAN,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,104314706,104314706,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,WC0104314706,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,109,8,,,,,,,,FALSE,,,,
700350397,350397,7,GT,OLYMPIA PARKSKOOL,OLYMPIA PARKSKOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,MILD MENTAL DISABILITY,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),916005,916005,TO BE UPDATED,8350397,NOT APPLICABLE,28.4334883338,-26.2479733336,GDE2010,99,270,KEMPTON PARK,EKU,EKHURULENI METROPOLITAN MUNICIPALITY,EKU,EKURHULENI METROPOLITAN MUNICIPALITY,79300075,75,77323002,BARKERTON EXT 4,NOT APPLICABLE,GAUTENG EAST,NOT APPLICABLE,FP,GILDENHUYS,,CORNER FIRST AVE & PLANTATION,ROAD,CORNER FIRST AVE & PLANTATION ROAD,,GEDULD,SPRINGS,1560,"CORNER FIRST AVE & PLANTATION ROAD,GEDULD,SPRINGS,1560",P.O.BOX 51,SPRINGS,1560,"P.O.BOX 51,SPRINGS,1560",0118113895,0782261700,URBAN,NO,NONE,,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,GT,GT,700350397,700350397,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,GP350397,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,570,34,,,,,,,,FALSE,,,,
118447846,0118447846,1,WC,OLYMPIA SKOOL,OLYMPIA,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SCHOOL OF SKILL,SCHOOL OF SKILLS,MILD AND MODERATELY HANDICAPPED,PUBLIC,PUBLIC,TO BE UPDATED,447846,40289,TO BE UPDATED,99,NOT APPLICABLE,22.46528467,-34.03474522,WCED,99,55,GEORGE,DC4,EDEN DISTRICT MUNICIPALITY,WC048,KNYSNA LOCAL MUNICIPALITY,10404016,16,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,EDEN AND CENTRAL KAROO,02,P.A.,MAREE,,OLYMPIC,AVENUE,OLYMPIC AVENUE,,DELLVILLE PARK,PACALTSDORP,,"OLYMPIC AVENUE,DELLVILLE PARK,PACALTSDORP,",PRIVATE BAG X7004,PACALTSDORP,6534,"PRIVATE BAG X7004,PACALTSDORP,6534",0448780357,0845881388,RURAL,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,118447846,118447846,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,WC0118447846,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,432,26,,,,,,,,FALSE,,,,
600102393,102393,6,NW,OOM PAULSKOOL,OOM PAUL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,MILD AND MODERATELY HANDICAPPED,PUBLIC,PUBLIC,BOPHUTATSWANA(BOP),89135,89135,TO BE UPDATED,99,NOT APPLICABLE,27.25296,-25.6754,NEIMS 2007,99,201,RUSTENBURG,DC37,BOJANALA DISTRICT MUNICIPALITY,NW373,RUSTENBURG LOCAL MUNICIPALITY,63703014,14,60315019,RUSTENBURG CENTRAL,BOJANALA,RUSTENBURG,RUSTENBURG,V.A,VAN OUDTSHOORN,42,LUCAS,STREET,42 LUCAS STREET,,,RUSTENBURG,0300,"42 LUCAS STREET,RUSTENBURG,0300",PRIVATE BAG X71041,RUSTENBURG,0300,"PRIVATE BAG X71041,RUSTENBURG,0300",0145922003,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,NW,NW,600102393,600102393,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,NW102393,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,388,29,,,,,,,,FALSE,,,,
500244089,244089,5,KZ,OPEN AIR,OPEN AIR,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,PHYSICAL DISABILITY,PUBLIC,TO BE UPDATED,HOUSE OF ASSEMBLY(HOA),70083,72002,TO BE UPDATED,5411124,OPEN AIR HIGH SCHOOL,30.99484,-29.86732,NEIMS 2007,99,34,DURBAN,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,59200033,33,57218048,GLENWOOD,ETHEKWINI,UMLAZI,CHATSWORTH,MRS.F.A,HARTLEY,241,FRERE,ROAD,241 FRERE ROAD,,,DURBAN,4007,"241 FRERE ROAD,DURBAN,4007",PRIVATE BAG X05,BEREA,4001,"PRIVATE BAG X05,BEREA,4001",0312051277,0825411135,URBAN,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,KZ,KZ,500244089,500244089,TO BE UPDATED,TO BE UPDATED,01/01/1900,NOT MOVED,KZ244089,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,266,31,,,,,,,,FALSE,,,,
