NatEmis,EmisNo,ProvinceCD,Province,Institution_Name,Name,Status,Sector,Type_DoE,Phase_DoE,Specialisation,OwnerLand,OwnerBuildings,ExDept,PaypointNo,ComponentNo,ResponsibilityCode,ExamNo,New_ExamsNo,ExamCentre,GIS_Long,GIS_Lat,GISSource,MagDist_Code,Magisterial_District,DMunCode,DMunName,LMunCode,LMunName,Ward_ID,Ward,SP_Code,SP_Name,EIRegion,EIDistrict,EICircuit,AddrInit,Addressee,Street_No,Street,StreetType,StreetName,Township_Village,Suburb,Town_City,Postal Code,StreetAddress,Box_P_Bag,Post Office,Box_Bag Postal_Code,PostalAddress,Telephone,Facsimile,cellno,Urban_Rural,Section21,Section21_Funct,Quintile,NAS,NodalArea,NAT,NoFeeSchool,Allocation,Dinaledi_Schools,Quids_Up_School,GIS_ERROR,Snap_Learners_2007,Educator_Numbers_2007,Snap_Learners_2008,Educator_Numbers_2008,Snap_Learners_2009,Educator_Numbers_2009,Snap_Learners_2010,Educator_Numbers_2010,Snap_Learners_2011,Educator_Numbers_2011,MAIN_SATELITE,MAIN_NATEMIS,MAIN_INSTITUTION,BOARDING SCHOOL,FEMALE BOARDERS,MALE BOARDERS,TOTAL BOARDERS
700270082,270082,7,GT,GOUDWESSKOOL,GOUDWES,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,MILD MENTAL DISABILITY,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),902002,TO BE UPDA,99,NOT APPLICABLE,,NOT APPLICABLE,27.3796168652,-26.3602256753,GDE2009,266,OBERHOLZER,DC40,SOUTHERN DISTRICT MUNICIPALITY,NW405,MERAFONG CITY LOCAL MUNICIPALITY,74804017,17,70205029,WEST PORGES,NOT APPLICABLE,GAUTENG WEST,NOTAPPLICABLE,MR .J,ROBERTSE,16,"PAPENI ,CARLTON VILLE",STREET,"16 PAPENI ,CARLTON VILLE STREET",EXTENTION 8,,CARLTONVILLE,2500,"16 PAPENI ,CARLTON VILLE STREET,EXTENTION 8,,CARLTONVILLE,2500",PRIVATE BAG X2037,CARLETONVILLE,2500,"PRIVATE BAG X2037,CARLETONVILLE,2500",0187886669,0187884111,0829298075,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,325,26,,,,FALSE,,,
922223367,922223367,9,LP,GRACE AND HOPE CENTRE,GRACE,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,MILD TO MODERATELY HANDICAPPED AND SEVERELY MENTALLY HANDICAPPED,PUBLIC,PUBLIC,TO BE UPDATED,890010,2350,99,NOT APPLICABLE,,NOT APPLICABLE,29.39372,-23.85947,NEIMS 2007,101,SESHEGO,DC35,CAPRICORN DISTRICT MUNICIPALITY,LIM354,POLOKWANE LOCAL MUNICIPALITY,93504013,13,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,CAPRICORN,PIETERSBURG,M.K,MONYAMANE,8296,,ZONE,8296  ZONE,,,SESHEGO,0742,"8296  ZONE,,,SESHEGO,0742",P.O.BOX 103,SESHEGO,0742,"P.O.BOX 103,SESHEGO,0742",0152231086,0152231086,0832683655,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,FALSE,FALSE,TO BE UPDATED,,,,,,,,,475,41,,,,FALSE,,,
993305501,993305501,9,LP,GRACE AND LOVE,GRACE,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,TO BE UPDATED,99,TO BE UPDA,99,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC34,VHEMBE DISTRICT MUNICIPALITY,LIM343,THULAMELA LOCAL MUNICIPALITY,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,VHEMBE,MUTSHINDUDI,THE,MANAGER,,,,,,,,,",,,,",P.O.BOX 535,VHUFULI,0971,"P.O.BOX 535,VHUFULI,0971",0159636450,0159636450,0822187521,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,FALSE,FALSE,TO BE UPDATED,,8,,,,,,,140,12,,,,FALSE,,,
200101027,101027,2,EC,GRAHAMSTOWN AMASANGO CAREER SCHOOL,GRAHAMSTOWN,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,SPECIAL NEEDS EDUCATION,PUBLIC,TO BE UPDATED,TO BE UPDATED,094241,094241,99,NOT APPLICABLE,,NOT APPLICABLE,26.5341,-33.3745,NEIMS 2007,162,ALBANY,DC10,CACADU DISTRICT MUNICIPALITY,EC104,MAKANA LOCAL MUNICIPALITY,21004001,0,20403000,NONE,NOT APPLICABLE,GRAHAMSTOWN,CIRCUIT2,M.J,BRADSHAW,,STATION YARD OF VICTORIA,ROAD,STATION YARD OF VICTORIA ROAD,,TANTJI,GRAHAMSTOWN,6139,"STATION YARD OF VICTORIA ROAD,,TANTJI,GRAHAMSTOWN,6139",POST OFFICE 6139,GRAHAMSTOWN,6139,"POST OFFICE 6139,GRAHAMSTOWN,6139",0466225280,0466225280,0835429555,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,368,18,,,,FALSE,,,
700400161,400161,7,GT,GRAIGLANDS REMEDIAL SCHOOL,GRAIGLANDS,OPEN,INDEPENDENT,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,LEARNING DISABILITY,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,TO BE UPDA,99,NOT APPLICABLE,,NOT APPLICABLE,28.02441,-26.12174,GEOCODE 2010 GOOGLE EARTH,TO BE UPDA,TO BE UPDATED,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79400090,90,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,JOHANNESBURG EAST,NOTAPPLICABLE,I.L,TURNER,20,GROSVENOR,AVENUE,20 GROSVENOR AVENUE,,,JOHANNESBURG,2024,"20 GROSVENOR AVENUE,,,JOHANNESBURG,2024",P.O.BOX 411386,CRAIGHALL,2024,"P.O.BOX 411386,CRAIGHALL,2024",0113254802,0113254802,0823336628,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,74,7,,,,FALSE,,,
700150540,150540,7,GT,GRESSWOLD SENIOR SCHOOL,GRESSWOLD,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,MILD AND MODERATELY HANDICAPPED,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),909003,TO BE UPDA,99,NOT APPLICABLE,,NOT APPLICABLE,28.0887433336,-26.1344100002,GDE2009,321,JOHANNESBURG,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79400074,74,60307000,NONE,NOT APPLICABLE,JOHANNESBURG EAST,NOTAPPLICABLE,P.J.N,BOETE,22,HATHAWAY,ROAD,22 HATHAWAY ROAD,GRESSWOLD,HIGHLANDS NORTH,JOHANNESBURG,,"22 HATHAWAY ROAD,GRESSWOLD,HIGHLANDS NORTH,JOHANNESBURG,",P.O.BOX 64253,GRESSWOLD,2037,"P.O.BOX 64253,GRESSWOLD,2037",0117868123,0118853214,TO BE UPDATED,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,621,49,,,,FALSE,,,
103305600,0103305600,1,WC,GROOTE SCHUUR HOSPITAAL SKOOL,GROOTE SCHUUR,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,HOSPITAL SCHOOL,PUBLIC,TO BE UPDATED,TO BE UPDATED,305600,5909,99,NOT APPLICABLE,,NOT APPLICABLE,18.46306898,-33.94077099,WCED,65,SIMONSTAD,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100057,57,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,METRO SOUTH,CIRCUIT6,J,STRYDOM,,GROOTESCHUUR HOSPITAL,WARD,GROOTESCHUUR HOSPITAL WARD,,GROOTE SCHUUR HOSP,OBSERVATORY,7925,"GROOTESCHUUR HOSPITAL WARD,,GROOTE SCHUUR HOSP,OBSERVATORY,7925",POST OFFICE 7925,OBSERVATORY,7925,"POST OFFICE 7925,OBSERVATORY,7925",0214045012,0219454725,0832709379,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,,2,,,,FALSE,,,
700151779,151779,7,GT,H. MOROSS ADOLESCENT SCHOOL,H. MOROSS,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,OTHER,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),909004,TO BE UPDA,99,NOT APPLICABLE,,NOT APPLICABLE,28.0376908389,-26.107578289,GDE2009,269,RANDBURG,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79400090,90,77424032,HYDE PARK,NOT APPLICABLE,JOHANNESBURG EAST,NOTAPPLICABLE,M. D.E,KLERK,50,SAXON,ROAD,50 SAXON ROAD,,HURLINGHAM,JOHANNESBURG,,"50 SAXON ROAD,,HURLINGHAM,JOHANNESBURG,",PRIVATE BAG X7,RANDBURG,2125,"PRIVATE BAG X7,RANDBURG,2125",0115353146,0115353026,TO BE UPDATED,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,17,2,,,,FALSE,,,
200100293,100293,2,EC,HAPPYDALE SCHOOL,HAPPYDALE,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,INTELLECTUAL DISABILITY,PUBLIC,TO BE UPDATED,TO BE UPDATED,018420,018420,99,NOT APPLICABLE,,NOT APPLICABLE,25.55503,-33.9014,NEIMS 2007,51,PORT ELIZABETH,NMA,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,NMA,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,29500031,31,27516002,ALGOA PARK,NOT APPLICABLE,PORT ELIZABETH,CIRCUIT11,G. C,HENDRICKS,,HOETS,CRESCENT,HOETS CRESCENT,,ALGOA PARK,PORT ELIZABETH,,"HOETS CRESCENT,,ALGOA PARK,PORT ELIZABETH,",P.O.BOX 16149,GELVANDALE,6016,"P.O.BOX 16149,GELVANDALE,6016",0414521240,0414561933,0832703522,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,546,23,,,,FALSE,,,
500153883,153883,5,KZ,HARDING SPECIAL,HARDING ECIAL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,PHYSICAL DISABILITY,PUBLIC,PUBLIC,TO BE UPDATED,99,TO BE UPDA,99,NOT APPLICABLE,,NOT APPLICABLE,29.90022,-30.5738,NEIMS 2007,147,ALFRED,DC21,UGU DISTRICT MUNICIPALITY,KZN214,UMUZIWABANTU LOCAL MUNICIPALITY,52104003,3,TO BE UPDA,TO BE UPDATED,UMGUNGUNDLOVU,PORT SHEPSTONE,SAYIDI,J.L,SIMPSON,,GALLAWAY,STREET,GALLAWAY STREET,,,HARDING,4680,"GALLAWAY STREET,,,HARDING,4680",P.O.BOX 441,HARDING,4680,"P.O.BOX 441,HARDING,4680",0394331143,0394331347,0834416980,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,Y,UGU,RURAL,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,149,15,,,,FALSE,,,
500489769,489769,5,KZ,HARVESTRY PARK COLLEGE,HARVESTRY,OPEN,INDEPENDENT,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,SPECIAL NEEDS EDUCATION,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDA,99,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,ETHEKWINI,PINETOWN,UMHLATHUZE,THE,MANAGER,,,,,,,,,",,,,",,,,",,",TO BE UPDATED,,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,7,1,7,1,,,,FALSE,,,
700122044,122044,7,GT,HARVEY COHEN DAY CARE CENTRE,HARVEY,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,SEVERE MENTAL DISABILITY,PUBLIC,PUBLIC,NEW EDUCATION DEPARTMENT,911006,TO BE UPDA,99,NOT APPLICABLE,,NOT APPLICABLE,27.8944983331,-26.2853133336,GDE2009,321,JOHANNESBURG,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79400018,18,77409133,KENSINGTON SOUTH,NOT APPLICABLE,JOHANNESBURG CENTRAL,NOTAPPLICABLE,MR,BATCHELOR,8,MIGHIGAN,AVENUE,8 MIGHIGAN AVENUE,,ELDORADO PARK,LENASIA,1811,"8 MIGHIGAN AVENUE,,ELDORADO PARK,LENASIA,1811",P.O.BOX 7,ELDORADOPARK,1811,"P.O.BOX 7,ELDORADOPARK,1811",0119452577,0119452577,0829214188,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,135,9,,,,FALSE,,,
920210197,920210197,9,LP,HELENE FRANZ SECONDARY,HELENE FRANZ,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,PHYSICAL DISABILITY,PUBLIC,PUBLIC,LEBOWA,89009,2560,99,7213106,7213106,HELEN FRANZ SCHOOL OF THE HAND,29.10819,-23.28284,NEIMS 2007,102,BOCHUM,DC35,CAPRICORN DISTRICT MUNICIPALITY,LIM351,BLOUBERG LOCAL MUNICIPALITY,93501002,2,90912000,NONE,NOT APPLICABLE,CAPRICORN,BOCHUM WEST,S. R,MASHANGOANE,,BORKOM,,BORKOM,NEARHECENE,BOCHUM,,,"BORKOM ,NEARHECENE,BOCHUM,,",PRIVATE BAG X5008,BOCHUM,0790,"PRIVATE BAG X5008,BOCHUM,0790",0155053035,0155053032,0823744125,RURAL,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,FALSE,FALSE,TO BE UPDATED,,,,,,,,,335,40,,,,FALSE,,,
700130534,130534,7,GT,HOPE SCHOOL/SKOOL,HOPE,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,PHYSICAL DISABILITY,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),909005,TO BE UPDA,99,130534,8130534,HOPE SCHOOL/SKOOL,28.029225,-26.1706416669,GDE2009,321,JOHANNESBURG,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79400087,87,77409128,JOUBERT PARK,NOT APPLICABLE,JOHANNESBURG EAST,NOTAPPLICABLE,G.F,VILJOEON,36,PALLINGHURST,ROAD,36 PALLINGHURST ROAD,,WESTCLIFF,JOHANNESBURG,,"36 PALLINGHURST ROAD,,WESTCLIFF,JOHANNESBURG,",PRIVATE BAG X3,PARKVIEW,2122,"PRIVATE BAG X3,PARKVIEW,2122",0116466130,0114863595,TO BE UPDATED,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,222,22,,,,FALSE,,,
700231332,231332,7,GT,HOSPITAALSKOOL PRETORIA HOSPITAL SCHOOL,HOSPITAAL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,HOSPITAL SCHOOL,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),903005,TO BE UPDA,99,231332,8231332,HOSPITAALSKOOL PRETORIA HOSPITAL SCHOOL,28.1997116665,-25.735401667,GDE2009,204,PRETORIA,TSH,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,TSH,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79600058,58,77612105,PRINSHOF,NOT APPLICABLE,TSHWANE SOUTH,NOTAPPLICABLE,A. C,VAN NIEKERK,0,SOUTPANSBERG,ROAD,0 SOUTPANSBERG ROAD,,PRINSHOF,PRETORIA,0121,"0 SOUTPANSBERG ROAD,,PRINSHOF,PRETORIA,0121",P.O.BOX 12144,QUEENSWOOD,0121,"P.O.BOX 12144,QUEENSWOOD,0121",0123291560,0123291280,TO BE UPDATED,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,159,19,,,,FALSE,,,
300010708,10708,3,NC,HUIS MIMOSA PRIMÊRE SKOOL,HUIS MIMOSA,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,BEHAVIOURAL PROBLEMS,PUBLIC,TO BE UPDATED,HOUSE OF REPRESENTATIVES(HOR),226090,970284,9429,NOT APPLICABLE,,NOT APPLICABLE,24.74952,-28.71968,NEIMS 2007,190,KIMBERLEY,DC9,FRANCES BAARD DISTRICT MUNICIPALITY,NC091,SOL PLAATJIE LOCAL MUNICIPALITY,30901013,13,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,FRANCES BAARD,NOTAPPLICABLE,MRS. S .D,BARENDS,,ETHEL,STREET,ETHEL STREET,,GALESHEWE,KIMBERLEY,,"ETHEL STREET,,GALESHEWE,KIMBERLEY,",P.O.BOX 2173,GALESHEWE,8301,"P.O.BOX 2173,GALESHEWE,8301",0538712594,0538712594,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,Y,GALESHEWE,URBAN,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,97,8,52,7,,,,,48,7,SATELITE,,,FALSE,,,
600102371,102371,6,NW,IKALAFENG,IKALAFENG,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),81090,81090,99,NOT APPLICABLE,,NOT APPLICABLE,27.03125,-26.74134,NEIMS 2007,265,POTCHEFSTROOM,DC40,SOUTHERN DISTRICT MUNICIPALITY,NW402,POTCHEFSTROOM LOCAL MUNICIPALITY,64002019,19,61801000,NONE,DR RUTH SEGOMOTSI MOMPATI,POTCHEFSTROOM,POTCHEFSTROOM,MR. Z .E,MOCHACHA,536,PORTION,,536 PORTION,,PTN OF PTN 2 OF FARM TOWN,TOWNLANDS,435IQ,"536 PORTION ,,PTN OF PTN 2 OF FARM TOWN,TOWNLANDS,435IQ",P.O.BOX 2095,POTCHEFSTROOM,2537,"P.O.BOX 2095,POTCHEFSTROOM,2537",0182930337,0182931989,0823822228,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,254,24,,,,FALSE,,,
700332122,332122,7,GT,IKHWEZILOKUSA CENTRE,IKHWEZILOKUSA,OPEN,INDEPENDENT,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,SPECIAL NEEDS EDUCATION,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,TO BE UPDA,99,NOT APPLICABLE,,NOT APPLICABLE,27.9344741579,-26.5279009793,GDE2009,TO BE UPDA,TO BE UPDATED,DC42,SEDIBENG DISTRICT MUNICIPALITY,TO BE UPDATED,MIDVAAL LOCAL MUNICIPALITY,74202006,6,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,SEDIBENG EAST,NOTAPPLICABLE,M.C,MOFOKENG,55,SENATORMARK,AVENUE,55 SENATORMARK AVENUE,,,VEREENIGING,1930,"55 SENATORMARK AVENUE,,,VEREENIGING,1930",P.O.BOX 734,VEREENIGING,1930,"P.O.BOX 734,VEREENIGING,1930",0165901350,0165901469,0836350462,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,44,3,,,,FALSE,,,
200400275,400275,2,EC,IKWEZI LOKUSA SPECIAL SCHOOL,IKWEZI LOKUSA,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,PHYSICAL DISABILITY,PUBLIC,TO BE UPDATED,TRANSKEI,023418,023418,99,NOT APPLICABLE,,NOT APPLICABLE,28.43325,-31.76194,NEIMS 2007,152,UMTATA,DC15,OLIVER TAMBO DISTRICT MUNICIPALITY,EC157,KING SABATA DALINDYEBO LOCAL MUNICIPALITY,21507018,18,23626009,IKWEZI,NOT APPLICABLE,MTHATA,CIRCUIT1,M. EN,MABHULU,,IKHWEZI,TOWNSHIP,IKHWEZI TOWNSHIP,IKHWEZI,,MTHATHA,,"IKHWEZI TOWNSHIP,IKHWEZI,,MTHATHA,",P.O.BOX 156,UMTATA,5100,"P.O.BOX 156,UMTATA,5100",0475350601,0475350505,0827087924,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,Y,O.R.TAMBO,RURAL,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,282,24,,,,FALSE,,,
700311639,311639,7,GT,IKWEZI-KHANYENG PRIMARY SCHOOL,IKWEZI-KHANYENG,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,BEHAVIOURAL PROBLEMS,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),905005,TO BE UPDA,99,NOT APPLICABLE,,NOT APPLICABLE,28.3360850005,-26.2050000002,GDE2009,270,KEMPTON PARK,EKU,EKHURULENI METROPOLITAN MUNICIPALITY,EKU,EKURHULENI METROPOLITAN MUNICIPALITY,79300029,29,77304028,MACKENZIE PARK,NOT APPLICABLE,EKURHULENI NORTH,NOTAPPLICABLE,T,MATLALA,00,TSESSEBE,STREET,00 TSESSEBE STREET,APEX,MACKENZIE PARK,BENONI,,"00 TSESSEBE STREET,APEX,MACKENZIE PARK,BENONI,",P.O.BOX 642,BENONI,1500,"P.O.BOX 642,BENONI,1500",0114210167,0114224135,0823514173,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,56,13,,,,FALSE,,,
500161838,161838,5,KZ,INANDA SPECIAL SCHOOL FOR LSEN,INANDA ECIAL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,INTELLECTUAL DISABILITY,PUBLIC,TO BE UPDATED,TO BE UPDATED,55110,52004,99,NOT APPLICABLE,,NOT APPLICABLE,30.98562,-29.79831,NEIMS 2007,34,DURBAN,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,59200037,37,TO BE UPDA,TO BE UPDATED,ETHEKWINI,UMLAZI,DURBAN CENTRAL,E .K,SITHOLE,87,MACREN MISTERY,ROAD,87 MACREN MISTERY ROAD,,PARLOCK,DURBAN,4016,"87 MACREN MISTERY ROAD,,PARLOCK,DURBAN,4016",P.O.BOX 201690,DURBAN NORTH,4051,"P.O.BOX 201690,DURBAN NORTH,4051",0315771422,0315779273,0829365705,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,270,19,,,,FALSE,,,
500162282,162282,5,KZ,INDALENI SCHOOL FOR THE DEAF,INDALENI,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,HEARING IMPAIRMENT,PUBLIC,PUBLIC,TO BE UPDATED,99,TO BE UPDA,99,NOT APPLICABLE,,NOT APPLICABLE,30.23966,-29.89165,NEIMS 2007,229,HLANGANANI(KZ),DC22,UMGUNGUNDLOVU DISTRICT MUNICIPALITY,KZN227,RICHMOND LOCAL MUNICIPALITY,52207006,6,TO BE UPDA,TO BE UPDATED,UMGUNGUNDLOVU,UMGUNGUNDLOVU,PIETERMARITZBURG,MR. B. S,MKHIZE,,METHODIST CHURCH,,METHODIST CHURCH,,MISSION INDALENI,PIETERMARITZBURG,3780,"METHODIST CHURCH ,,MISSION INDALENI,PIETERMARITZBURG,3780",P.O.BOX 669,RICHMOND,7090,"P.O.BOX 669,RICHMOND,7090",0332122331,0332122172,0823568138,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,174,12,,,,FALSE,,,
