NatEmis,EmisNo,ProvinceCD,Province,Institution,Name,DoE_Status,LURITS_Status,Sector,Type_DoE,Phase_DoE,TYPE_LURITS,Specialisation,OwnerLand,OwnerBuild,ExDept,PaypointNo,ComponentNo,Responsibility,ExamNo,ExamCentre,Latitude,Longitude,GISSource2,DRD_Code,DRD_DistanceMoved_Metres,MagDist_Code,Magisterial_District,DMunCode,DMunName,LMunCode,LMunName,Ward_ID,Ward,SP_Code,SP_Name,EIRegion,EIDistrict,EICircuit,CloseDate1,CloseReason1,CloseDate2,CloseReason2,TransDate,TransComm,AddrInit,Addressee,Street_No,Street,StreetType,StreetName,Township_Village,Suburb,Town_City,Postal_Code,StreetAddress,Box_P_Bag,Post_Office,Box_Bag_Postal_Code,PostalAddress,Telephone,cellno,Urban_Rural,Section21,Section21_Function,Quintile,NAS,NodalArea,NAT,Registration_Date,NoFeeSchool,Allocation,Dinaledi_Schools,Quids_Up_School,MLComment1,MLComment2,Demarcation_From,Demarcation_To,OldNATEMIS,NewNATEMIS,Verified_by_PEDs,Verfication_Comment,Verification_Date,DEM_Comment,NEIMSEMISN,DEM_CHKS,DEMCOM,GIS_ERROR,Snap_Learners_2007,Educator_Numbers_2007,Snap_Learners_2008,Educator_Numbers_2008,Snap_Learners_2009,Educator_Numbers_2009,Snap_Learners_2010,Educator_Numbers_2010,GradeR_Lrns_2010,Snap_Learners_2011,Educator_Numbers_2011,GradeR_Lrns_2011,Snap_Learners_2012,Educator_Numbers_2012,GradeR_Lrns_2012,Snap_Learners_2013,Educator_Numbers_2013,GradeR_Lrns_2013,MAIN_SATELITE,MAIN_NATEMIS,MAIN_INSTITUTION,BOARDING SCHOOL,FEMALE BOARDERS,MALE BOARDERS,TOTAL BOARDERS,ECD_SOCIALDEVELOPMEN_NO,Status_2007,Status_2008,Status_2009,Status_2010,Status_2011,Status_2012,Status_2013
500448921,,5,KZ,PHOLELA SPECIAL SCHOOL,PHOLELA SPECIAL SCHOOL,OPEN,TO BE UPDATED,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,,,,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,UMGUNGUNDLOVU,SISONKE,BULWER,,TO BE UPDATED,,,,,,MANAGER,,,,TO BE UPDATED,,,,,,,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,NOT APPLICABLE,0,,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,01/01/1900,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500448995,448995,5,KZ,MUSA LSEN SCHOOL,MUSA LSEN,OPEN,OPEN,INDEPENDENT,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,,Y,,TO BE UPDA,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,ZULULAND,ZULULAND,NHLOPHENKULU,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,,LOCATION,LOCATION,LOCATION LOCATION,,,NONGOMA,3950,"LOCATION LOCATION,NONGOMA,3950",P.O.BOX 54,,3950,"P.O.BOX 54,3950",,0734944440,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,NOT APPLICABLE,0,,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,01/01/1900,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,43,2,,,,,,,,,,,,,,,,,,,,OPEN,,
500489769,489769,5,KZ,HARVESTRY PARK COLLEGE,HARVESTRY,OPEN,OPEN,INDEPENDENT,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,,Y,,TO BE UPDA,TO BE UPDATED,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,ETHEKWINI,PINETOWN,MOLWENI,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,,,,TO BE UPDATED,,,,,,,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NOT APPLICABLE,0,,,NOT MOVED,TO BE UPDATED,KZ,KZ,500489769,500489769,TO BE UPDATED,TO BE UPDATED,01/01/1900,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,,,,,,,7,1,,,,,7,1,,,,,,,,,,,,,,,,OPEN,,OPEN,
500489880,500489880,5,KZ,CAMELOT COLLEGE,CAMELOT,OPEN,OPEN,INDEPENDENT,SPECIAL NEEDS EDUCATION CENTRE,COMBINED SCHOOL,ORDINARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,,,,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,ETHEKWINI,UMLAZI,ETHUSINI,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,,,,TO BE UPDATED,,,GLENWOOD,4001,"GLENWOOD,4001",,GLENWOOD,4001,"POST OFFICE,GLENWOOD,4001",0312010604,0837811825,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,,NOT APPLICABLE,0,,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,01/01/1900,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,107,14,,117,,,,,,,,,,,,,,,,,,OPEN,OPEN,
500499759,500499759,5,KZ,MONGOOSE SCHOOL,MONGOOSE,OPEN,OPEN,INDEPENDENT,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,ORDINARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,,,,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,DANNHAUSER LOCAL MUNICIPALITY,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,UKHAHLAMBA,AMAJUBA,MASAKHANE,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,,,,TO BE UPDATED,,,NEWCASTLE,2940,"NEWCASTLE,2940",P.O.BOX 22686,NEWCASTLE,2940,"P.O.BOX 22686,NEWCASTLE,2940",0343151168,0833572636,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,,NOT APPLICABLE,0,,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,01/01/1900,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,16,2,,12,,,,,,,,,,,,,,,,,,OPEN,OPEN,
500499870,500499870,5,KZ,ITHUBELIHLE SPECIAL OPPORTUNIT,ITHUBELIHLE,OPEN,OPEN,INDEPENDENT,SPECIAL NEEDS EDUCATION CENTRE,COMBINED SCHOOL,SPECIAL NEEDS EDUCATION CENTRE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,,,,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,UKHAHLAMBA,UTHUKELA,KLIPRIVER,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,,,,TO BE UPDATED,,,LADYSMITH,3370,"LADYSMITH,3370",P.O.BOX 609,LADYSMITH,3370,"P.O.BOX 609,LADYSMITH,3370",0366332508,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,,NOT APPLICABLE,0,,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,01/01/1900,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,,,,,,,38,,,45,7,,23,,,,,,,,,,,,,,,,,OPEN,OPEN,OPEN,
600100516,100516,6,NW,SPECIAL COLIGNY,COLIGNY,OPEN,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,COMBINED SCHOOL,SPECIAL NEEDS EDUCATION CENTRE,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,BOPHUTATSWANA(BOP),TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,-26.33624,26.31891,,D,,197,COLOGNY,DC38,CENTRAL DISTRICT MUNICIPALITY,NW384,DITSOBOTLA LOCAL MUNICIPALITY,63804016,16,TO BE UPDATED,TO BE UPDATED,NGAKA MODIRI MOLEMA,LICHTENBURG,COLIGNY,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,F,NEVELING,3,THIRD,STREET,3 THIRD STREET,,,COLIGNY,2725,"3 THIRD STREET,COLIGNY,2725",P.O.BOX 8,COLIGNY,2725,"P.O.BOX 8,COLIGNY,2725",0186731039,0836272286,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NOT APPLICABLE,0,,,NOT MOVED,TO BE UPDATED,NW,NW,600100516,600100516,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,NW100516,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,222,16,,,,,,,,,,,,,,,,,,,,OPEN,,
600102364,102364,6,NW,BOPHELONG SPECIAL,BOPHELONG,OPEN,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,NEW EDUCATION DEPARTMENT,960143,960143,TO BE UPDATED,99,NOT APPLICABLE,-25.88476,25.65577,,D,,6,MARICO,DC38,CENTRAL DISTRICT MUNICIPALITY,NW383,MAFIKENG LOCAL MUNICIPALITY,63803009,9,60823010,MMABATHO NU,NGAKA MODIRI MOLEMA,REKOPANTSWE,MONTSHIOA STADT,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,M.H,MOSHAPO,,LOMANYANENG,VILLAGE,LOMANYANENG VILLAGE,MAFIKENG,BOPHELONG HOSP,MAFIKENG PROV HOSP,2745,"LOMANYANENG VILLAGE,,BOPHELONG HOSP,MAFIKENG PROV HOSP,2745",P.O.BOX 595,MAFIKENG,2745,"P.O.BOX 595,MAFIKENG,2745",0183833845,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NOT APPLICABLE,0,,,NOT MOVED,TO BE UPDATED,NW,NW,600102364,600102364,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,NW102364,0,TO BE UPDATED,TO BE UPDATED,,,,,104,,,,,215,13,,,,,,,,,,,,,,,,,,OPEN,,OPEN,,
600102365,102365,6,NW,D P MOLOTO SPECIAL SCHOOL,D .P. MOLOTO,OPEN,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,NEW EDUCATION DEPARTMENT,960631,960631,TO BE UPDATED,99,NOT APPLICABLE,-25.48443,25.96988,,D,,7,LEHURUTSHE,DC38,CENTRAL DISTRICT MUNICIPALITY,NW385,RAMOTSHERE MOILOA LOCAL MUNICIPALITY,63805012,12,61014000,NONE,NGAKA MODIRI MOLEMA,ZEERUST,ZEERUST,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,D .M,TSIME,1833,UNIT,UNIT,1833 UNIT UNIT,LEHORUTSHE,LEHURUTSHE,LERATO,2880,"1833 UNIT UNIT,,LEHURUTSHE,LERATO,2880",P.O.BOX 126,LERATO,2880,"P.O.BOX 126,LERATO,2880",0183634552,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NOT APPLICABLE,0,,,NOT MOVED,TO BE UPDATED,NW,NW,600102365,600102365,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,NW102365,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,35,4,,,,,,,,,,,,,,,,,,,,OPEN,,
600102366,102366,6,NW,DAERAADSKOOL,DAERAAD,OPEN,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,BEHAVIOURAL PROBLEMS,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),89014,89014,TO BE UPDATED,99,NOT APPLICABLE,-27.18576,25.97601,,D,,195,WOLMARANSSTAD,DC40,SOUTHERN DISTRICT MUNICIPALITY,NW404,MAQUASSI HILLS LOCAL MUNICIPALITY,64004001,99,62010000,NONE,DR KENNETH KAUNDA,MAQUASSI HILLS,TO BE UPDATED,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,B.P,KASSELMAN,,POTGIETER,STREET,POTGIETER STREET,WOLMARANSSTAD,,WOLMARANSSTAD,2630,"POTGIETER STREET,WOLMARANSSTAD,2630",PRIVATE BAG X5,WOLMARANSSTAD,2630,"PRIVATE BAG X5,WOLMARANSSTAD,2630",0185961083,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NOT APPLICABLE,0,,,NOT MOVED,TO BE UPDATED,NW,NW,600102366,600102366,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,NW102366,0,TO BE UPDATED,TO BE UPDATED,,,,,59,,,,,53,14,,,,,,,,,,,,,,,,,,OPEN,,OPEN,,
600102367,102367,6,NW,E S LE GRANGESKOOL,E. S. LE GRANGE,OPEN,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),89109,89109,TO BE UPDATED,99,NOT APPLICABLE,-26.71301,27.11731,,D,,265,POTCHEFSTROOM,DC40,SOUTHERN DISTRICT MUNICIPALITY,NW402,POTCHEFSTROOM LOCAL MUNICIPALITY,64002003,3,61803001,BAILLIE PARK,DR KENNETH KAUNDA,POTCHEFSTROOM,MORNING STAR,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,ME.V. A,VAN GRAAN,17,RICHARDSON,STREET,17 RICHARDSON STREET,POTCHEFSTROOMBAILIEPARK,BAILLIE PARK,POTCHEFSTROOM,2520,"17 RICHARDSON STREET,,BAILLIE PARK,POTCHEFSTROOM,",PRIVATE BAG X6209,BAILLIE PARK,2520,"PRIVATE BAG X6209,BAILLIE PARK,2520",0182907047,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NOT APPLICABLE,0,,,NOT MOVED,TO BE UPDATED,NW,NW,600102367,600102367,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,NW102367,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,303,31,,,,,,,,,,,,,,,,,,,,OPEN,,
600102369,102369,6,NW,DIE WILGE HOËRSKOOL,DIE WILGE,OPEN,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),89108,89108,TO BE UPDATED,99,NOT APPLICABLE,-26.71049,27.11768,,D,,265,POTCHEFSTROOM,DC40,SOUTHERN DISTRICT MUNICIPALITY,NW402,POTCHEFSTROOM LOCAL MUNICIPALITY,64002003,3,61803001,BAILLIE PARK,DR KENNETH KAUNDA,POTCHEFSTROOM,RETLAKGONA,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,S.F,LABUSCHAGNE,,ROCHER,STREET,ROCHER STREET,BAILLIEPARK,BAILLIE PARK,POTCHEFSTROOM,2520,"ROCHER STREET,,BAILLIE PARK,POTCHEFSTROOM,",PRIVATE BAG X1006,BAILLIE PARK,2520,"PRIVATE BAG X1006,BAILLIE PARK,2520",0182906587,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NOT APPLICABLE,0,,,NOT MOVED,TO BE UPDATED,NW,NW,600102369,600102369,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,NW102369,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,567,39,,,,,,,,,,,,,,,,,,,,OPEN,,
600102371,102371,6,NW,IKALAFENG,IKALAFENG,OPEN,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),81090,81090,TO BE UPDATED,99,NOT APPLICABLE,-26.74134,27.03125,,D,,265,POTCHEFSTROOM,DC40,SOUTHERN DISTRICT MUNICIPALITY,NW402,POTCHEFSTROOM LOCAL MUNICIPALITY,64002019,19,61801000,NONE,DR KENNETH KAUNDA,POTCHEFSTROOM,RETLAKGONA,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,MR. Z .E,MOCHACHA,536,PORTION,,536 PORTION,,PTN OF PTN 2 OF FARM TOWN,TOWNLANDS,2530,"536 PORTION,PTN OF PTN 2 OF FARM TOWN,TOWNLANDS,435IQ",P.O.BOX 2095,POTCHEFSTROOM,2537,"P.O.BOX 2095,POTCHEFSTROOM,2537",0182955003,0723610916,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NOT APPLICABLE,0,,,NOT MOVED,TO BE UPDATED,NW,NW,600102371,600102371,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,NW102371,0,TO BE UPDATED,TO BE UPDATED,,,,,219,,,,,263,24,,,,,,,,,,,,,,,,,,OPEN,,OPEN,,
600102372,102372,6,NW,ITEKO SPECIAL,ITEKO ECIAL,OPEN,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,BOPHUTATSWANA(BOP),960763,960763,TO BE UPDATED,99,NOT APPLICABLE,-25.641,27.2194,,D,,202,BAFOKENG,DC37,BOJANALA DISTRICT MUNICIPALITY,NW373,RUSTENBURG LOCAL MUNICIPALITY,63703010,10,60315000,NONE,BOJANALA,RUSTENBURG,RUSTENBURG,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,M,MOENG,415,PILANE,STREET,415 PILANE STREET,TLHABANE,TLHABANE,THLABANE,309,"415 PILANE STREET,UNIT B,TLHABANE,THLABANE,",P.O.BOX 83,TLHABANE,0309,"P.O.BOX 83,TLHABANE,0309",0145653691,0838748767,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NOT APPLICABLE,0,,,NOT MOVED,TO BE UPDATED,NW,NW,600102372,600102372,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,NW102372,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,387,30,,,,,,,,,,,,,,,,,,,,OPEN,,
600102373,102373,6,NW,JANIE SCHNEIDERSKOOL,JANIE SCHNEIDER,OPEN,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),89148,89148,TO BE UPDATED,99,NOT APPLICABLE,-26.85853,26.67355,,D,,196,KLERKSDORP,DC40,SOUTHERN DISTRICT MUNICIPALITY,NW403,MATLOSANA LOCAL MUNICIPALITY,64003009,9,61914002,ORKNEY CENTRAL,DR KENNETH KAUNDA,MATLOSANA,TSWELELOPELE,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,S.E,MEYER,8,CHAREL DE KLERK,DRIVE,8 CHAREL DE KLERK DRIVE,TOWNLANDS,TOWNSLAND,KLERKSDORP,2570,"8 CHAREL DE KLERK DRIVE,,TOWNSLAND,KLERKSDORP,",PRIVATE BAG X5031,KLERKSDORP,2570,"PRIVATE BAG X5031,KLERKSDORP,2570",0184624954,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NOT APPLICABLE,0,,,NOT MOVED,TO BE UPDATED,NW,NW,600102373,600102373,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,NW102373,0,TO BE UPDATED,TO BE UPDATED,,,,,120,,,,,116,12,,,,,,,,,,,,,,,,,,OPEN,,OPEN,,
600102375,102375,6,NW,KEURHOFSKOOL,KEURHOF,OPEN,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,MILD AND MODERATELY HANDICAPPED,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),89048,89048,TO BE UPDATED,99,NOT APPLICABLE,-26.86293,26.67601,,D,,196,KLERKSDORP,DC40,SOUTHERN DISTRICT MUNICIPALITY,NW403,MATLOSANA LOCAL MUNICIPALITY,64003009,9,61914002,ORKNEY CENTRAL,DR KENNETH KAUNDA,MATLOSANA,TSWELELOPELE,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,G. J,ENGELBRECHT,,GOUEWEG AND KLEYNHANS,STREET,GOUEWEG AND KLEYNHANS STREET,KLERKSDORP,,KLERKSDORP,1190,"GOUEWEG AND KLEYNHANS STREET,KLERKSDORP,",P.O.BOX 1190,KLERKSDORP,2570,"P.O.BOX 1190,KLERKSDORP,2570",0184629981,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NOT APPLICABLE,0,,,NOT MOVED,TO BE UPDATED,NW,NW,600102375,600102375,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,NW102375,0,TO BE UPDATED,TO BE UPDATED,,,,,474,,,,,499,38,,,,,,,,,,,,,,,,,,OPEN,,OPEN,,
600102377,102377,6,NW,KUTLWANONG,KUTLWANONG,OPEN,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,COMBINED SCHOOL,SPECIAL NEEDS EDUCATION CENTRE,HEARING IMPAIRMENT,PUBLIC,PUBLIC,BOPHUTATSWANA(BOP),960746,960746,TO BE UPDATED,99,NOT APPLICABLE,-25.57679,27.21617,,D,,202,BAFOKENG,DC37,BOJANALA DISTRICT MUNICIPALITY,NW373,RUSTENBURG LOCAL MUNICIPALITY,63703024,24,60301000,NONE,BOJANALA,RUSTENBURG,RUSTENBURG,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,P .L,NONG,900154,KOOKFONTEIN,PLOT,900154 KOOKFONTEIN PLOT,,PLOT NO.900154,,300,"900154 KOOKFONTEIN PLOT,,PLOT NO.900154,,",P.O.BOX 288,RUSTENBURG,0300,"P.O.BOX 288,RUSTENBURG,0300",0831091926,0833926533,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NOT APPLICABLE,0,,,NOT MOVED,TO BE UPDATED,NW,NW,600102377,600102377,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,NW102377,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,370,46,,,,,,,,,,,,,,,,,,,,OPEN,,
