"NatEmis","EmisNo","ProvinceCD","Province","Institution","Name","DoE_Status","Sector","Type_DoE","Phase_DoE","Specialisation","OwnerLand","OwnerBuild","ExDept","PaypointNo","ComponentNo","Responsibility","ExamNo","ExamCentre","GIS_Long","GIS_Lat","GISSource","MagDist_Code","Magisterial_District","DMunCode","DMunName","LMunCode","LMunName","Ward_ID","Ward","SP_Code","SP_Name","EIRegion","EIDistrict","EICircuit","TransDate","TransComm","AddrInit","Addressee","Street_No","Street","StreetType","StreetName","Township_Village","Suburb","Town_City","Postal_Code","StreetAddress","Box_P_Bag","Post_Office","Box_Bag_Postal_Code","PostalAddress","Telephone","cellno","Urban_Rural","Section21","Section21_Function","Quintile","NAS","NodalArea","NAT","Registration_Date","NoFeeSchool","Allocation","Dinaledi_Schools","Quids_Up_School","Demarcation_From","Demarcation_To","OldNATEMIS","NewNATEMIS","Verified_by_PEDs","Verfication_Comment","NEIMSEMISN","GIS_ERROR","Snap_Learners_2007","Educator_Numbers_2007","Snap_Learners_2008","Educator_Numbers_2008","Snap_Learners_2009","Educator_Numbers_2009","Snap_Learners_2010","Educator_Numbers_2010","GradeR_Lrns_2010","Snap_Learners_2011","Educator_Numbers_2011","GradeR_Lrns_2011","Snap_Learners_2012","Educator_Numbers_2012","GradeR_Lrns_2012","MAIN_SATELITE","MAIN_NATEMIS","MAIN_INSTITUTION","BOARDING SCHOOL","FEMALE BOARDERS","MALE BOARDERS","TOTAL BOARDERS","ECD_SOCIALDEVELOPMEN_NO"
600102390,"102390","6","NW","NEO-MATHABE SPECIAL","NEO-MATHABE","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","INTELLECTUAL DISABILITY","PUBLIC","PUBLIC","BOPHUTATSWANA(BOP)","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","99","NOT APPLICABLE",27.88693,-25.59938,"NEIMS 2007","206","ODI I","DC37","BOJANALA DISTRICT MUNICIPALITY","NW372","MADIBENG LOCAL MUNICIPALITY","63702020","20","60202009","MAKAU","BOJANALA","MADIBENG","BRITS",,"TO BE UPDATED","W.M","LEBETHE",,,,,,,"BRITS","0250","BRITS,0250","P.O.BOX 1273","BRITS","0250","P.O.BOX 1273,BRITS,0250",,,"TO BE UPDATED","NOT APPLICABLE","NOT APPLICABLE","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",01/01/1900,,0,FALSE,FALSE,"NW","NW",600102390,600102390,"YES","DECEMBER 2007 SUBMISSION","NW102390","TO BE UPDATED",,,,,,,,,,24,2,,,,,,,,FALSE,,,,
904221159,"904221159","9","LP","NEW HORIZON SCHOOL","NEW HORIZON","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","SPECIAL NEEDS","TO BE UPDATED","TO BE UPDATED","HOUSE OF ASSEMBLY(HOA)","413945","413945","TO BE UPDATED","99","NOT APPLICABLE",29.47693,-23.91666,"NEIMS 2007","100","PIETERSBURG","DC35","CAPRICORN DISTRICT MUNICIPALITY","LIM354","POLOKWANE LOCAL MUNICIPALITY","93504021","21","91215022","PENINA PARK","CENTRAL","POLOKWANE","PIETERSBURG",,"TO BE UPDATED","KR","PHOOKO K.R.","225","SUID","STREET","225 SUID STREET",,"FLORAPARK","PIETERSBURG","0699","225 SUID STREET,,FLORAPARK,PIETERSBURG,0699","P.O.BOX 1084","PIETERSBURG","0699","P.O.BOX 1084,PIETERSBURG,0699","0152953520","0833644972","URBAN","NO","TO BE UPDATED","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",01/01/1900,"NO",99,FALSE,FALSE,"LP","LP",904221159,904221159,"TO BE UPDATED","TO BE UPDATED","LP904221159","TO BE UPDATED",,,,,,,,,,171,17,,,,,,,,FALSE,,,,
700133348,"133348","7","GT","NEW NATION SCHOOL","NEW NATION SCHOOL","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","SEVERE MENTAL DISABILITY","PUBLIC","PUBLIC","HOUSE OF ASSEMBLY(HOA)","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","8133348","NEW NATION SCHOOL",28.0166202767,-26.2037409471,"GDE2010","321","JOHANNESBURG","JHB","CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY","JHB","CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY","79400058","58","77409181","MAYFAIR","NOT APPLICABLE","JOHANNESBURG NORTH","NOT APPLICABLE",,"TO BE UPDATED","JMJ","DLADLA",,"CORNER FIRST AND DELAREY","STREET","CORNER FIRST AND DELAREY STREET",,"COTTESLOE","VREDEDORP","2025","CORNER FIRST AND DELAREY STREET,,COTTESLOE,VREDEDORP,2025","P.O.BOX 1119","CROWNMINES","2025","P.O.BOX 1119,CROWNMINES,2025","0118375327","0724463527","URBAN","NO","NONE","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",,,0,FALSE,FALSE,"GT","GT",700133348,700133348,"YES","DECEMBER 2007 SUBMISSION","GP133348","TO BE UPDATED",,,,,844,,,,,717,47,,663,,,,,,FALSE,,,,
500227069,"227069","5","KZ","NEWTON H","NEWTON","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","MILD AND MODERATELY HANDICAPPED / PRE VOCATIONAL","PUBLIC","PUBLIC","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","99","NOT APPLICABLE",30.3991,-29.603,"NEIMS 2007","226","PIETERMARITZBURG","DC22","UMGUNGUNDLOVU DISTRICT MUNICIPALITY","KZN225","THE MSUNDUZI LOCAL MUNICIPALITY","52205033","33","TO BE UPDATED","TO BE UPDATED","UMGUNGUNDLOVU","UMGUNGUNDLOVU","PIETERMARITZBURG",,"TO BE UPDATED","H","KRUGER",,"NEWTON","ROAD","NEWTON ROAD",,"MANOR","PIETERMARITZBURG",,"NEWTON ROAD,MANOR,PIETERMARITZBURG,","P.O.BOX 4122","WILLOWTON","3200","P.O.BOX 4122,WILLOWTON,3200","0333420011",,"TO BE UPDATED","NOT APPLICABLE","NOT APPLICABLE","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",01/01/1900,,0,FALSE,FALSE,"KZ","KZ",500227069,500227069,"TO BE UPDATED","TO BE UPDATED","KZ227069","TO BE UPDATED",,,,,,,,,,534,40,,7,,,,,,FALSE,,,,
500230880,"230880","5","KZ","NINGIZIMU SPECIAL","NINGIZIMU","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","INTELLECTUAL DISABILITY","PUBLIC","TO BE UPDATED","TO BE UPDATED","55108","52010","TO BE UPDATED","99","NOT APPLICABLE",30.96646,-29.92739,"NEIMS 2007","34","DURBAN","ETH","ETHEKWINI METROPOLITAN MUNICIPALITY","ETH","ETHEKWINI METROPOLITAN MUNICIPALITY","59200064","64","TO BE UPDATED","TO BE UPDATED","ETHEKWINI","UMLAZI","PHUMELELAUMLAZI",,"TO BE UPDATED","MRS. S. C","NGUBANE","63","KENYON HOWDEN","ROAD","63 KENYON HOWDEN ROAD",,"MONTCLAIR","DURBAN",,"63 KENYON HOWDEN ROAD,MONTCLAIR,DURBAN,","P.O.BOX 31123","MEREBANK","4004","P.O.BOX 31123,MEREBANK,4004","0314690767","0834903231","TO BE UPDATED","NOT APPLICABLE","NOT APPLICABLE","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",01/01/1900,,0,FALSE,FALSE,"KZ","KZ",500230880,500230880,"TO BE UPDATED","TO BE UPDATED","KZ230880","TO BE UPDATED",,,,,,,,,,542,40,,537,,,,,,FALSE,,,,
300010707,"10707","3","NC","NJ HEYNS SPESIALE SKOOL","N.J. HEYNS ESIALE","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","INTELLECTUAL DISABILITY","PUBLIC","TO BE UPDATED","HOUSE OF ASSEMBLY(HOA)","202601","970278","9417","99","NOT APPLICABLE",24.7597,-28.76733,"NEIMS 2007","190","KIMBERLEY","DC9","FRANCES BAARD DISTRICT MUNICIPALITY","NC091","SOL PLAATJIE LOCAL MUNICIPALITY","30901022","22","TO BE UPDATED","TO BE UPDATED","NOT APPLICABLE","FRANCES BAARD","NOT APPLICABLE",,"TO BE UPDATED","W.F.K","CRONJE","23","MACDOUGALL","STREET","23 MACDOUGALL STREET",,"KIMBERLEY","PRIVATE BAG X5011KIMBERLEY8300","8300","23 MACDOUGALL STREET,KIMBERLEY,PRIVATE BAG X5011KIMBERLEY8300,8300","PRIVATE BAG X5011","KIMBERLEY","8300","PRIVATE BAG X5011,KIMBERLEY,8300","0538328915","0834490742","TO BE UPDATED","NOT APPLICABLE","NOT APPLICABLE","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",01/01/1900,,0,FALSE,FALSE,"NC","NC",300010707,300010707,"YES","DECEMBER 2007 SUBMISSION","NC10707","TO BE UPDATED",458,33,453,34,413,,515,,,475,34,,438,,,"SATELITE",,,FALSE,,,,
444412112,"444412112","4","FS","NOBILIS SKOOL","NOBILIS SKOOL","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","SNE","PUBLIC","PUBLIC","HOUSE OF ASSEMBLY(HOA)","131220","192402","TO BE UPDATED","99","TO BE UPDATED",26.856965,-28.10624,"FSED 2007","362","VIRGINIA","DC18","LEJWELEPUTSWA DISTRICT MUNICIPALITY","FS184","MATJHABENG LOCAL MUNICIPALITY","41804009","9","41020010","VIRGINIA PARK","NOT APPLICABLE","LEJWELEPUTSWA","3","3/29/2012 3:37:03 PM","UNKNOWN","O","VAN WYK",,"NABOOM",,"NABOOM","VIRGINIA","NABOOM","NABOOM",,"NABOOM ,VIRGINIA,NABOOM,NABOOM,","P.O.BOX 118","VIRGINIA","9450","P.O.BOX 118,VIRGINIA,9450","0572123833","0827727441","Urban","Yes","ABCDE","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",,,0,FALSE,FALSE,"FS","FS",444412112,444412112,"YES","TO BE UPDATED","FS44412112","TO BE UPDATED",,,207,17,244,18,183,,,197,18,,187,,,,,,FALSE,,,,
700152835,"152835","7","GT","NOKUTHULA SCHOOL","NOKUTHULA SCHOOL","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","SEVERE MENTAL DISABILITY","PUBLIC","PUBLIC","NEW EDUCATION DEPARTMENT","909007","909007","TO BE UPDATED","99","NOT APPLICABLE",28.0842792097,-26.1156448364,"GDE2010","TO BE UPDA","TO BE UPDATED","JHB","CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY","JHB","CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY","79400091","91","TO BE UPDATED","TO BE UPDATED","NOT APPLICABLE","JOHANNESBURG EAST","NOT APPLICABLE",,"TO BE UPDATED","JM","MAHAKOE","33","ARKWRIGHT","AVENUE","33 ARKWRIGHT AVENUE",,"WYNBERG",,"2090","33 ARKWRIGHT AVENUE,,WYNBERG,,2090","P.O.BOX 662","BRAMLEY","2018","P.O.BOX 662,BRAMLEY,2018","0114446443","0825525048","URBAN","NO","NONE","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",,,0,FALSE,FALSE,"GT","GT",700152835,700152835,"YES","DECEMBER 2007 SUBMISSION","TO BE UPDATED","TO BE UPDATED",,,,,,,309,,,276,25,,,,,,,,FALSE,,,,
200501451,"501451","2","EC","NOLITHA SPECIAL SCHOOL","NOLITHA","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","INTELLECTUAL DISABILITY","PUBLIC","TO BE UPDATED","TO BE UPDATED","174290","174290","TO BE UPDATED","99","NOT APPLICABLE",29.42595,-30.72372,"ECED2007","148","MASIXEBENI/MT.AYLIFF","DC44","ALFRED NZO DISTRICT MUNICIPALITY","EC442","UMZIMVUBU LOCAL MUNICIPALITY","24402003","3","23822000","NONE","A","MT FRERE","MKEMANE",,"TO BE UPDATED","MRS.I","NJENJANE",,"MSUKENI","TRIBAL AUTHORITY","MSUKENI TRIBAL AUTHORITY",,"MOUNT AYLIFF",,,"MSUKENI TRIBAL AUTHORITY,MOUNT AYLIFF,","P.O.BOX 469","KOKSTAD","4700","P.O.BOX 469,KOKSTAD,4700","0392548971","0827526396","TO BE UPDATED","NOT APPLICABLE","NOT APPLICABLE","TO BE UPDATED","Y","ALFRED NZO","RURAL",01/01/1992,,0,FALSE,FALSE,"EC","EC",200501451,200501451,"YES","DECEMBER 2007 SUBMISSION","EC501451","TO BE UPDATED",,,,,,,,,,255,16,,,,,,,,FALSE,,,,
106000108,"0106000108","1","WC","NOLUTHANDO SCH. FOR THE DEAF","NOLUTHANDO","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","HEARING IMPAIRMENT","PRIVATE","TO BE UPDATED","TO BE UPDATED","000108","7111","TO BE UPDATED","99","NOT APPLICABLE",18.67588798,-34.02427894,"WCED","64","WYNBERG","CPT","CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY","CPT","CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY","19100093","93","TO BE UPDATED","TO BE UPDATED","NOT APPLICABLE","METRO EAST","04",,"TO BE UPDATED","T","MAVUKA",,"LANSDOWNE","EXTENSION","LANSDOWNE EXTENSION","KHAYELITSHAGREENPOINT","KHAYELITSHA","CAPE TOWN",,"LANSDOWNE EXTENSION,KHAYELITSHAGREENPOINT,KHAYELITSHA ,CAPE TOWN ,","P.O.BOX 1856","KHAYELITSHA","7784","P.O.BOX 1856,KHAYELITSHA,7784","0213611160","0736628071","URBAN","NO","TO BE UPDATED","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",01/01/1900,,0,FALSE,FALSE,"WC","WC",106000108,106000108,"YES","DECEMBER 2007 SUBMISSION","WC0106000108","TO BE UPDATED",,,,,,,,,,340,38,,,,,,,,FALSE,,,,
200501355,"501355","2","EC","NOMPUMALANGA SPECIAL SCHOOL","NOMPUMALANGA","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","INTELLECTUAL DISABILITY","PUBLIC","PUBLIC","TRANSKEI","014251","014251","TO BE UPDATED","99","NOT APPLICABLE",29.79458,-30.84763,"NEIMS 2007","38","BIZANA","DC15","OLIVER TAMBO DISTRICT MUNICIPALITY","EC151","MBIZANA LOCAL MUNICIPALITY","21501007","7","23012029","NOMLACU","A","MBIZANA","Bizana Village",,"TO BE UPDATED","MRS. N","MTOLO",,"NOMLACU","AREA","NOMLACU AREA","ESIKHUMBENI A/A",,"BIZANA","4800","NOMLACU AREA,ESIKHUMBENI A/A,BIZANA,4800","P.O.BOX 135","BIZANA","4800","P.O.BOX 135,BIZANA,4800","0392513233","0832064372","URBAN","NOT APPLICABLE","NOT APPLICABLE","TO BE UPDATED","Y","O.R.TAMBO","RURAL",01/01/1988,,0,FALSE,FALSE,"EC","EC",200501355,200501355,"YES","DECEMBER 2007 SUBMISSION","EC501355","TO BE UPDATED",,,,,,,249,,,239,17,,,,,,,,FALSE,,,,
103000129,"0103000129","1","WC","NOMPUMELELO SKOOL","NOMPUMELELO","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","INTELLECTUAL DISABILITY","PUBLIC","PUBLIC","TO BE UPDATED","000129","7110","TO BE UPDATED","99","NOT APPLICABLE",18.56787496,-33.97947551,"WCED","64","WYNBERG","CPT","CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY","CPT","CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY","19100045","45","TO BE UPDATED","TO BE UPDATED","NOT APPLICABLE","METRO CENTRAL","05",,"TO BE UPDATED","N.","MXUBE","522","NY/NY",,"522 NY/NY","GUGULETHU","GUGULETU","CAPE TOWN",,"522 NY/NY ,GUGULETHU,GUGULETU,CAPE TOWN,","P.O.BOX 507","GATESVILLE","7766","P.O.BOX 507,GATESVILLE,7766","0216378062","0823777911","URBAN","NO","TO BE UPDATED","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",01/01/1900,,0,FALSE,FALSE,"WC","WC",103000129,103000129,"YES","DECEMBER 2007 SUBMISSION","WC0103000129","TO BE UPDATED",,,,,,,,,,312,21,,,,,,,,FALSE,,,,
700161075,"161075","7","GT","NORMANHUISSKOOL","NORMANHUISSKOOL","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","INDUSTRIAL: CHILD WELFARE","PUBLIC","PUBLIC","HOUSE OF ASSEMBLY(HOA)","917162","917162","TO BE UPDATED","99","NOT APPLICABLE",28.1483649995,-26.1463450001,"GDE2010","269","RANDBURG","JHB","CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY","JHB","CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY","79300019","19","77312017","MARAIS STEYN PARK","NOT APPLICABLE","EKURHULENI NORTH","NOT APPLICABLE",,"TO BE UPDATED","PJ","BRIEL","7","FIRST","AVENUE","7 FIRST AVENUE",,"FOURTH STREET","EDENVALE",,"7 FIRST AVENUE,,FOURTH STREET,EDENVALE,","P.O.BOX 784","EDENVALE","1610","P.O.BOX 784,EDENVALE,1610","0114530884","0825625970","URBAN","NO","NONE","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",19/03/1999,,0,FALSE,FALSE,"GT","GT",700161075,700161075,"YES","DECEMBER 2007 SUBMISSION","GP161075","TO BE UPDATED",,,,,,,,,,84,11,,,,,,,,FALSE,,,,
600102380,"102380","6","NW","NORTH WEST SECONDARY","NORTH WEST","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","DEAF","PUBLIC","PUBLIC","DEPARTMENT OF EDUCATION AND TRAINING(DET)","89051","89051","TO BE UPDATED","9205083","NOT APPLICABLE",26.23753,-27.23156,"NEIMS 2007","195","WOLMARANSSTAD","DC40","SOUTHERN DISTRICT MUNICIPALITY","NW404","MAQUASSI HILLS LOCAL MUNICIPALITY","64004006","6","62006001","WOLMARANSSTAD NU","DR KENNETH KAUNDA","MAQUASSI HILLS","MAQUASSIHILLS",,"TO BE UPDATED","M.M","PILLAY",,,,,,,,"2640",,"PRIVATE BAG X02","LEEUDORINGSTAD","2640","PRIVATE BAG X02,LEEUDORINGSTAD,2640",,,"TO BE UPDATED","NOT APPLICABLE","NOT APPLICABLE","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",01/01/1900,,0,FALSE,FALSE,"NW","NW",600102380,600102380,"YES","DECEMBER 2007 SUBMISSION","NW102380","TO BE UPDATED",,,73,9,74,,,,,68,9,,,,,,,,FALSE,,,,
200100893,"100893","2","EC","NORTHERN LIGHTS SCHOOL","NORTHERN","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","PHYSICAL DISABILITY","PUBLIC","TO BE UPDATED","TO BE UPDATED","184302","184302","TO BE UPDATED","4223058","NORTHERN LIGHTS (22)",25.54813,-33.94453,"NEIMS 2007","51","PORT ELIZABETH","NMA","NELSON MANDELA BAY METROPOLITAN MUNICIPALITY","NMA","NELSON MANDELA BAY METROPOLITAN MUNICIPALITY","29500012","12","27516010","COTSWOLD","C","PORT ELIZABETH","CIRCUIT 9",,"TO BE UPDATED","T","ROMAN",,"STOW","STREET","STOW STREET",,"COTSWORLD","PORT ELIZABETH","6001","STOW STREET,COTSWORLD,PORT ELIZABETH,6001","POST OFFICE","PORT ELIZABETH","6001","POST OFFICE,PORT ELIZABETH,6001","0413651644","0828231761","TO BE UPDATED","NOT APPLICABLE","NOT APPLICABLE","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",01/01/1964,,0,FALSE,FALSE,"EC","EC",200100893,200100893,"YES","DECEMBER 2007 SUBMISSION","EC100893","TO BE UPDATED",,,,,,,,,,166,20,,,,,,,,FALSE,,,,
994402302,,"9","LP","NTHABISENG","NTHABISENG","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","SPECIAL NEEDS","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","414092","414092","TO BE UPDATED","99","NOT APPLICABLE",,,"TO BE UPDATED","TO BE UPDA","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","99","TO BE UPDATED","TO BE UPDATED","NORTH EASTERN","MOPANI","NAMAKGALE",,,,"KHOSA N",,,,,,,,"1391",,"P.O.BOX 9126",,,"P.O.BOX 9126,","0157693123","0780652816","TO BE UPDATED","NO","TO BE UPDATED","TO BE UPDATED","N","TO BE UPDATED","TO BE UPDATED",,"NO",99,FALSE,FALSE,"TO BE UPDATED","TO BE UPDATED",,,"TO BE UPDATED","TO BE UPDATED",,"TO BE UPDATED",,,,,,,,,,100,6,,,,,,,,FALSE,,,,
130334626,"0130334626","1","WC","NUWE HOOP-SENTRUM","NUWE HOOP-","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","HEARING IMPAIRMENT","PUBLIC","PUBLIC","TO BE UPDATED","334626","927","TO BE UPDATED","99","NOT APPLICABLE",19.45384548,-33.63357043,"WCED","174","WORCESTER","DC3","OVERBERG DISTRICT MUNICIPALITY","WC025","BREEDE VALLEY LOCAL MUNICIPALITY","10205019","19","TO BE UPDATED","TO BE UPDATED","NOT APPLICABLE","CAPE WINELANDS","07",,"TO BE UPDATED","T","ERASMUS",,"LEIPOLD","AVENUE","LEIPOLD AVENUE",,,"WORCESTER","6850","LEIPOLD AVENUE,WORCESTER ,6850","PRIVATE BAG X3047","WORCESTER","6850","PRIVATE BAG X3047,WORCESTER,6850","0233482200",,"RURAL","NO","TO BE UPDATED","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",01/01/1900,,0,FALSE,FALSE,"WC","WC",130334626,130334626,"YES","DECEMBER 2007 SUBMISSION","WC0130334626","TO BE UPDATED",,,,,,,,,,432,54,,,,,,,,FALSE,,,,
700210948,"210948","7","GT","NUWE HOOPSKOOL","NUWE HOOPSKOOL","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","CEREBRAL PALSIED","PUBLIC","PUBLIC","HOUSE OF ASSEMBLY(HOA)","904003","904003","TO BE UPDATED","8210948","NUWE HOOPSKOOL",28.2672383338,-25.7787966668,"GDE2010","204","PRETORIA","TSH","CITY OF TSHWANE METROPOLITAN MUNICIPALITY","TSH","CITY OF TSHWANE METROPOLITAN MUNICIPALITY","79600042","42","77612102","PRETORIA UNIVERSITY SPORTS GROUNDS","NOT APPLICABLE","TSHWANE SOUTH","NOT APPLICABLE",,"TO BE UPDATED","DGF","HARMSE",,"CECILIA","ROAD","CECILIA ROAD",,"ASHLEA GARDENS","PRETORIA",,"CECILIA ROAD,,ASHLEA GARDENS,PRETORIA,","PRIVATE BAG X3608","MENLOPARK","0081","PRIVATE BAG X3608,MENLOPARK,0081","0124602234","0798836612","RURAL","NO","NONE","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",,,0,FALSE,FALSE,"GT","GT",700210948,700210948,"YES","DECEMBER 2007 SUBMISSION","TO BE UPDATED","TO BE UPDATED",,,,,,,,,,408,49,,,,,,,,FALSE,,,,
105308363,"0105308363","1","WC","OAKLEY HOUSE SCHOOL","OAKLEY HOUSE","OPEN","INDEPENDENT","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","99","NOT APPLICABLE",18.468095,-34.018885,"WCED","99","WYNBERG","TO BE UPDATED","CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","99","TO BE UPDATED","UNKNOWN","NOT APPLICABLE","METRO SOUTH","02",,"TO BE UPDATED","L","GOULD",,"MYBURGH","ROAD","MYBURGH ROAD",,,"UNKNOWN",,"MYBURGH ROAD,,",,,,,"0217627204","0837999889","URBAN","NO","TO BE UPDATED","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",,,0,FALSE,FALSE,"TO BE UPDATED","TO BE UPDATED",,,"TO BE UPDATED","TO BE UPDATED",,"TO BE UPDATED",,,,,,,142,20,,171,23,,167,21,,,,,FALSE,,,,
101324639,"0101324639","1","WC","OASIS SKOOL","OASIS","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","INTELLECTUAL DISABILITY","PUBLIC","TO BE UPDATED","TO BE UPDATED","324639","968","TO BE UPDATED","99","NOT APPLICABLE",18.63662898,-33.94092791,"WCED","64","WYNBERG","CPT","CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY","CPT","CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY","19100012","12","TO BE UPDATED","TO BE UPDATED","NOT APPLICABLE","METRO NORTH","01",,"TO BE UPDATED","J.N.","HENKEMAN",,"CARMEN","CLOSE","CARMEN CLOSE","BELHAR","BELHAR","CAPE TOWN",,"CARMEN CLOSE,BELHAR,BELHAR,CAPE TOWN,","P.O.BOX 10091","BELHAR","7493","P.O.BOX 10091,BELHAR,7493","0219522100","0829598682","URBAN","NO","TO BE UPDATED","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",01/01/1900,,0,FALSE,FALSE,"WC","WC",101324639,101324639,"YES","DECEMBER 2007 SUBMISSION","WC0101324639","TO BE UPDATED",,,,,,,,,,258,20,,,,,,,,FALSE,,,,
600102392,"102392","6","NW","OBED MORE SPECIAL","OBED MORE ECIAL","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","INTELLECTUAL DISABILITY","PUBLIC","PUBLIC","NEW EDUCATION DEPARTMENT","960548","960548","TO BE UPDATED","99","NOT APPLICABLE",27.79099,-25.31686,"NEIMS 2007","206","ODI I","DC37","BOJANALA DISTRICT MUNICIPALITY","NW372","MADIBENG LOCAL MUNICIPALITY","63702002","2","TO BE UPDATED","TO BE UPDATED","BOJANALA","MADIBENG","MABOPANE",,"TO BE UPDATED","H.M","TLHOAELE","2507","MALATENG","SECTION","2507 MALATENG SECTION",,,"JERICHO",,"2507 MALATENG SECTION,JERICHO,","P.O.BOX 363","JERICHO","0189","P.O.BOX 363,JERICHO,0189",,,"TO BE UPDATED","NOT APPLICABLE","NOT APPLICABLE","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",01/01/1900,,0,FALSE,FALSE,"NW","NW",600102392,600102392,"YES","DECEMBER 2007 SUBMISSION","NW102392","TO BE UPDATED",,,,,,,,,,123,7,,,,,,,,FALSE,,,,
