NatEmis,EmisNo,ProvinceCD,Province,Institution,Name,DoE_Status,Sector,Type_DoE,Phase_DoE,Specialisation,OwnerLand,OwnerBuild,ExDept,PaypointNo,ComponentNo,Responsibility,ExamNo,ExamCentre,GIS_Long,GIS_Lat,GISSource,MagDist_Code,Magisterial_District,DMunCode,DMunName,LMunCode,LMunName,Ward_ID,Ward,SP_Code,SP_Name,EIRegion,EIDistrict,EICircuit,TransDate,TransComm,AddrInit,Addressee,Street_No,Street,StreetType,StreetName,Township_Village,Suburb,Town_City,Postal_Code,StreetAddress,Box_P_Bag,Post_Office,Box_Bag_Postal_Code,PostalAddress,Telephone,cellno,Urban_Rural,Section21,Section21_Function,Quintile,NAS,NodalArea,NAT,Registration_Date,NoFeeSchool,Allocation,Dinaledi_Schools,Quids_Up_School,Demarcation_From,Demarcation_To,OldNATEMIS,NewNATEMIS,Verified_by_PEDs,Verfication_Comment,NEIMSEMISN,GIS_ERROR,Snap_Learners_2007,Educator_Numbers_2007,Snap_Learners_2008,Educator_Numbers_2008,Snap_Learners_2009,Educator_Numbers_2009,Snap_Learners_2010,Educator_Numbers_2010,GradeR_Lrns_2010,Snap_Learners_2011,Educator_Numbers_2011,GradeR_Lrns_2011,Snap_Learners_2012,Educator_Numbers_2012,GradeR_Lrns_2012,MAIN_SATELITE,MAIN_NATEMIS,MAIN_INSTITUTION,BOARDING SCHOOL,FEMALE BOARDERS,MALE BOARDERS,TOTAL BOARDERS,ECD_SOCIALDEVELOPMEN_NO
700220244,220244,7,GT,KLEUTERSKOOL MEYERSPARK,MEYERSPARK,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,ORDINARY SCHOOL,PRIVATE,PRIVATE,HOUSE OF ASSEMBLY(HOA),TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,GDE2010,201,RUSTENBURG,TSH,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,TSH,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79600041,41,60319023,RUSTENBURG NU,NOT APPLICABLE,GAUTENG NORTH,NOT APPLICABLE,,TO BE UPDATED,THE,VAN DER BIJL,196,WATERMEYER,,196 WATERMEYER,RUSTENBURG RURAL,RUSTENBURG RURAL,PRETORIA,0184,"196 WATERMEYER ,RUSTENBURG RURAL,RUSTENBURG RURAL,PRETORIA,0184",POST OFFICE,MEYERSPARK,0184,"POST OFFICE,MEYERSPARK,0184",0128034089,,URBAN,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,FALSE,GT,GT,700220244,700220244,YES,DECEMBER 2007 SUBMISSION,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,625,20,32,,,,,,,FALSE,,,,
700210484,210484,7,GT,KLEUTERSKOOL MORELETAPARK CRÈCHE CUM,MORELETAPARK CRÈCHE CUM,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,ORDINARY SCHOOL,PRIVATE,PRIVATE,HOUSE OF ASSEMBLY(HOA),TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,GDE2010,201,RUSTENBURG,TSH,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,TSH,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79600047,47,60319023,RUSTENBURG NU,NOT APPLICABLE,TSHWANE SOUTH,NOT APPLICABLE,,TO BE UPDATED,THE,SAAIMAN,726,BIDDY,,726 BIDDY,,WINGATE PARK,PRETORIA,0181,"726 BIDDY,WINGATE PARK,PRETORIA,0181",POST OFFICE,LARIS  ROAD,0181,"POST OFFICE,LARIS  ROAD,0181",0129971149,,URBAN,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,FALSE,GT,GT,700210484,700210484,YES,DECEMBER 2007 SUBMISSION,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,84,8,17,,,,,,,FALSE,,,,
800008243,800008243,8,MP,KLEUTERSKOOL MORGIE SORGIE,MORGIE SORGIE,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,TRANSVAAL EDUCATION DEPARTMENT(TED),200301,200301,800008243,99,NOT APPLICABLE,29.61618,-26.73756,NEIMS 2007,21,ERMELO,DC30,GERT SIBANDE DISTRICT MUNICIPALITY,MP305,LEKWA LOCAL MUNICIPALITY,83005014,14,TO BE UPDATED,TO BE UPDATED,GERT SIBANDE,NOT APPLICABLE,ERMELO 2,,TO BE UPDATED,,MS AMO BEUKES,,,,,,MORGENZON,ERMELO,2315,"MORGENZON,ERMELO,2315",P.O.BOX 60,MORGENZON,2315,"P.O.BOX 60,MORGENZON,2315",0177933089,0825032949,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,16/07/1992,,0,FALSE,FALSE,MP,MP,800008243,800008243,YES,DECEMBER 2007 SUBMISSION,MP800008243,TO BE UPDATED,,,,,,,,,,28,4,15,,,,,,,FALSE,,,,
700330274,330274,7,GT,KLEUTERSKOOL PINKIE POENK EENHEID 1,PINKIE POENK EENHEID 1,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,ORDINARY SCHOOL,PRIVATE,PRIVATE,HOUSE OF ASSEMBLY(HOA),TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,GDE2010,199,RANDFONTEIN,DC40,SOUTHERN DISTRICT MUNICIPALITY,NW405,MERAFONG CITY LOCAL MUNICIPALITY,74201011,11,78810002,RANDFONTEIN NU,NOT APPLICABLE,SEDIBENG EAST,NOT APPLICABLE,,TO BE UPDATED,THE,MANAGER,26,ALEXANDER,STREET,26 ALEXANDER STREET,,VEREENIGING X 1,VEREENIGING,1930,"26 ALEXANDER STREET,,VEREENIGING X 1,VEREENIGING,1930",P.O.BOX 1289,VEREENIGING,1930,"P.O.BOX 1289,VEREENIGING,1930",0164221733,,URBAN,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,FALSE,GT,GT,700330274,700330274,YES,DECEMBER 2007 SUBMISSION,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,1272,24,42,,,,,,,FALSE,,,,
700230631,230631,7,GT,KLEUTERSKOOL PINNOCCHIO,PINNOCCHIO,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,ORDINARY SCHOOL,PRIVATE,PRIVATE,HOUSE OF ASSEMBLY(HOA),TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,GDE2010,266,OBERHOLZER,TSH,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,TSH,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79600001,99,78810002,RANDFONTEIN NU,NOT APPLICABLE,TSHWANE WEST,NOT APPLICABLE,,TO BE UPDATED,THE,SCHEEPERS,946,KEYTER,,946 KEYTER,,SUIDERBERG,PRETORIA,0082,"946 KEYTER,SUIDERBERG,PRETORIA,0082",POST OFFICE,DASPOORT,0082,"POST OFFICE,DASPOORT,0082",0123797423,,URBAN,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,FALSE,GT,GT,700230631,700230631,YES,DECEMBER 2007 SUBMISSION,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,798,24,19,,,,,,,FALSE,,,,
700270215,270215,7,GT,KLEUTERSKOOL PINOCCHIO,PINOCCHIO,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,ORDINARY SCHOOL,PRIVATE,PRIVATE,HOUSE OF ASSEMBLY(HOA),TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,GDE2010,89,KOSTER,DC37,BOJANALA DISTRICT MUNICIPALITY,NW373,MERAFONG CITY LOCAL MUNICIPALITY,74804012,12,60319023,RUSTENBURG NU,NOT APPLICABLE,GAUTENG WEST,NOT APPLICABLE,,TO BE UPDATED,THE,PIETRZAK,13,UMLAAS,,13 UMLAAS,,,CARLTONVILLE,2500,"13 UMLAAS,CARLTONVILLE,2500",POST OFFICE,CARLETONVILLE,2500,"POST OFFICE,CARLETONVILLE,2500",0187863261,,URBAN,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,FALSE,GT,GT,700270215,700270215,YES,DECEMBER 2007 SUBMISSION,TO BE UPDATED,INCORRECT PROVINCE,,,,,,,,,,645,20,94,,,,,,,FALSE,,,,
700160812,160812,7,GT,KLEUTERSKOOL SANNIE BROERS SAVF,SANNIE BROERS SAVF,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,ORDINARY SCHOOL,PRIVATE,PRIVATE,HOUSE OF ASSEMBLY(HOA),TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,GDE2010,202,BAFOKENG,DC37,BOJANALA DISTRICT MUNICIPALITY,NW373,RUSTENBURG LOCAL MUNICIPALITY,TO BE UPDATED,99,60301000,NONE,NOT APPLICABLE,EKURHULENI NORTH,NOT APPLICABLE,,TO BE UPDATED,THE,VAN DEN BERG,21,LILLE,ROAD,21 LILLE ROAD,,WYCHWOOD,GERMISTON,1401,"21 LILLE ROAD,,WYCHWOOD,GERMISTON,1401",POST OFFICE,DELVILLE,1401,"POST OFFICE,DELVILLE,1401",0118252119,,URBAN,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,FALSE,GT,GT,700160812,700160812,YES,DECEMBER 2007 SUBMISSION,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,290,8,34,,,,,,,FALSE,,,,
800008276,800008276,8,MP,KLEUTERSKOOL SANTIE ZIETSMAN,SANTIE ZIETSMAN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PRIVATE,TO BE UPDATED,TRANSVAAL EDUCATION DEPARTMENT(TED),TO BE UPDATED,TO BE UPDATED,800008276,99,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,NEBO,DC30,GERT SIBANDE DISTRICT MUNICIPALITY,MP307,GOVAN MBEKI LOCAL MUNICIPALITY,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,GERT SIBANDE,NOT APPLICABLE,HIGHVELD RIDGE EAST,,TO BE UPDATED,MS,VAN DER WESTHUIZEN,,,,,,,,,,P.O.BOX 1914,SECUNDA,2302,"P.O.BOX 1914,SECUNDA,2302",,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1994,,0,FALSE,FALSE,MP,MP,800008276,800008276,YES,DECEMBER 2007 SUBMISSION,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,270,8,18,,,,,,,FALSE,,,,
700221341,221341,7,GT,KLEUTERSKOOL SKUILKRANS,SKUILKRANS,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,ORDINARY SCHOOL,PRIVATE,PRIVATE,HOUSE OF ASSEMBLY(HOA),TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,GDE2010,203,ODI II,DC37,BOJANALA DISTRICT MUNICIPALITY,NW373,RUSTENBURG LOCAL MUNICIPALITY,79600041,41,60301000,NONE,NOT APPLICABLE,TSHWANE SOUTH,NOT APPLICABLE,,TO BE UPDATED,THE,CAMPHER,36,GRACE,AVENUE,36 GRACE AVENUE,,MURRAYFIELD,PRETORIA,0040,"36 GRACE AVENUE,,MURRAYFIELD,PRETORIA,0040",P.O.BOX 72055,LYNNWOODRIDGE,0040,"P.O.BOX 72055,LYNNWOODRIDGE,0040",0128034353,,URBAN,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,FALSE,GT,GT,700221341,700221341,YES,DECEMBER 2007 SUBMISSION,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,978,24,111,,,,,,,FALSE,,,,
700330290,330290,7,GT,KLEUTERSKOOL SONLANDPARK,SONLANDPARK,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,ORDINARY SCHOOL,PRIVATE,PRIVATE,HOUSE OF ASSEMBLY(HOA),TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,GDE2010,199,RANDFONTEIN,DC40,SOUTHERN DISTRICT MUNICIPALITY,NW405,MERAFONG CITY LOCAL MUNICIPALITY,TO BE UPDATED,99,78810002,RANDFONTEIN NU,NOT APPLICABLE,SEDIBENG EAST,NOT APPLICABLE,,TO BE UPDATED,THE,PRINSLOO,20,CASMARTINS,,20 CASMARTINS,,,VEREENIGING,1944,"20 CASMARTINS,VEREENIGING,1944",P.O.BOX 28010,SONLANDPARK,1944,"P.O.BOX 28010,SONLANDPARK,1944",0164293221,,RURAL,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,FALSE,GT,GT,700330290,700330290,YES,DECEMBER 2007 SUBMISSION,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,33,4,5,,,,,,,FALSE,,,,
700340240,340240,7,GT,KLEUTERSKOOL SPEEL EN LEER,SPEEL EN LEER,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,ORDINARY SCHOOL,PRIVATE,PRIVATE,HOUSE OF ASSEMBLY(HOA),TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,GDE2010,89,KOSTER,DC40,SOUTHERN DISTRICT MUNICIPALITY,NW401,VENTERSDORP LOCAL MUNICIPALITY,TO BE UPDATED,99,61703002,VENTERSDORP NU,NOT APPLICABLE,SEDIBENG EAST,NOT APPLICABLE,,TO BE UPDATED,THE,DE KLERK,68,STRYDOMB,,68 STRYDOMB,,,HEIDELBERG,2400,"68 STRYDOMB,HEIDELBERG,2400",P.O.BOX 668,HEIDELBERG,2400,"P.O.BOX 668,HEIDELBERG,2400",01513834,,URBAN,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,FALSE,GT,GT,700340240,700340240,YES,DECEMBER 2007 SUBMISSION,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,109,4,28,,,,,,,FALSE,,,,
700250514,250514,7,GT,KLEUTERSKOOL STERRETJIE,STERRETJIE,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,ORDINARY SCHOOL,PRIVATE,PRIVATE,HOUSE OF ASSEMBLY(HOA),TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,GDE2010,266,OBERHOLZER,DC40,SOUTHERN DISTRICT MUNICIPALITY,NW405,MERAFONG CITY LOCAL MUNICIPALITY,TO BE UPDATED,99,78810001,OBERHOLZER NU,NOT APPLICABLE,JOHANNESBURG WEST,NOT APPLICABLE,,TO BE UPDATED,THE,COETZEE,,HV DIRKIE UYS AND PENNY,STREET,HV DIRKIE UYS AND PENNY STREET,,CARLETONVILLE,ROODEPOORT,1729,"HV DIRKIE UYS AND PENNY STREET,,CARLETONVILLE,ROODEPOORT,1729",P.O.BOX 3243,WITBEECK,1729,"P.O.BOX 3243,WITBEECK,1729",0117621161,,URBAN,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,FALSE,GT,GT,700250514,700250514,YES,DECEMBER 2007 SUBMISSION,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,668,16,44,,,,,,,FALSE,,,,
700210591,210591,7,GT,KLEUTERSKOOL SUIKERBEKKIE,SUIKERBEKKIE,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,ORDINARY SCHOOL,PRIVATE,PRIVATE,HOUSE OF ASSEMBLY(HOA),TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,GDE2010,201,RUSTENBURG,DC37,BOJANALA DISTRICT MUNICIPALITY,NW373,RUSTENBURG LOCAL MUNICIPALITY,TO BE UPDATED,99,60319023,RUSTENBURG NU,NOT APPLICABLE,GAUTENG NORTH,NOT APPLICABLE,,TO BE UPDATED,THE,MALHERBE,35,BOTHA,,35 BOTHA,,VERSTERPARK,BRONKHORSTSPRUIT,1020,"35 BOTHA,VERSTERPARK,BRONKHORSTSPRUIT,1020",P.O.BOX 1189,BRONKHORSTSPRUIT,1020,"P.O.BOX 1189,BRONKHORSTSPRUIT,1020",01224612,,URBAN,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,FALSE,GT,GT,700210591,700210591,YES,DECEMBER 2007 SUBMISSION,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,132,8,16,,,,,,,FALSE,,,,
700250522,250522,7,GT,KLEUTERSKOOL TIEKIELAND,TIEKIELAND,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,ORDINARY SCHOOL,PRIVATE,PRIVATE,HOUSE OF ASSEMBLY(HOA),TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,GDE2010,266,OBERHOLZER,DC40,SOUTHERN DISTRICT MUNICIPALITY,NW405,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79400089,89,78810001,OBERHOLZER NU,NOT APPLICABLE,JOHANNESBURG WEST,NOT APPLICABLE,,TO BE UPDATED,THE,CONRADIE,7,KATJIEPIERING,,7 KATJIEPIERING,,EXT 5,FLORIDA,1725,"7 KATJIEPIERING,EXT 5,FLORIDA,1725",POST OFFICE,WELTEVREDENPARK,1725,"POST OFFICE,WELTEVREDENPARK,1725",0116795305,,URBAN,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,FALSE,GT,GT,700250522,700250522,YES,DECEMBER 2007 SUBMISSION,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,192,12,42,,,,,,,FALSE,,,,
700250530,250530,7,GT,KLEUTERSKOOL TINY TOTS,TINY TOTS,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,ORDINARY SCHOOL,PRIVATE,PRIVATE,HOUSE OF ASSEMBLY(HOA),TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,GDE2010,266,OBERHOLZER,DC40,SOUTHERN DISTRICT MUNICIPALITY,NW405,MERAFONG CITY LOCAL MUNICIPALITY,79400097,97,78810001,OBERHOLZER NU,NOT APPLICABLE,JOHANNESBURG WEST,NOT APPLICABLE,,TO BE UPDATED,THE,FOURIE,1014,FREDENHARRY,ROAD,1014 FREDENHARRY ROAD,,STRUBENSVALLEI,ROODEPOORT,1730,"1014 FREDENHARRY ROAD,,STRUBENSVALLEI,ROODEPOORT,1730",P.O.BOX 5019,HORISON,1730,"P.O.BOX 5019,HORISON,1730",0116791313,,URBAN,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,FALSE,GT,GT,700250530,700250530,YES,DECEMBER 2007 SUBMISSION,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,244,8,37,,,,,,,FALSE,,,,
700250548,250548,7,GT,KLEUTERSKOOL WILROPARK,WILROPARK,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,ORDINARY SCHOOL,PRIVATE,PRIVATE,HOUSE OF ASSEMBLY(HOA),TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,GDE2010,265,POTCHEFSTROOM,DC40,SOUTHERN DISTRICT MUNICIPALITY,NW405,MERAFONG CITY LOCAL MUNICIPALITY,79400083,83,68806001,POTCHEFSTROOM NU,NOT APPLICABLE,JOHANNESBURG WEST,NOT APPLICABLE,,TO BE UPDATED,THE,MEYER,40,BOTTLEBRUSH,STREET,40 BOTTLEBRUSH STREET,,WILRO PARK X 5,ROODEPOORT,1733,"40 BOTTLEBRUSH STREET,,WILRO PARK X 5,ROODEPOORT,1733",P.O.BOX 21371,HELDERKRUIN,1733,"P.O.BOX 21371,HELDERKRUIN,1733",0117642829,,URBAN,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,FALSE,GT,GT,700250548,700250548,YES,DECEMBER 2007 SUBMISSION,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,153,12,7,,,,,,,FALSE,,,,
700230730,230730,7,GT,KLEUTERSKOOL WYSNEUSIES,WYSNEUSIES,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,ORDINARY SCHOOL,PRIVATE,PRIVATE,HOUSE OF ASSEMBLY(HOA),TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,GDE2010,266,OBERHOLZER,TSH,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,TSH,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79600001,99,78810001,OBERHOLZER NU,NOT APPLICABLE,TSHWANE WEST,NOT APPLICABLE,,TO BE UPDATED,THE,JORDAAN,628,IVOR,AVENUE,628 IVOR AVENUE,,CARLETONVILLE,PRETORIA,0082,"628 IVOR AVENUE,,CARLETONVILLE,PRETORIA,0082",POST OFFICE,MOUNTAINVIEW,0082,"POST OFFICE,MOUNTAINVIEW,0082",0123797618,,URBAN,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,FALSE,GT,GT,700230730,700230730,YES,DECEMBER 2007 SUBMISSION,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,86,8,22,,,,,,,FALSE,,,,
800008342,800008342,8,MP,KLEUTERVRIEND KLEUTERSKOOL,VRIEND,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PRIVATE,TO BE UPDATED,TRANSVAAL EDUCATION DEPARTMENT(TED),TO BE UPDATED,703137,800008342,99,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,NEBO,DC32,EHLANZENI DISTRICT MUNICIPALITY,MP323,UMJINDI LOCAL MUNICIPALITY,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,EHLANZENI,NOT APPLICABLE,BARBERTON,,TO BE UPDATED,R.M,RMBESTER,3,VOORTREKKER,STREET,3 VOORTREKKER STREET,,,BARBERTON,1300,"3 VOORTREKKER STREET,BARBERTON,1300",P.O.BOX 163,BARBERTON,1300,"P.O.BOX 163,BARBERTON,1300",0137122863,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1994,,0,FALSE,FALSE,MP,MP,800008342,800008342,YES,DECEMBER 2007 SUBMISSION,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,185,20,20,,,,,,,FALSE,,,,
132008396,,1,WC,KLIPPIE KIDS PREPRIM,KLIPPIE KIDS,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,WESTERN CAPE EDUCATION DEPARTMENT,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,18.702189,-33.6991,WCED,32,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,105,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,METRO NORTH,02,,,J,MOOS,,CLOETE,AVENUE,CLOETE AVENUE,,BELLVILLE,UNKNOWN,7530,"CLOETE AVENUE,BELLVILLE,,7530",P.O.BOX 951,DURBANVILLE,,"P.O.BOX 951,DURBANVILLE,",0823579740,0723317082,URBAN,NO,TO BE UPDATED,TO BE UPDATED,N,NOT APPLICABLE,TO BE UPDATED,,,0,FALSE,FALSE,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,,,,,,,48,,,135,6,45,,,,,,,FALSE,,,,
100000035,,1,WC,KLOUTER KABOUTER KLEUTERSKOOL,KLOUTER KABOUTER,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,WESTERN CAPE EDUCATION DEPARTMENT,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,22.478189,-34.014062,WCED,18,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,EDEN AND CENTRAL KAROO,02,,,D,MAART,6353,,,6353,,PACALTSDORP,GEORGE,6529,"6353 ,PACALTSDORP,GEORGE,6529",6353 BOUGAIN VILLEA RYLAAN,NEW DAWN PARK,,"6353 BOUGAIN VILLEA RYLAAN,NEW DAWN PARK,",0448780467,0764540833,RURAL,NO,TO BE UPDATED,TO BE UPDATED,N,NOT APPLICABLE,TO BE UPDATED,,,0,FALSE,FALSE,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,,,,,,,,,,34,2,34,,,,,,,FALSE,,,,
132008409,,1,WC,KLOUTER KABOUTER PREPRIM.,KLOUTER KABOUTER,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,WESTERN CAPE EDUCATION DEPARTMENT,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,18.386252,-33.37175,WCED,32,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,4,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,WEST COAST,01,,,SM,LATEGAN,,CALEDON,STREET,CALEDON STREET,,,DARLING,,"CALEDON STREET,DARLING,",P.O.BOX 181,DARLING,,"P.O.BOX 181,DARLING,",0224922685,,RURAL,NO,TO BE UPDATED,TO BE UPDATED,N,NOT APPLICABLE,TO BE UPDATED,,,0,FALSE,FALSE,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,,,,,,,45,,,90,8,29,,,,,,,FALSE,,,,
